SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	RecipeTagMask	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	UseEarlyWarningScript	TargetFollowTypeRequest	IgnoreSilence	LongRange	AOE	AbradeEquipRate	UseSkillCoefficient	RangePutOpti	IgnoreSelectCheck	BelongDynamicGroupID	PlatformType	SkillCoefficient	DotCoefficient	IgnorePet	SurplusCoefficient	NeedCheckSkillSlot	IsFrost	IgnoreRangeBlock	MazeCast	SkillEventMask3
安守忠_火圈溅射dot	9333	测试技能	直接伤害技能	1	Physics	Normal	2	10318	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1													
附魔_六合独尊单体通道技能	9334	测试技能	直接伤害技能	1	NeutralMagic	Normal	1	10285	3	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	纯阳\镇派\附魔_六合独尊AOE与单体转换.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1				1									
六合独尊单体通道	9335	测试技能	直接伤害技能	31	NeutralMagic	Normal	1	10009	3	TargetSingle	3	0	Invalid	0	3	10014	0	0	0	1	1	0	0	0	0	0	0	1	0	524288	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	纯阳\北冥剑气_六合独尊单体通道技能.lua		Harmful	0	0	0	16514	2621341694	368		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	60	0	63			0				Any					1				1								1	1
纯阳_六合独尊单体通道子技能	9336	测试技能	直接伤害技能	31	NeutralMagic	Normal	1	10037	3	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	640	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	纯阳\90级奇穴\六合独尊单体通道技能伤害.lua		Harmful	0	0	0	2214740222	2621341694	368		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1				1									
三骑将_正面人数判断	9337	测试技能	直接伤害技能	1	Physics	Normal	2	10322	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_正面人数判断.lua		Neutral	0	0	0	2214740222	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
附魔_六合独尊单体buff效果标记	9338	测试技能	直接伤害技能	1	NeutralMagic	Normal	1	10285	3	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	纯阳\镇派\附魔_六合独尊单体buff效果.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1				1									
白陶_音波球搜寻AOE	9339	测试技能	直接伤害技能	1	Physics	Normal	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	NotHorse	1	0	0	0	0	1	1	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_音波球搜寻AOE.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
白陶_音波球阳性伤害AOE	9340	测试技能	直接伤害技能	75	SolarMagic	Damage	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_音波球阳性伤害AOE.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
六合独尊单体buff	9341	测试技能	直接伤害技能	31	NeutralMagic	Normal	1	10009	3	CasterSingle	3	0	Invalid	0	3	10014	0	0	0	0	1	1	0	0	0	0	0	1	0	524288	0	0	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	纯阳\北冥剑气_六合独尊单体buff效果.lua		Beneficial	0	0	0	2214609150	2214609150	368		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1				1									
白陶_音波球伤害AOE前置	9342	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_音波球伤害AOE前置判定.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
附魔_六合独尊AOE效果	9343	测试技能	直接伤害技能	31	NeutralMagic	Normal	1	10037	3	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	纯阳\90级奇穴\附魔六合独尊AOE效果.lua		Harmful	0	0	0	2214609150	2621341694	368		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1				1									
白陶_音波球阴性伤害AOE	9344	测试技能	直接伤害技能	75	LunarMagic	Damage	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_音波球阴性伤害AOE.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
七秀_附魔_急曲叠加4层标记	9345	测试技能	直接伤害技能	1	Physics	Normal	1	10287	4	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1				1									
七秀_附魔_剑破虚空带4层dot	9346	测试技能	直接伤害技能	28	LunarMagic	Normal	1	10073	4	TargetSingle	0	0	Invalid	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\90级奇穴\剑破4层DOT.lua		Harmful	0	0	0	2352905982	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any				1	63		63			0				Any					1				1									
七秀_附魔_玳弦急曲4层dot	9347	测试技能	直接伤害技能	28	LunarMagic	Normal	1	10073	4	TargetArea	0	0	Invalid	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	81	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\七秀_玳弦急曲_4层DOT.lua		Harmful	0	0	0	2352905982	2621341694	2707		0	1	0	0	0	0	0	0	656894	NotInSprint	Any				1	63		63			0				Any			1		1				1									
破风流血减CD实际效果	9348	测试技能	直接伤害技能	1	Physics	Normal	1	10276	1	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	天策\镇派\流血减灭CD.lua		Beneficial	0	0	0	2621341694	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1				1									
附魔_暗藏杀机效果标记	9349	测试技能	直接伤害技能	1	Physics	Normal	1	10221	10	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	唐门\90级奇穴\唐门_90奇穴_附魔暗藏杀机效果.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1				1									
附魔_田螺天绝地灭标记技能	9350	测试技能	直接伤害技能	1	Physics	Normal	1	10279	10	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1				1									
安守忠_套马索链状	9351	测试技能	直接伤害技能	1	Physics	Normal	2	10318	12	TargetChain	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\春明门\安守忠_套马索链状.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
附魔_剑纯气场AOE效果	9352	测试技能	直接伤害技能	1	Physics	Normal	1	10284	3	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214740222	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1				1									
附魔_气场AOE实际伤害	9353	测试技能	直接伤害技能	1	Physics	Normal	1	10284	3	PointArea	0	0	Invalid	0	3	10015	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHoldHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	纯阳\镇派\气场实际AOE伤害效果.lua		Harmful	0			2352906238	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any			1		1				1									
三骑将_力压千钧	9354	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_力压千钧.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
三骑将_号令三军	9355	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	NotHorse	0	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_号令三军.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
附魔_人剑后无我八荒标记	9356	测试技能	直接伤害技能	1	Physics	Normal	1	10284	3	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214740222	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1				1									
三骑将_普攻_重骑	9357	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_普攻_重骑.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
三骑将_普攻_轻骑	9358	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_普攻_轻骑.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
三骑将_普攻_弓骑	9359	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_普攻_弓骑.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
三骑将_普攻_重骑_AE子技能	9360	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131079	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_普攻_重骑_AE子技能.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
三骑将_普攻_轻骑_AE子技能	9361	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131079	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_普攻_轻骑_AE子技能.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
三骑将_普攻_弓骑_AE子技能	9362	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131079	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_普攻_弓骑_AE子技能.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
火龙摧城_火圈	9363	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10323	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_火圈.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
火龙摧城_油圈	9364	测试技能	直接伤害技能	4	Poison	Normal	2	10323	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_油圈.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	525312	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
火龙摧城_旋转炮	9365	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10323	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_旋转炮.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any			1		1													
火龙摧城_喷火_链状	9366	测试技能	直接伤害技能	1	SolarMagic	Normal	2	10323	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	1	1	0	0	NotHorse	1	1	1	0	1	1	1	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_喷火枪链状.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	657406	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1													
火龙摧城_喷火_AOE	9367	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10323	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_喷火枪AOE.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any			1		1													
火龙摧城_投石机	9368	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10323	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_投石机.lua		Harmful	0	0	0	2214613246	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
火龙摧城_火墙	9369	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10323	12	PointRectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_火墙.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
三骑将_镇山嚎	9370	测试技能	直接伤害技能	4	Physics	Fear	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16897	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_镇山嚎.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
三骑将_披风斩	9371	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10322	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_披风斩.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
三骑将_披风斩_气劲伤害	9372	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10322	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_披风斩_气劲伤害.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
白陶_阳性AOE普攻	9373	测试技能	直接伤害技能	4	SolarMagic	Damage	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_阳性AOE普攻.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
白陶_阴性AOE普攻	9374	测试技能	直接伤害技能	4	LunarMagic	Damage	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	577	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_阴性AOE普攻.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
火龙摧城_碾压	9375	测试技能	直接伤害技能	4	Physics	Normal	2	10323	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_碾压.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
火龙摧城_机雷自爆	9376	测试技能	直接伤害技能	4	Physics	Normal	2	10323	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1057	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_机雷自爆.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
火龙摧城_火墙热浪	9377	测试技能	直接伤害技能	4	Physics	Normal	2	10323	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_火墙热浪.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
再临套装属性	9378	测试技能	直接伤害技能	23	Physics	Normal	2	10134	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHoldHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	装备\再临套装.lua		Beneficial	0	0	0	2214740222	2483175678	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any				0	63		63			0				Any					1													
