ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask
864	妙法枝	12266	RH_wand_012	21	0			0	0	0	0	150	2	461	38		0	1		0		3	atMeleeWeaponDamageBase	33	33	atMeleeWeaponDamageRand	22	22	atMeleeWeaponAttackSpeedBase	27	27										5	40											3161	2131	12069	2866	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	17	2045	0	0	735	13	1	0		0	11	67108863		0	0							1			1	2
865	桐木棍	12267	D010048	12	0			0	0	0	0	114	2	294	30		0	1		0		2	atMeleeWeaponDamageBase	21	21	atMeleeWeaponDamageRand	14	14	atMeleeWeaponAttackSpeedBase	27	27										5	28											540	22	1240	12221	2367	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	0	0	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
866	熟铜棍	12268	RH_wand_011	20	0			0	0	0	0	114	2	294	30		0	1		0		2	atMeleeWeaponDamageBase	21	21	atMeleeWeaponDamageRand	14	14	atMeleeWeaponAttackSpeedBase	27	27										5	36											3066	1766	12078	4754	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	0							1			1	2
867	桐木棍	12269	D010048	12	0			0	0	0	0	120	2	308	31		0	1		0		2	atMeleeWeaponDamageBase	22	22	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	27	27										5	28											1173	22	7644	3176	2369	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	0	0	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
868	熟铜棍	12270	RH_wand_011	20	0			0	0	0	0	120	2	308	31		0	1		0		2	atMeleeWeaponDamageBase	22	22	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	27	27										5	36											3074	1764	2464	2905	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	0							1			1	2
869	熟铜棍	12271	RH_wand_011	20	0			0	0	0	0	126	2	323	33		0	1		0		2	atMeleeWeaponDamageBase	23	23	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	27	27										5	36											3152	2933	2464	2784	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	0							1			1	2
870	熟铜棍	12272	RH_wand_011	20	0			0	0	0	0	132	2	338	34		0	1		0		2	atMeleeWeaponDamageBase	24	24	atMeleeWeaponDamageRand	16	16	atMeleeWeaponAttackSpeedBase	27	27										5	36											4015	1055	12066	5052	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	0							1			1	2
871	熟铜棍	12273	RH_wand_011	20	0			0	0	0	0	138	2	353	36		0	1		0		2	atMeleeWeaponDamageBase	25	25	atMeleeWeaponDamageRand	17	17	atMeleeWeaponAttackSpeedBase	27	27										5	36											3976	1017	2470	2908	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	0							1			1	2
872	熟铜棍	12274	RH_wand_011	20	0			0	0	0	0	144	2	369	37		0	1		0		2	atMeleeWeaponDamageBase	26	26	atMeleeWeaponDamageRand	18	18	atMeleeWeaponAttackSpeedBase	27	27										5	36											4069	1976	2470	4562	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	0							1			1	2
873	铁木棍	12275	RH_wand_008	17	0			0	0	0	0	144	2	369	37		0	1		0		2	atMeleeWeaponDamageBase	26	26	atMeleeWeaponDamageRand	18	18	atMeleeWeaponAttackSpeedBase	27	27										5	46											575	27	1167	12519	2674	0	0	0	0	0	0	0							少林	内功	基础	生活技能								1	1	7												17	30957	0	0	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
874	铁木棍	12276	RH_wand_008	17	0			0	0	0	0	150	2	384	38		0	1		0		2	atMeleeWeaponDamageBase	27	27	atMeleeWeaponDamageRand	18	18	atMeleeWeaponAttackSpeedBase	27	27										5	46											2580	27	1206	12405	2752	0	0	0	0	0	0	0							少林	内功	基础	生活技能								1	1	7												17	30957	0	0	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
875	铁木棍	12277	RH_wand_008	17	0			0	0	0	0	156	2	400	40		0	1		0		2	atMeleeWeaponDamageBase	29	29	atMeleeWeaponDamageRand	19	19	atMeleeWeaponAttackSpeedBase	27	27										5	46											2849	29	459	4106	2548	0	0	0	0	0	0	0							少林	内功	基础	生活技能								1	1	7												17	30957	0	0	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
876	虎尾	12278	RH_wand_014	23	0			0	0	0	0	162	2	499	41		0	1		0		3	atMeleeWeaponDamageBase	36	36	atMeleeWeaponDamageRand	24	24	atMeleeWeaponAttackSpeedBase	27	27										5	48											3152	41	7982	13083	2733	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	17	291	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
877	铁木棍	12279	RH_wand_008	17	0			0	0	0	0	162	2	416	41		0	1		0		2	atMeleeWeaponDamageBase	30	30	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	27	27										5	46											2861	29	1246	12366	2701	0	0	0	0	0	0	0							少林	内功	基础	生活技能								1	1	7												17	30957	0	0	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
878	虎尾	12280	RH_wand_014	23	0			0	0	0	0	168	2	519	42		0	1		0		3	atMeleeWeaponDamageBase	37	37	atMeleeWeaponDamageRand	25	25	atMeleeWeaponAttackSpeedBase	27	27										5	48											4013	41	7980	13129	4909	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	17	291	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
879	铁木棍	12281	RH_wand_008	17	0			0	0	0	0	168	2	432	42		0	1		0		2	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	21	21	atMeleeWeaponAttackSpeedBase	27	27										5	46											3066	29	1111	14100	2554	0	0	0	0	0	0	0							少林	内功	基础	生活技能								1	1	7												17	30957	0	0	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
880	虎尾	12282	RH_wand_014	23	0			0	0	0	0	174	2	539	44		0	1		0		3	atMeleeWeaponDamageBase	38	38	atMeleeWeaponDamageRand	26	26	atMeleeWeaponAttackSpeedBase	27	27										5	48											4017	41	7983	13470	5052	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	17	291	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
881	千佛禅杖	12283	RH_wand_034	43	0			0	0	0	0	233	3	872	57		0	1		0		4	atMeleeWeaponDamageBase	60	60	atMeleeWeaponDamageRand	40	40	atMeleeWeaponAttackSpeedBase	27	27										5	60											8717	4946	11987	3974	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	17	2045	17	16435	735	13	2	0		0	11	2		0	1							1			1	
882	铁木棍	12284	RH_wand_008	17	0			0	0	0	0	174	2	449	44		0	1		0		2	atMeleeWeaponDamageBase	32	32	atMeleeWeaponDamageRand	21	21	atMeleeWeaponAttackSpeedBase	27	27										5	46											3468	29	7636	4150	2610	0	0	0	0	0	0	0							少林	内功	基础	生活技能								1	1	7												17	30957	0	0	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
883	虎尾	12285	RH_wand_014	23	0			0	0	0	0	180	2	559	45		0	1		0		3	atMeleeWeaponDamageBase	40	40	atMeleeWeaponDamageRand	27	27	atMeleeWeaponAttackSpeedBase	27	27										5	48											2853	45	7984	14479	2561	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	17	291	0	0	735	12	1	0		0	11	67108863		0	0							1			1	1
884	千佛禅杖	12286	RH_wand_034	43	0			0	0	0	0	239	3	898	59		0	1		0		4	atMeleeWeaponDamageBase	62	62	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	27	27										5	60											11855	2351	2473	4045	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	17	2045	17	16435	735	13	2	0		0	11	2		0	1							1			1	
885	千佛禅杖	12287	RH_wand_034	43	0			0	0	0	0	245	3	925	60		0	1		0		4	atMeleeWeaponDamageBase	64	64	atMeleeWeaponDamageRand	42	42	atMeleeWeaponAttackSpeedBase	27	27										5	60											11232	1861	2473	9908	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	17	2045	17	16435	735	13	2	0		0	11	2		0	1							1			1	
886	明王棍	12288	RH_wand_010	19	0			0	0	0	0	216	2	570	53		0	1		0		2	atMeleeWeaponDamageBase	40	40	atMeleeWeaponDamageRand	27	27	atMeleeWeaponAttackSpeedBase	27	27										5	60											5813	18019	12063	3710	0	0	0	0	0	0	0	0							少林	防御	防御单抗	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	1							1			1	2
887	千佛禅杖	12289	RH_wand_034	43	0			0	0	0	0	251	3	952	61		0	1		0		4	atMeleeWeaponDamageBase	65	65	atMeleeWeaponDamageRand	43	43	atMeleeWeaponAttackSpeedBase	27	27										5	60											12947	799	12092	6353	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	17	2045	17	16435	735	13	2	0		0	11	2		0	1							1			1	
888	明王棍	12290	RH_wand_010	19	0			0	0	0	0	222	2	589	55		0	1		0		2	atMeleeWeaponDamageBase	41	41	atMeleeWeaponDamageRand	27	27	atMeleeWeaponAttackSpeedBase	27	27										5	60											4082	24173	12115	4023	0	0	0	0	0	0	0	0							少林	防御	防御单抗	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	1							1			1	2
889	明王棍	12291	RH_wand_010	19	0			0	0	0	0	228	2	607	56		0	1		0		2	atMeleeWeaponDamageBase	42	42	atMeleeWeaponDamageRand	28	28	atMeleeWeaponAttackSpeedBase	27	27										5	60											5505	20103	12115	5495	0	0	0	0	0	0	0	0							少林	防御	防御单抗	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	1							1			1	2
890	明王棍	12292	RH_wand_010	19	0			0	0	0	0	234	2	626	57		0	1		0		2	atMeleeWeaponDamageBase	43	43	atMeleeWeaponDamageRand	29	29	atMeleeWeaponAttackSpeedBase	27	27										5	60											5694	23002	2521	5712	0	0	0	0	0	0	0	0							少林	防御	防御单抗	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	1							1			1	2
891	明王棍	12293	RH_wand_010	19	0			0	0	0	0	240	2	645	59		0	1		0		2	atMeleeWeaponDamageBase	44	44	atMeleeWeaponDamageRand	30	30	atMeleeWeaponAttackSpeedBase	27	27										5	60											4166	18113	2521	3370	0	0	0	0	0	0	0	0							少林	防御	防御单抗	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	1							1			1	2
892	明王棍	12294	RH_wand_010	19	0			0	0	0	0	246	2	664	60		0	1		0		2	atMeleeWeaponDamageBase	46	46	atMeleeWeaponDamageRand	30	30	atMeleeWeaponAttackSpeedBase	27	27										5	60											7710	20880	2645	3923	0	0	0	0	0	0	0	0							少林	防御	防御单抗	生活技能								1	1	7												17	5438	0	0	0	0	735	13	1	0		0	11	67108863		0	1							1			1	2
893	莲华杖	12295	RH_wand_017	26	0			0	0	0	0	240	2	774	59		0	1		0		3	atMeleeWeaponDamageBase	53	53	atMeleeWeaponDamageRand	36	36	atMeleeWeaponAttackSpeedBase	27	27										5	70											4099	1075	2651	4225	0	0	0	0	0	0	0	0							少林	防御	防御基础	生活技能								1	1	7												17	5438	17	2045	0	0	735	13	1	0		0	11	67108863		0	1							1			1	2
894	菩提	12296	RH_wand_031	40	0			0	0	0	0	263	3	1007	64		0	1		0		4	atMeleeWeaponDamageBase	68	68	atMeleeWeaponDamageRand	46	46	atMeleeWeaponAttackSpeedBase	27	27										5	70											5505	74	1475	18481	4974	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	17	291	17	24840	735	12	2	0		0	11	2		0	1							1			1	
895	菩提	12297	RH_wand_031	40	0			0	0	0	0	270	3	1040	66		0	1		0		4	atMeleeWeaponDamageBase	70	70	atMeleeWeaponDamageRand	47	47	atMeleeWeaponAttackSpeedBase	27	27										5	70											4147	80	7987	18686	5495	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	17	291	17	24840	735	12	2	0		0	11	2		0	1							1			1	
896	菩提	12298	RH_wand_031	40	0			0	0	0	0	270	3	1040	66		0	1		0		4	atMeleeWeaponDamageBase	70	70	atMeleeWeaponDamageRand	47	47	atMeleeWeaponAttackSpeedBase	27	27										5	70											4147	80	7987	18686	5495	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	17	291	17	24840	735	12	2	0		0	11	2		0	1							1			1	
897	菩提	12299	RH_wand_031	40	0			0	0	0	0	270	3	1040	66		0	1		0		4	atMeleeWeaponDamageBase	70	70	atMeleeWeaponDamageRand	47	47	atMeleeWeaponAttackSpeedBase	27	27										5	70											4147	80	7987	18686	5495	0	0	0	0	0	0	0							少林	内功	伤害	生活技能								1	1	7												17	1106	17	291	17	24840	735	12	2	0		0	11	2		0	1							1			1	
898	柳木枪	12300	RH_spear_004	131	0			0	0	1	0	30	2	115	20		0	1		0		2	atMeleeWeaponDamageBase	5	5	atMeleeWeaponDamageRand	3	3	atMeleeWeaponAttackSpeedBase	27	27										5	8											60	480	7585	2339	0	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
899	柳木枪	12301	RH_spear_004	131	0			0	0	1	0	36	2	126	20		0	1		0		2	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	27	27										5	8											97	4	7525	2472	0	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
900	柳木枪	12302	RH_spear_004	131	0			0	0	1	0	42	2	138	20		0	1		0		2	atMeleeWeaponDamageBase	7	7	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	27	27										5	8											170	4	7529	2283	0	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
901	柳木枪	12303	RH_spear_004	131	0			0	0	1	0	48	2	149	20		0	1		0		2	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	27	27										5	8											212	4	7515	2296	0	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
902	柳木枪	12304	RH_spear_004	131	0			0	0	1	0	54	2	162	20		0	1		0		2	atMeleeWeaponDamageBase	9	9	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	27	27										5	8											178	4	93	9616	2339	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
903	狼嚎	12305	D010019	133	0			0	0	1	0	60	2	209	20		0	1		0		3	atMeleeWeaponDamageBase	13	13	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	27	27										5	14											189	15	169	9580	2280	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	17	729	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
904	柳木枪	12306	RH_spear_004	131	0			0	0	1	0	60	2	174	20		0	1		0		2	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	7	7	atMeleeWeaponAttackSpeedBase	27	27										5	8											120	8	135	9597	2276	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
905	铜头柳木枪	12307	RH_spear_003	130	0			0	0	1	0	60	2	174	20		0	1		0		2	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	7	7	atMeleeWeaponAttackSpeedBase	27	27										5	18											120	8	135	9597	2276	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
906	狼嚎	12308	D010019	133	0			0	0	1	0	66	2	223	20		0	1		0		3	atMeleeWeaponDamageBase	14	14	atMeleeWeaponDamageRand	9	9	atMeleeWeaponAttackSpeedBase	27	27										5	14											315	15	208	9582	2283	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	17	729	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
907	铜头柳木枪	12309	RH_spear_003	130	0			0	0	1	0	66	2	186	20		0	1		0		2	atMeleeWeaponDamageBase	12	12	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	27	27										5	18											205	8	169	11980	2472	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
908	狼嚎	12310	D010019	133	0			0	0	1	0	72	2	239	20		0	1		0		3	atMeleeWeaponDamageBase	15	15	atMeleeWeaponDamageRand	10	10	atMeleeWeaponAttackSpeedBase	27	27										5	14											263	15	336	9583	2325	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	17	729	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
909	铜头柳木枪	12311	RH_spear_003	130	0			0	0	1	0	72	2	199	20		0	1		0		2	atMeleeWeaponDamageBase	13	13	atMeleeWeaponDamageRand	9	9	atMeleeWeaponAttackSpeedBase	27	27										5	18											232	8	453	9612	2319	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
910	狼嚎	12312	D010019	133	0			0	0	1	0	78	2	254	22		0	1		0		3	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	27	27										5	14											414	21	921	7524	2298	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	17	729	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
911	铜头柳木枪	12313	RH_spear_003	130	0			0	0	1	0	78	2	212	22		0	1		0		2	atMeleeWeaponDamageBase	14	14	atMeleeWeaponDamageRand	9	9	atMeleeWeaponAttackSpeedBase	27	27										5	18											259	8	208	7585	2286	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
912	铜头柳木枪	12314	RH_spear_003	130	0			0	0	1	0	84	2	225	23		0	1		0		2	atMeleeWeaponDamageBase	15	15	atMeleeWeaponDamageRand	10	10	atMeleeWeaponAttackSpeedBase	27	27										5	18											258	15	351	9583	2325	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
913	铜头柳木枪	12315	RH_spear_003	130	0			0	0	1	0	90	2	238	25		0	1		0		2	atMeleeWeaponDamageBase	16	16	atMeleeWeaponDamageRand	11	11	atMeleeWeaponAttackSpeedBase	27	27										5	18											414	15	921	7524	2298	0	0	0	0	0	0	0							天策	外功	基础	生活技能								1	2	7												17	30959	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
914	虎啸	12316	RH_spear_005	132	0			0	0	1	0	90	3	286	25		0	1		0		3	atMeleeWeaponDamageBase	19	19	atMeleeWeaponDamageRand	13	13	atMeleeWeaponAttackSpeedBase	27	27										5	24											310	21	86	7527	2312	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	17	729	0	0	735	10	1	0		0	3	8		0	0							1			1	
915	铜杆枪	12317	D010051	118	0			0	0	1	0	96	2	252	26		0	1		0		2	atMeleeWeaponDamageBase	17	17	atMeleeWeaponDamageRand	12	12	atMeleeWeaponAttackSpeedBase	27	27										5	30											743	15	280	7526	2392	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
916	虎啸	12318	RH_spear_005	132	0			0	0	1	0	96	3	302	26		0	1		0		3	atMeleeWeaponDamageBase	21	21	atMeleeWeaponDamageRand	14	14	atMeleeWeaponAttackSpeedBase	27	27										5	24											530	26	255	7529	2315	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	17	729	0	0	735	10	1	0		0	3	8		0	0							1			1	
917	铜杆枪	12319	D010051	118	0			0	0	1	0	102	2	266	27		0	1		0		2	atMeleeWeaponDamageBase	18	18	atMeleeWeaponDamageRand	12	12	atMeleeWeaponAttackSpeedBase	27	27										5	30											353	15	316	7527	2312	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
918	虎啸	12320	RH_spear_005	132	0			0	0	1	0	102	3	319	27		0	1		0		3	atMeleeWeaponDamageBase	22	22	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	27	27										5	24											429	26	501	7497	29397	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	17	729	0	0	735	10	1	0		0	3	8		0	0							1			1	
919	铜杆枪	12321	D010051	118	0			0	0	1	0	108	2	280	29		0	1		0		2	atMeleeWeaponDamageBase	20	20	atMeleeWeaponDamageRand	13	13	atMeleeWeaponAttackSpeedBase	27	27										5	30											474	21	255	7529	2366	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
920	虎啸	12322	RH_spear_005	132	0			0	0	1	0	108	3	336	29		0	1		0		3	atMeleeWeaponDamageBase	24	24	atMeleeWeaponDamageRand	16	16	atMeleeWeaponAttackSpeedBase	27	27										5	24											947	26	951	7515	2369	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	17	729	0	0	735	10	1	0		0	3	8		0	0							1			1	
921	紫背环子刀	12323	D010021	109	0			0	0	1	0	116	3	418	30		0	1		0		4	atMeleeWeaponDamageBase	30	30	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	27	27										5	32											4029	669	9008	38354	26338	3018	2527	0	0	0	0	0							天策	防御	防御招架	生活技能								1	2	7												17	5438	17	29551	17	2045	735	11	2	0		0	3	8		0	0							1		1	1	
922	铜杆枪	12324	D010051	118	0			0	0	1	0	114	2	294	30		0	1		0		2	atMeleeWeaponDamageBase	21	21	atMeleeWeaponDamageRand	14	14	atMeleeWeaponAttackSpeedBase	27	27										5	30											540	21	501	7516	2367	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
923	紫背环子刀	12325	D010021	109	0			0	0	1	0	122	3	439	32		0	1		0		4	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	21	21	atMeleeWeaponAttackSpeedBase	27	27										5	32											3367	1728	9041	38350	12068	2879	2527	0	0	0	0	0							天策	防御	防御招架	生活技能								1	2	7												17	5438	17	29551	17	2045	735	11	2	0		0	3	8		0	0							1		1	1	
924	铜杆枪	12326	D010051	118	0			0	0	1	0	120	2	308	31		0	1		0		2	atMeleeWeaponDamageBase	22	22	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	27	27										5	30											1173	21	122	9631	2369	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
925	黄铜三尖枪	12327	D010050	117	0			0	0	1	0	120	2	308	31		0	1		0		2	atMeleeWeaponDamageBase	22	22	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	27	27										5	38											1173	21	122	597	2369	0	0	0	0	0	0	0							天策	外功	会心	生活技能								1	2	7												17	4979	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
926	紫背环子刀	12328	D010021	109	0			0	0	1	0	128	3	459	33		0	1		0		4	atMeleeWeaponDamageBase	33	33	atMeleeWeaponDamageRand	22	22	atMeleeWeaponAttackSpeedBase	27	27										5	32											4412	2255	11004	38125	12068	3866	2527	0	0	0	0	0							天策	防御	防御招架	生活技能								1	2	7												17	5438	17	29551	17	2045	735	11	2	0		0	3	8		0	0							1		1	1	
927	铜杆枪	12329	D010051	118	0			0	0	1	0	126	2	323	33		0	1		0		2	atMeleeWeaponDamageBase	23	23	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	27	27										5	30											1130	21	951	7502	2423	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
928	黄铜三尖枪	12330	D010050	117	0			0	0	1	0	126	2	323	33		0	1		0		2	atMeleeWeaponDamageBase	23	23	atMeleeWeaponDamageRand	15	15	atMeleeWeaponAttackSpeedBase	27	27										5	38											1130	21	951	598	2423	0	0	0	0	0	0	0							天策	外功	会心	生活技能								1	2	7												17	4979	0	0	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
929	风尘枪	12331	D010015	105	0			0	0	1	0	150	2	461	38		0	1		0		3	atMeleeWeaponDamageBase	33	33	atMeleeWeaponDamageRand	22	22	atMeleeWeaponAttackSpeedBase	27	27										5	40											3538	52	968	7568	4754	0	0	0	0	0	0	0							天策	外功	伤害	生活技能								1	2	7												17	4979	17	729	0	0	735	10	1	0		0	3	67108863		0	0							1			1	16
