ID	Name	UiID	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	IconID	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	EquipCoolDownID	RecommendID	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	MaxStrengthLevel	CanApart	IgnoreBindMask	CanExterior	BelongForceMask	MapBanUseItemMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	RepairPriceRebate	AucMountRecommendMask
3926	像韵·苍生黍离	160468	55	0			0	18	0	0	1	3	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3927	像韵·弦风雅律	160469	59	0			0	18	0	0	1	3	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3928	像韵·蓬莱	160475	63	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3929	果蔬袋·辛	160769	0	0			0	12	0	50400	1	3	30	0	0	1	1	1	0	0	3	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0		0	0							1		
3930	毛茸茸的皮袋·癸	160923	0	0			0	12	0	68400	1	3	32	0	0	1	1	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0		0	0							1		
3931	月光宝盒·癸	160924	0	0			0	12	0	50400	1	3	30	0	0	1	1	1	0	0	3	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0		0	0							1		
3932	像韵·蓝海	161080	111	0			0	18	0	0	1	3	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3934	像韵·烈烛	161308	112	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3935	像韵·蛟玉	161309	114	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3936	像韵·腾金	161310	116	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3937	天阳云泽包	161423	0	0			0	12	0	64800	1	3	30	0	0	1	1	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736	0							0	0	0		67108863	0		0	0									
3939	像韵·凌霄踏云	161766	118	0			0	18	0	0	1	3	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3940	像韵·凌霄踏云	161766	118	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3941	兰夜锦盒·庚	161890		0			0	12	0	61200	20	3	30	0		1	0				4	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										0												0	0	0	0	0	0	0	0	0	0	0	0										未知		0			1		0		6	1	7												736	0	0	0	0	0	0	0		0	0		67108863				0							1		
3942	由来意·少林	161969	120	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3943	由来意·万花	161970	121	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3944	由来意·天策	161971	122	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3945	由来意·纯阳	161972	123	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3946	由来意·七秀	161973	124	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3947	由来意·五毒	161974	125	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3948	由来意·唐门	161975	126	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3949	由来意·藏剑	161976	127	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3950	由来意·丐帮	161977	128	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3951	由来意·明教	161978	130	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0	129		0			0				1		
3952	由来意·苍云	161979	131	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3953	由来意·长歌门	161980	132	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3954	由来意·霸刀	161981	133	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3955	由来意·蓬莱	161982	134	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3956	小头像·十周年	162007	119	0			0	18	0	0	1	3	0	0	0	0	0	0	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3958	软烟罗蝉翼包	162278		0			0	12	0	61200	20	3	30	0		1	0				4	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										0												0	0	0	0	0	0	0	0	0	0	0	0										未知		0			1		0		6	1	7												736	0	0	0	0	0	0	0		0	0		67108863				0							1		
3959	像韵·凌雪阁	163037	66	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3960	由来意·凌雪阁	163038	67	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3961	像韵·侠路	163095	135					18		0		3	0	0							4	atInvalid			atInvalid			atInvalid												5	20											0	0	0	0	0	0	0	0	0	0	0	0										小头像									22	12	7												736									0	0		67108863				0			0				1		
3962	果蔬袋·壬	163405	0	0			0	12	0	50400	1	3	30	0	0	1	1	1	0	0	3	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0		0	0			0				1		
3963	毛茸茸的皮袋·庚子	163433	0	0			0	12	0	68400	1	3	32	0	0	1	1	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0		0	0			0				1		
3964	月光宝盒·庚子	163434	0	0			0	12	0	50400	1	3	30	0	0	1	1	1	0	0	3	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0		0	0			0				1		
3965	小头像·焰心	163487	136	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3966	像韵·万里乘风	163488	137	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3967	像韵·万里乘风	163488	137	0			0	18	0	0	1	3	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3968	小头像·棠梨	163537	138	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3969	像韵·惜欢颜	163642	139	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3970	像韵·月照花楼	165009	140	0			0	18	0	0	1	3	0	0	0	0	0	0	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3971	朝花辞梦包·庚子	165018	0	0			0	12	0	64800	1	3	30	0	0	1	1	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0		0	0			0				1		
3972	像韵·龙吟伏光	165035	141	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3973	像韵·乘风九垓	250140	142	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3974	像韵·乘风九垓	250140	142	0			0	18	0	0	1	3	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3975	像韵·一星如月	250269	143	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3976	兰夜锦盒·辛	250289		0			0	12	0	61200	20	3	30	0		1	0				4	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										0												0	0	0	0	0	0	0	0	0	0	0	0										未知		0			1		0		6	1	7												736	0	0	0	0	0	0	0		0	0		67108863				0			0				1		
3977	像韵·太初	250438	144	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3978	像韵·天衡	250439	145	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3979	像韵·先锋	250440	146	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3980	像韵·紫宸	250492	147	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3981	像韵·烟霞自在	250544	148	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3982	像韵·竞逐金浪	252280	149	0			0	18	0	0	1	3	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3983	风容海纳包	252312	0	0			0	12	0	64800	1	3	30	0	0		1	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	未知	其他	0			0	0	0	1	6	1	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0		0	0			0				1		
3984	像韵·衍天宗	252332	70	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3985	由来意·衍天宗	252333	71	0			0	18	0	0	1	3	0	0	0	1	0	1	0	0	4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	6	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3986	像韵·华璨	252452	150	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3987	哼哈·白日做梦	252646	151	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
3988	哼哈·哦嚯嚯嚯	252647	152	0			0	18	0	0	1	2	0	0	0	0	0	1	0		4	atInvalid			atInvalid			atInvalid			atInvalid	0	0	atInvalid	0	0	atInvalid	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	——	通用	基础	小头像	其他	0			0	0	0	1	22	12	7	0	0	0	-1	-1	0	0	0	0	0	0	736								0	0	0		67108863	0			0			0				1		
