ID	Name	Useage	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	InBirdMove	CanTransfer	InParkour	CostSingleStack	InSlideSprint	MorphInvalid	ValidByLevel	RLActions	Coexist	IsIntensityStackable
5171	一线天_苏清_破天重击定身buff	67		Body	0	5171	0		1	1	0	1	1	16	0	1	1							1	0	0	atFreeze			atPullRate	-1024		atKnockedBackRate	-1024		atRepulsedRate	-1024																																																	3758030846			0	0						16		63	1	16	1	0	1										
5172	一线天_苏清_破天重击冲锋维持buff	67		Body	0	5172	0		1	1	0	1	1	0	0	1	1							1	0	1	atExecuteScript	Map/英雄一线天/skill/破天重击冲锋维持buff.lua																																																										1879244800			0	0						0		60	1	0	1	0	1										
5172	一线天_苏清_破天重击冲锋维持buff	67		Body	0	5172	0		2	1	0	1	1	0	0	1	1							1	0	1	atExecuteScript	Map/英雄一线天/skill/破天重击冲锋维持buff—2.lua																																																										1879244800			0	0						0		60	1	0	1	0	1										
5173	一线天_苏清_破天重击计数buff	67		Body	0	5173	0		1	1	1	2	5	16	0	1	1							1	0	1																																																												3758030846			0	0						16		63	1	16	1	0	1										
5174	一线天_苏清_破天重击溢伤buff	67		Body	0	5174	0		1	1	1	5	12	16	0	1	1		Fight					1	0	0																																														atCallPhysicsDamage	27819													3758030846			0	0						16		63	1	16	1	0	1										
5174	一线天_苏清_破天重击溢伤buff	67		Body	0	5174	0		2	1	1	5	12	16	0	1	1		Fight					1	0	0																																														atCallPhysicsDamage	15174													3758030846			0	0						16		63	1	16	1	0	1										
5175	一线天_武器_自爆buff	67		Body	0	5175	0		1	1	1	50	1	16	0	1	1		Fight					1	0	1	atSkillPhysicsDamagePercent	153																																																										3758030846			0	0						16		63	1	16	1	0	1										
5175	一线天_武器_自爆buff	67		Body	0	5175	0		2	1	1	50	1	16	0	1	1		Fight					1	0	1	atSkillPhysicsDamagePercent	51																																																										3758030846			0	0						16		63	1	16	1	0	1										
5176	充值活动_踢蛇_击退BUFF	51		Body	0	5176	0		1	1	0	1	1	48	0	1	1							1	0	1	atExecuteScript	skill/Quest/充值活动_踢蛇.lua																																																										1480066048			0	0						48		60	1	48	1	0	1										
5177	充值活动_踢蛇_眩晕	51		Body	0	5177	0		1	1	0	1	1	16	0	1	1							1	0	0	atHalt																																																											3758030846			0	0						16		63	1	16	1	0	1										
5178	南诏皇宫_小怪_石台开关	64		Body	0	5178	0		1	1	0	1	1	16	0	1	1							1	0	0																																																												3758030846			0	0						16		63	1	16	1	0	1										
5179	一线天_三号武器buff	67		Body	10235	5179	0		1	1	0	1	1	16	0	1	1							1	0	1																																																												3758030846			0	0						16		63	1	16	1	0	1										
5180	一线天_霹雳_BOSS移影落	67		Body	0	5180	0		1	1	0	1	1	16	0	1	1		Fight					1	0	0	atPhysicsDamageCoefficient	-204		atLunarDamageCoefficient	-204		atNeutralDamageCoefficient	-204		atPoisonDamageCoefficient	-204		atSolarDamageCoefficient	-204																																														3758030846			0	0						16		63	1	16	1	0	1										
5181	粮食负重	68		Trample	20226	5181	0		1	1	0	1	1	8	0	1	1		NotFight	NotHorse	Land			1	0	0	atMaxJumpCount	-9		atExecuteScript	Map/枫华谷_安史之乱/skill/背粮食BUFF消失.lua		atDisableSprintFlag			atSilence	6		atSilenceAll																																	atExecuteScript	Map/枫华谷_安史之乱/skill/背粮食中判断.lua													3758030846			0	0	NotInSprint					8		63	1	8	1	0	1										
5182	一线天_MT虎盾死士_溢伤伤害buff	67		Body	0	5182	0		1	1	0	1	1	16	0	1	1		Fight					1	0	0	atLunarDamageCoefficient	2048		atNeutralDamageCoefficient	2048		atPhysicsDamageCoefficient	2048		atSolarDamageCoefficient	2048		atPoisonDamageCoefficient	2048																																														3758030846			0	0						16		63	1	16	1	0	1										
5183	剑心的年夜祝福	51		Body	0	5183	0		1	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5185	提水桶	68		Body	10130	5185	0		1	1	0	1	1	9600	0	1	1		NotFight	NotHorse	Land			1	0	0	atMoveSpeedPercent	-512		atSilence	6		atMaxJumpCount	-9		atDisableSprintFlag			atExecuteScript	Map/枫华谷_安史之乱/skill/火烧平顶村.lua																																														3758030846			0	0	NotInSprint					9600		63	1	9600	1	0	1										
5186	明教特殊武器_减速	66	Slow	Body	0	5186	0		1	1	0	1	1	16	0	1	1							1	0	0	atMoveSpeedPercent	-512																																																										3758030846			0	0						16		63	1	16	1	0	1										
5187	天策特殊武器_延迟放AOE	66		Body	0	5187	0		1	1	0	1	1	4	0	1	1							1	0	0	atDisableMoveCtrl																																																			atExecuteScript	skill/item/天策特殊武器_新旧判定.lua							3758030846			0	0						4		63	1	4	1	0	1										
5188	烟花筒_爆竹_气力值回复	39		Body	0	5188	0		1	1	0	1	1	4	0	1	1							1	0	1	atAddSprintPowerRevive	5000																																																										3758030846			0	0						4		63	1	4	1	0	1										
5189	剑纯特殊武器_特效1判定	66		Body	0	5189	0		1	1	0	1	1	80	0	1	1							1	0	0																																																												3758030846			0	0						80		63	1	80	1	0	1										
5190	天策特殊武器_延迟上马	66		Body	0	5190	0		1	1	0	1	1	8	0	1	1							1	0	1	atDisableMoveCtrl																																																			atExecuteScript	skill/装备/天策特殊武器_上马处理.lua							3758030846	1		0	0						8		63	1	8	1	0	1										
5191	鱼目混珠	68		Body	0	5191	0		1	1	0	1	1	80	0	1	0							1	0	0	atEntrap																																																											3758030846			0	0						80		63	1	80	1	0	1										
5192	剑纯特殊武器_1秒换动作	66		Body	0	5192	0		1	1	0	1	1	16	0	1	1							1	0	0	atDisableMoveCtrl																																																											3758030846			0	0						16		63	1	16	1	0	1										
5193	天策特殊武器_上马标识用	66		Body	0	5193	0		1	1	0	1	1	0	0	1	0			Horse			装备/天策特殊武器_上马处理1.lua	1	0	1																																																												3619840030	1		0	0						0		63	1	0	1	0	1										
5194	天策特殊武器_记录变量用	66		Body	0	5194	0		1	1	0	1	1	0	0	1	0							1	0	0																																																												4294967294			0	0						0		63	1	0	1	0	1										
5195	南诏皇宫_6号_李倓_虚弱	64		Body	0	5195	0		1	1	0	1	1	16	0	1	1							1	0	0	atLunarDamageCoefficient	1536		atNeutralDamageCoefficient	1536		atPhysicsDamageCoefficient	1536		atPoisonDamageCoefficient	1536		atSolarDamageCoefficient	1536																																														3758030846			0	0						16		63	1	16	1	0	1										
5196	南诏皇宫_6号_康雪烛_钟林浪蕊	64		Body	0	5196	0		1	1	0	1	1	240	0	1	1							1	0	0	atSkillEventHandler	910																																																										3758030846			0	0						240		63	1	240	1	0	1										
5197	通用_禁止复活	12		Body	0	5197	0		1	1	0	1	1	16	0	1	0							1	0	0	atDisableRevive																																																											4294967294			0	0						16		63	1	16	1	0	1										
5197	通用_禁止复活	12		Body	0	5197	0		2	1	0	1	1	16	0	1	0							1	0	0	atDisableRevive																																																											4294967294			0	0						16		63	1	16	1	0	1										
5198	迷梦蝶	68		Body	0	5198	0		1	1	1	30	1	16	0	1	1							1	0	0																																																												3758030846			0	0						16		63	1	16	1	0	1										
5199	南诏皇宫_6号_莫雨_正面格挡盾	64		Body	0	5199	0		1	1	0	1	1	16	0	1	1							1	0	0	atPositiveShield																																																											3758030846			0	0						16		63	1	16	1	0	1										
5200	南诏皇宫_阁罗鸿_免疫嘲讽	64		Body	0	5200	0		1	1	0	1	1	16	0	1	1		Fight					1	0	1	atImmunity	9																																																										3758030846			0	0						16		63	1	16	1	0	1										
5201	一线天_苏清_破天重击延迟buff	67		Body	0	5201	0		1	1	0	1	1	1	0	1	1							1	0	1																																																				atExecuteScript	Map/英雄一线天/skill/破天重击冲锋维持buff判定1.lua							3758030846			0	0						1		63	1	1	1	0	1										
5201	一线天_苏清_破天重击延迟buff	67		Body	0	5201	0		2	1	0	1	1	1	0	1	1							1	0	1																																																				atExecuteScript	Map/英雄一线天/skill/破天重击冲锋维持buff判定2.lua							3758030846			0	0						1		63	1	1	1	0	1										
5202	垂钓	68		Body	0	5202	0		1	1	0	1	1	9600	0	1	1							1	0	0																																																												3758030846			0	0						9600		63	1	9600	1	0	1										
5203	荻花特殊武器_万花_释放技能	39		Body	0	5203	0		1	1	0	1	12	16	0	1	1							1	0	1																																														atCastSkillTargetDst	5251	1												16514			0	0						16		60	1	16	1	0	1										
5204	荻花特殊武器_万花_友方效果	39		Body	0	5204	0		1	1	0	1	1	17	0	1	1							1	0	1																																																												3758030846			0	0						17		63	1	17	1	0	1										
5205	剑纯特殊武器_定身1	66	Halt	Body	0	5205	0		1	1	0	1	1	45	0	1	1							1	0	0	atFreeze																																																											3758030846			0	0						45		63	1	45	1	0	1										
5206	剑纯特殊武器_定身2	66	Halt	Body	0	5206	0		1	2	0	1	1	40	0	1	1							1	0	0	atFreeze																																																											3758030846			0	0						40		63	1	40	1	0	1										
5207	剑纯特殊武器_定身3	66	Halt	Body	0	5207	0		1	1	0	1	1	40	0	1	1							1	0	0	atFreeze																																																											3758030846			0	0						40		63	1	40	1	0	1										
5208	剑纯特殊武器_伤害延迟1	66	Damage	Body	0	5208	0		1	1	0	1	1	24	0	1	1							1	0	0																																																				atCallPhysicsDamage	2212							3758030846			0	0						24		63	1	24	1	0	1										
5208	剑纯特殊武器_伤害延迟1	66	Damage	Body	0	5208	0		2	1	0	1	1	24	0	0	1							1	0	0																																																				atCallPhysicsDamage	2212							3758030846			0	0						24		63	1	24	1	0	1										
5209	剑纯特殊武器_伤害延迟2	66	Damage	Body	0	5209	0		1	1	0	1	1	24	0	1	1							1	0	0																																																				atCallPhysicsDamage	110000							3758030846		1	0	0						24		63	1	24	1	0	1										
5210	一线天_普通虎盾死士_盾击减防	67		Body	0	5210	0		1	1	1	20	10	16	0	1	1							1	0	0	atPhysicsShieldPercent	-51																																																										3758030846			0	0						16		63	1	16	1	0	1										
5211	宣读	68		Body	0	5211	0		1	1	0	1	1	16	0	1	1			NotHorse	Land			1	0	0																																														atExecuteScript	Map/枫华谷_安史之乱/skill/重制版_斥责诏书.lua													2			0	0	NotInSprint					16		60	1	16	1	0	1										
5212	江湖悬赏DeBuff	13		Trample	10011	2127	0		1	1	0	1	1	230400	0	1	1							0	0	0	atAgilityBasePercentAdd	-51	0	atSpiritBasePercentAdd	-51	0	atSpunkBasePercentAdd	-51	0	atStrengthBasePercentAdd	-51	0	atVitalityBasePercentAdd	-51	0																																													4294967294										230400		63	1	230400	1	0	1										
5212	江湖悬赏DeBuff	13		Trample	10011	2127	0		2	1	0	1	1	9600	0	1	1							0	0	0	atAgilityBasePercentAdd	-102	0	atSpiritBasePercentAdd	-102	0	atSpunkBasePercentAdd	-102	0	atStrengthBasePercentAdd	-102	0	atVitalityBasePercentAdd	-102	0																																													4294967294										9600		63	1	9600	1	0	1										
5212	江湖悬赏DeBuff	13		Trample	10011	2127	0		3	1	0	1	1	9600	0	1	1							0	0	0	atAgilityBasePercentAdd	-205	0	atSpiritBasePercentAdd	-205	0	atSpunkBasePercentAdd	-205	0	atStrengthBasePercentAdd	-205	0	atVitalityBasePercentAdd	-205	0																																													4294967294										9600		63	1	9600	1	0	1										
5212	江湖悬赏DeBuff	13		Trample	10011	2127	0		4	1	0	1	1	9600	0	1	1							0	0	0	atAgilityBasePercentAdd	-205	0	atSpiritBasePercentAdd	-205	0	atSpunkBasePercentAdd	-205	0	atStrengthBasePercentAdd	-205	0	atVitalityBasePercentAdd	-205	0																																													4294967294										9600		63	1	9600	1	0	1										
5212	江湖悬赏DeBuff	13		Trample	10011	2127	0		5	1	0	1	1	9600	0	1	1							0	0	0	atAgilityBasePercentAdd	-307	0	atSpiritBasePercentAdd	-307	0	atSpunkBasePercentAdd	-307	0	atStrengthBasePercentAdd	-307	0	atVitalityBasePercentAdd	-307	0																																													4294967294										9600		63	1	9600	1	0	1										
5212	江湖悬赏DeBuff	13		Trample	10011	2127	0		6	1	0	1	1	9600	0	1	1							0	0	0	atAgilityBasePercentAdd	-307	0	atSpiritBasePercentAdd	-307	0	atSpunkBasePercentAdd	-307	0	atStrengthBasePercentAdd	-307	0	atVitalityBasePercentAdd	-307	0																																													4294967294										9600		63	1	9600	1	0	1										
5213	剑纯特殊武器_剑纯回镜头判定	66		Body	0	5213	0		1	1	0	1	1	160	0	1	1						装备\剑纯特殊武器_回镜头.lua	1	0	0																																																												1411514382			0	0						160		60	1	160	1	0	1										
5214	天策特殊武器_马具变量1	66		Body	0	5214	0		1	1	0	1	1	0	0	1	0							1	0	0																																																												4294967294			0	0						0		63	1	0	1	0	1										
5215	天策特殊武器_马具变量2	66		Body	0	5215	0		1	1	0	1	1	0	0	1	0							1	0	0																																																												4294967294			0	0						0		63	1	0	1	0	1										
5216	天策特殊武器_马具变量3	66		Body	0	5216	0		1	1	0	1	1	0	0	1	0							1	0	0																																																												4294967294			0	0						0		63	1	0	1	0	1										
5217	天策特殊武器_马具变量4	66		Body	0	5217	0		1	1	0	1	1	0	0	1	0							1	0	0																																																												4294967294			0	0						0		63	1	0	1	0	1										
5217	天策特殊武器_马具变量4	66		Body	0	5217	0		2	1	0	1	1	0	0	1	0							1	0	0																																																												4294967294			0	0						0		63	1	0	1	0	1										
5218	营救伤兵	68		Trample	20227	5218	0		1	1	0	1	1	9600	0	1	1			NotHorse	Land			1	0	1	atMoveSpeedPercent	-256		atMaxJumpCount	-9		atDisableSprintFlag			atSilence	6																																																	3758030846			0	0	NotInSprint					9600		63	1	9600	1	0	1										
5219	振奋	69		Body	0	5219	0		1	1	0	1	1	16	0	1	1							1	0	1																																																												3758030846			0	0						16		63	1	16	1	0	1										
5220	沉睡	69		Body	0	5220	0		1	1	0	1	1	16	0	1	1							1	0	1																																																												3758030846			0	0						16		63	1	16	1	0	1										
5221	判断隐身	69		Body	0	5221	0		1	1	0	1	1	48	0	1	1							1	0	1																																														atExecuteScript	Map/安史之乱_洛阳/skill/判断隐身.lua													3758030846			0	0						48		63	1	48	1	0	1										
5222	隐身	69		Body	0	5222	0		1	1	0	1	1	64	0	1	1							1	0	1	atStealth			atAddTransparencyValue	-70																																																							3758030846			0	0						64		63	1	64	1	0	1										
5223	押送镖银	51		Body	0	5223	0		1	1	0	1	1	80	0	1	1							1	0	0																																														atExecuteScript	Map/ACT_押镖活动/skill/押镖_押镖buff.lua													4294967294		1	0	0						80		63	1	80	1	0	1										
5224	狼毒	69		Body	0	5224	4		1	1	0	1	12	48	0	1	1							1	0	1																																														atCallPoisonDamage	300													3758030846			0	0						48		63	1	48	1	0	1										
5225	兴奋	69		Body	0	5225	0		1	1	0	1	1	160	0	1	1							1	0	1																																																												3758030846			0	0						160		63	1	160	1	0	1										
5226	背曹正英	69		Trample	20224	5226	0		1	1	0	1	1	16	0	1	1							1	0	0	atMoveSpeedPercent	-512		atDisableSprintFlag			atSilence																																																					3758030846			0	0						16		63	1	16	1	0	1										
5227	身中奇毒	69		Body	0	5227	0		1	1	0	1	1	16	0	1	1							1	0	1																																																												3758030846			0	0						16		63	1	16	1	0	1										
5228	引领苦工	69		Body	0	5228	0		1	1	1	5	1	9600	0	1	0							1	0	1																																																												3758030846			0	0						9600		63	1	9600	1	0	1										
5229	说梦话	69		Body	0	5229	0		1	1	0	1	1	48	0	1	1							1	0	1																																																												3758030846			0	0						48		63	1	48	1	0	1										
5230	狼牙突袭	68		Body	0	5230	0		1	1	0	1	1	0	0	1	1							1	0	1																																																												3758030846			0	0						0		63	1	0	1	0	1										
5231	浩气军旗	51		TopHead	153	5231	0		1	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5231	浩气军旗	51		TopHead	153	5231	0		2	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5231	浩气军旗	51		TopHead	153	5231	0		3	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5231	浩气军旗	51		TopHead	153	5231	0		4	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5232	恶人军旗	51		TopHead	153	5231	0		1	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5232	恶人军旗	51		TopHead	153	5231	0		2	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5232	恶人军旗	51		TopHead	153	5231	0		3	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5232	恶人军旗	51		TopHead	153	5231	0		4	1	0	1	1	16	0	1	1							1	0	0																																																												4294967294		1	0	0						16		63	1	16	1	0	1										
5233	对口令	68		Body	0	5233	0		1	1	0	1	1	320	0	1	1							1	0	0																																																												4294967294			0	0						320		63	1	320	1	0	1										
5234	延迟消失	68		Body	0	5234	0		1	1	0	1	1	2	0	1	1							1	0	0	atExecuteScript	Map/枫华谷_安史之乱/skill/延迟消失.lua																																																										3758030846			0	0						2		63	1	2	1	0	1										
5235	测试用提升AP	0		Body	0	5235	0		1	1	1	50	1	0	0	1	1							1	0	1	atAllDamageAddPercent	1024		atPhysicsHitBaseRate	300		atSolarHitBaseRate	300		atLunarHitBaseRate	300		atNeutralHitBaseRate	300		atPoisonHitBaseRate	300																																											3758030846			0	0						0		63	1	0	1	0	1										
5236	临时避难	68		Body	0	5236	0		1	1	1	1	1	9600	0	1	0							1	0	0																																																												3758030846			0	0						9600		63	1	9600	1	0	1										
5237	马嵬驿_为民除害	71		Body	0	5237	0		1	1	0	1	1	57600	0	1	1							1	0	0	atPrinkForce	26																																																										4294967294			0	0						57600		63	1	57600	1	0	1										
5238	马嵬驿_皇家威严	71		Body	0	5238	0		1	1	0	1	10	57600	0	1	1							1	0	0	atFreeze			atExecuteScript	Map/马嵬驿/skill/马嵬驿允许自己点BUFF退出.lua																																																							4294967294			0	0						57600		63	1	57600	1	0	1										
5239	马嵬驿_禁止进入	71		Body	0	5239	0		1	1	0	1	1	16	0	1	1							1	0	0	atHalt																																																											3758030846			0	0						16		63	1	16	1	0	1										
5241	华清宫回忆录_英怀珠_剑殇	74		Body	0	5241	0		1	1	0	1	1	320	0	1	1							1	0	0	atHalt																																																											2415853566			0	0				0		320		63	1	320	1	0	1										
5242	易容	68		Body	0	5242	0		1	1	0	1	1	4800	0	1	1		NotFight	NotHorse				1	0	0	atPrinkModel	27892		atMaxJumpCount	-9		atDisableSprintFlag			atSilenceAll																																																		3758030846			0	0	NotInSprint					4800		63	1	4800	1	0	1										
5243	威望获取速度加快25%	51		Body	0	5243	0		1	1	0	1	1	57600	0	1	1							1	0	0	atAddPrestigePercentForAll	256																																																										4294967294		1	0	0						57600		63	1	57600	1	0	1										
5244	粗燥饭食	68		Body	0	5244	0		1	1	0	1	1	160	0	1	1							1	0	0	atExecuteScript	Map/枫华谷_安史之乱/skill/粗燥饭食结束.lua																																																										3758030846			0	0						160		63	1	160	1	0	1										
5245	大火	68		Body	0	5245	0		1	1	0	1	1	48	0	1	1							1	0	0																																																				atExecuteScript	Map/枫华谷_安史之乱/skill/大火.lua							1543438050			0	0						48		60	1	48	1	0	1										
5246	中火	68		Body	0	5246	0		1	1	0	1	1	48	0	1	1							1	0	0																																																				atExecuteScript	Map/枫华谷_安史之乱/skill/中火.lua							1543438050			0	0						48		60	1	48	1	0	1										
5247	小火	68		Body	0	5247	0		1	1	0	1	1	80	0	1	1							1	0	0																																																				atExecuteScript	Map/枫华谷_安史之乱/skill/小火.lua							1543438050			0	0						80		60	1	80	1	0	1										
5248	放蛋液	68		Body	0	5248	0		1	1	0	1	1	32	0	1	1							1	0	0																																																				atExecuteScript	Map/枫华谷_安史之乱/skill/放蛋液.lua							1543438050			0	0						32		60	1	32	1	0	1										
5249	换装buff	68		Body	0	5242	0		1	1	0	1	1	0	0	1	1		NotFight	NotHorse			Quest/战乱枫华谷_变身狼牙.lua	1	0	1	atPrinkModel	32855		atPrinkForce	99	3	atSilence	6		atMaxJumpCount	-9		atDisableSprintFlag			atSilenceAll																																												3758030846			0	0	NotInSprint					0		63	1	0	1	0	1										
5249	换装buff	68		Body	0	5242	0		2	1	0	1	1	0	0	1	1		NotFight	NotHorse			Quest/战乱枫华谷_变身狼牙.lua	1	0	1	atPrinkModel	32221		atPrinkForce	99	3	atSilence	6		atMaxJumpCount	-9		atDisableSprintFlag			atSilenceAll																																												3758030846			0	0	NotInSprint					0		63	1	0	1	0	1										
5250	神枪保养中debuff	68		Body	0	5250	0		1	1	0	1	1	160	0	1	1							1	0	0																																																				atExecuteScript	Map/枫华谷_安史之乱/skill/神枪保养.lua							3758030846			0	0						160		63	1	160	1	0	1										
5252	华清宫回忆录_男玩家换装	74		Body	0	166	0		1	1	0	1	1	28800	0	1	1		NotFight	NotHorse				1	0	1	atPrinkModel	1731		atDisableSprintFlag																																																								3757997598						NotInFollow				28800		63	1	28800	1	0	1										
5252	华清宫回忆录_女玩家换装	74		Body	0	166	0		2	1	0	1	1	28800	0	1	1		NotFight	NotHorse				1	0	1	atPrinkModel	1370		atDisableSprintFlag																																																								3757997598						NotInFollow				28800		63	1	28800	1	0	1										
5253	华清宫回忆录_英怀珠_剑灵寰宇	74		Body	0	5253	0		1	1	0	1	1	80	0	1	1							1	0	0	atEntrap																																																											16384			0	0						80		60	1	80	1	0	1										
5254	华清宫回忆录_乐器_噪·古筝	74		Body	0	5254	0		1	1	0	1	1	80	0	1	1							1	0	0	atHalt																																																											4096			0	0						80		60	1	80	1	0	1										
5255	华清宫回忆录_乐器_噪·琵琶	74		Body	0	5255	0		1	1	0	1	1	160	0	1	1							1	0	0	atEntrap																																																											16384			0	0						160		60	1	160	1	0	1										
5256	华清宫回忆录_乐器_噪·横笛	74		Body	0	5256	0		1	1	0	1	1	80	0	1	1							1	0	0	atFreeze																																																											8192			0	0						80		60	1	80	1	0	1										
5257	华清宫回忆录_乐器_乐·古筝	74		Body	0	5257	0		1	1	0	1	1	320	0	1	1							1	0	1	atPhysicsCriticalStrikeBaseRate	1500		atLunarCriticalStrikeBaseRate	1500		atNeutralCriticalStrikeBaseRate	1500		atSolarCriticalStrikeBaseRate	1500		atPoisonCriticalStrikeBaseRate	1500																																														3758030846			0	0						320		63	1	320	1	0	1										
5258	华清宫回忆录_乐器_乐·琵琶	74		Body	0	5258	0		1	1	0	1	1	320	0	1	1	GlobalAbsorb						1	0	1	atGlobalDamageAbsorb	402084																																																										3758030846			0	0						320		63	1	320	1	0	1										
5259	华清宫回忆录_乐器_乐·编钟	74		Body	0	5259	0		1	1	0	1	20	16	0	1	1							1	0	1																																														atCallTherapy	16012													3758030846			0	0						16		63	1	16	1	0	1										
5260	华清宫回忆录_乐器_乐·横笛	74		Body	0	5260	0		1	1	0	1	1	320	0	1	1							1	0	1	atMoveSpeedPercent	205																																																										3758030846			0	0						320		63	1	320	1	0	1										
5261	华清宫回忆录_高力士_化骨绵掌	74		Body	10235	5261	0		1	1	0	1	1	80	0	1	1							1	0	0	atFreeze																																																											8192			0	0					1	80		60	1	80	1	0	1										
5261	华清宫回忆录_高力士_化骨绵掌	74		Body	10235	5261	0		2	10	0	1	1	32	0	1	1							1	0	0	atFreeze																																																			atCastSkillTargetDst	5281	1	atExecuteScript	Map/华清宫回忆录/skill/高力士_化骨绵掌爆炸特效.lua				205422094			0	0						32		60	1	32	1	0	1										
5262	隐身	51		Body	0	5262	0		1	1	0	1	1	64	0	1	1							1	0	1	atStealth			atAddSprintPowerRevive	1874		atNegativeShield			atDisableSprintFlag			atMoveSpeedPercent	716		atAddTransparencyValue	-70																																											3758030846			0	0						64		63	1	64	1	0	1										
5263	华清宫回忆录_高力士_鹰爪功	74		Body	0	5263	0		1	1	1	10	1	160	0	1	1							1	0	1	atExecuteScript	skill\npc\副本BOSS\华清宫回忆录\华清宫回忆录_高力士_鹰爪功_消失.lua		atSkillEventHandler	911																																															atCallBuff	6134	1				1		3758030846			0	0						160		63	1	160	1	0	1										
5264	华清宫回忆录_高力士_鹰爪	74		Trample	211	5264	0		1	1	0	1	10	16	0	1	1							1	0	0	atDisableMoveCtrl			atSilenceAll			atPullRate	-1024		atHalt																																				atCallLunarDamage	10622		atCallBuff	5265	1									3758030846			0	0						16		63	1	16	1	0	1										
5265	华清宫回忆录_高力士_鹰爪_易伤	74		Body	0	5265	0		1	1	1	10	1	240	0	1	1							1	0	0	atLunarDamageCoefficient	512		atNeutralDamageCoefficient	512		atPhysicsDamageCoefficient	512		atPoisonDamageCoefficient	512		atSolarDamageCoefficient	512																																														3758030846			0	0						240		63	1	240	1	0	1										
5266	华清宫回忆录_高力士_鹰爪功_伤害转移	74		Body	0	5266	0		1	1	0	1	1	240	0	1	1							1	0	1	atTransferDamage	870																																																										3758030846			0	0						240		63	1	240	1	0	1										
5267	一线天_龙卷风_标记buff	67		Body	0	5267	0		1	1	0	1	1	16	0	1	1		Fight					1	0	0																																																												3758030846			0	0						16		63	1	16	1	0	1										
5268	一线天_BOSS_减速	67		Body	0	5268	0		1	1	1	90	1	16	0	1	1		Fight					1	0	1	atMoveSpeedPercent	51																																																										3758030846			0	0						16		63	1	16	1	0	1										
5269	明教_驱夜断愁_判背后	8		Body	0	5269	0		1	1	0	1	1	5	0	1	1							1	0	0																																																												3758030846			0	0						5		63	1	5	1	0	1										
5269	明教_驱夜断愁_判背后	8		Body	0	5269	0		2	1	0	1	1	5	0	1	1							1	0	0																																																												3758030846			0	0						5		63	1	5	1	0	1										
5270	华清宫回忆录_安禄山_跃狼坐地_水花	74		Body	0	5270	0		1	1	0	1	1	64	0	1	1							1	0	0	atHalt																																																											4096			0	0						64		60	1	64	1	0	1										
5271	华清宫回忆录_安禄山_砸地猛击_定身	74		Body	0	5271	0		1	1	0	1	1	48	0	1	1							1	0	0	atFreeze																																																											8192			0	0						48		60	1	48	1	0	1										
5272	华清宫回忆录_安禄山_搏命一击	74		Body	0	5272	0		1	1	0	1	1	16	0	1	1							1	0	0	atFreeze			atSilenceAll																																																								8192			0	0						16		60	1	16	1	0	1										
5273	华清宫回忆录_安禄山_神清气爽	74		Body	0	5273	0		1	1	1	10	1	160	0	1	1							1	0	1																																														atExecuteScript	skill\npc\副本BOSS\华清宫回忆录\华清宫回忆录_安禄山_神清气爽.lua											1		3758030846			0	0						160		63	1	160	1	0	1										
