ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
7743	0	atPhysicsAttackPowerBase	153	153	0	0	0	0	0	0	0	0	0	0	0	0
7744	0	atLunarAttackPowerBase	125	125	0	0	0	0	0	0	0	0	0	0	0	0
7745	0	atLunarAttackPowerBase	304	304	0	0	0	0	0	0	0	0	0	0	0	0
7746	0	atLunarAttackPowerBase	320	320	0	0	0	0	0	0	0	0	0	0	0	0
7747	0	atSolarAttackPowerBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
7748	0	atLunarAttackPowerBase	32	32	0	0	0	0	0	0	0	0	0	0	0	0
7749	0	atNeutralAttackPowerBase	238	238	0	0	0	0	0	0	0	0	0	0	0	0
7750	0	atSolarAttackPowerBase	108	108	0	0	0	0	0	0	0	0	0	0	0	0
7751	0	atSolarAttackPowerBase	74	74	0	0	0	0	0	0	0	0	0	0	0	0
7752	0	atNeutralAttackPowerBase	177	177	0	0	0	0	0	0	0	0	0	0	0	0
7753	0	atLunarAttackPowerBase	198	198	0	0	0	0	0	0	0	0	0	0	0	0
7754	0	atSolarAttackPowerBase	186	186	0	0	0	0	0	0	0	0	0	0	0	0
7755	0	atSolarAttackPowerBase	80	80	0	0	0	0	0	0	0	0	0	0	0	0
7756	0	atSolarAttackPowerBase	114	114	0	0	0	0	0	0	0	0	0	0	0	0
7757	0	atPhysicsShieldBase	982	982	0	0	0	0	0	0	0	0	0	0	0	0
7758	0	atNeutralAttackPowerBase	184	184	0	0	0	0	0	0	0	0	0	0	0	0
7759	0	atSolarAttackPowerBase	265	265	0	0	0	0	0	0	0	0	0	0	0	0
7760	0	atPhysicsShieldBase	803	803	0	0	0	0	0	0	0	0	0	0	0	0
7761	0	atNeutralAttackPowerBase	226	226	0	0	0	0	0	0	0	0	0	0	0	0
7762	0	atParryValueBase	96	96	0	0	0	0	0	0	0	0	0	0	0	0
7763	0	atSolarAttackPowerBase	102	102	0	0	0	0	0	0	0	0	0	0	0	0
7764	0	atLunarCriticalStrike	126	126	0	0	0	0	0	0	0	0	0	0	0	0
7765	0	atLunarAttackPowerBase	141	141	0	0	0	0	0	0	0	0	0	0	0	0
7766	0	atSolarAttackPowerBase	131	131	0	0	0	0	0	0	0	0	0	0	0	0
7767	0	atLunarCriticalStrike	112	112	0	0	0	0	0	0	0	0	0	0	0	0
7768	0	atLunarAttackPowerBase	85	85	0	0	0	0	0	0	0	0	0	0	0	0
7769	0	atNeutralAttackPowerBase	225	225	0	0	0	0	0	0	0	0	0	0	0	0
7770	0	atNeutralAttackPowerBase	232	232	0	0	0	0	0	0	0	0	0	0	0	0
7771	0	atNeutralAttackPowerBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
7772	0	atNeutralAttackPowerBase	330	330	0	0	0	0	0	0	0	0	0	0	0	0
7773	0	atNeutralAttackPowerBase	336	336	0	0	0	0	0	0	0	0	0	0	0	0
7774	0	atNeutralAttackPowerBase	342	342	0	0	0	0	0	0	0	0	0	0	0	0
7775	0	atNeutralAttackPowerBase	444	444	0	0	0	0	0	0	0	0	0	0	0	0
7776	0	atNeutralAttackPowerBase	449	449	0	0	0	0	0	0	0	0	0	0	0	0
7777	0	atNeutralAttackPowerBase	293	293	0	0	0	0	0	0	0	0	0	0	0	0
7778	0	atNeutralAttackPowerBase	468	468	0	0	0	0	0	0	0	0	0	0	0	0
7779	0	atNeutralCriticalStrike	260	260	0	0	0	0	0	0	0	0	0	0	0	0
7780	0	atNeutralAttackPowerBase	298	298	0	0	0	0	0	0	0	0	0	0	0	0
7781	0	atNeutralAttackPowerBase	303	303	0	0	0	0	0	0	0	0	0	0	0	0
7782	0	atNeutralAttackPowerBase	414	414	0	0	0	0	0	0	0	0	0	0	0	0
7783	0	atNeutralAttackPowerBase	308	308	0	0	0	0	0	0	0	0	0	0	0	0
7784	0	atNeutralAttackPowerBase	492	492	0	0	0	0	0	0	0	0	0	0	0	0
7785	0	atNeutralAttackPowerBase	500	500	0	0	0	0	0	0	0	0	0	0	0	0
7786	0	atNeutralAttackPowerBase	507	507	0	0	0	0	0	0	0	0	0	0	0	0
7787	0	atNeutralAttackPowerBase	523	523	0	0	0	0	0	0	0	0	0	0	0	0
7788	0	atNeutralAttackPowerBase	531	531	0	0	0	0	0	0	0	0	0	0	0	0
7789	0	atNeutralAttackPowerBase	539	539	0	0	0	0	0	0	0	0	0	0	0	0
7790	0	atNeutralAttackPowerBase	547	547	0	0	0	0	0	0	0	0	0	0	0	0
7791	0	atNeutralAttackPowerBase	557	557	0	0	0	0	0	0	0	0	0	0	0	0
7792	0	atNeutralAttackPowerBase	617	617	0	0	0	0	0	0	0	0	0	0	0	0
7793	0	atNeutralAttackPowerBase	529	529	0	0	0	0	0	0	0	0	0	0	0	0
7794	0	atSpunkBase	111	111	0	0	0	0	0	0	0	0	0	0	0	0
7795	0	atNeutralAttackPowerBase	625	625	0	0	0	0	0	0	0	0	0	0	0	0
7796	0	atNeutralAttackPowerBase	536	536	0	0	0	0	0	0	0	0	0	0	0	0
7797	0	atNeutralAttackPowerBase	633	633	0	0	0	0	0	0	0	0	0	0	0	0
7798	0	atSolarAttackPowerBase	120	120	0	0	0	0	0	0	0	0	0	0	0	0
7799	0	atSolarAttackPowerBase	190	190	0	0	0	0	0	0	0	0	0	0	0	0
7800	0	atSolarAttackPowerBase	195	195	0	0	0	0	0	0	0	0	0	0	0	0
7801	0	atSolarAttackPowerBase	201	201	0	0	0	0	0	0	0	0	0	0	0	0
7802	0	atSolarAttackPowerBase	270	270	0	0	0	0	0	0	0	0	0	0	0	0
7803	0	atSolarAttackPowerBase	286	286	0	0	0	0	0	0	0	0	0	0	0	0
7804	0	atSolarAttackPowerBase	291	291	0	0	0	0	0	0	0	0	0	0	0	0
7805	0	atSolarAttackPowerBase	297	297	0	0	0	0	0	0	0	0	0	0	0	0
7806	0	atSolarAttackPowerBase	385	385	0	0	0	0	0	0	0	0	0	0	0	0
7807	0	atSolarAttackPowerBase	399	399	0	0	0	0	0	0	0	0	0	0	0	0
7808	0	atSolarHitValue	157	157	0	0	0	0	0	0	0	0	0	0	0	0
7809	0	atSolarAttackPowerBase	302	302	0	0	0	0	0	0	0	0	0	0	0	0
7810	0	atSolarAttackPowerBase	392	392	0	0	0	0	0	0	0	0	0	0	0	0
7811	0	atSolarAttackPowerBase	313	313	0	0	0	0	0	0	0	0	0	0	0	0
7812	0	atSolarAttackPowerBase	405	405	0	0	0	0	0	0	0	0	0	0	0	0
7813	0	atSolarAttackPowerBase	318	318	0	0	0	0	0	0	0	0	0	0	0	0
7814	0	atSolarAttackPowerBase	323	323	0	0	0	0	0	0	0	0	0	0	0	0
7815	0	atSolarAttackPowerBase	375	375	0	0	0	0	0	0	0	0	0	0	0	0
7816	0	atSolarAttackPowerBase	426	426	0	0	0	0	0	0	0	0	0	0	0	0
7817	0	atStrainBase	140	140	0	0	0	0	0	0	0	0	0	0	0	0
7818	0	atSolarAttackPowerBase	433	433	0	0	0	0	0	0	0	0	0	0	0	0
7819	0	atSolarAttackPowerBase	440	440	0	0	0	0	0	0	0	0	0	0	0	0
7820	0	atSolarAttackPowerBase	453	453	0	0	0	0	0	0	0	0	0	0	0	0
7821	0	atVitalityBase	191	191	0	0	0	0	0	0	0	0	0	0	0	0
7822	0	atAgilityBase	99	99	0	0	0	0	0	0	0	0	0	0	0	0
7823	0	atPhysicsShieldBase	1681	1681	0	0	0	0	0	0	0	0	0	0	0	0
7824	0	atSolarAttackPowerBase	460	460	0	0	0	0	0	0	0	0	0	0	0	0
7825	0	atVitalityBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
7826	0	atPhysicsShieldBase	1706	1706	0	0	0	0	0	0	0	0	0	0	0	0
7827	0	atStrainBase	173	173	0	0	0	0	0	0	0	0	0	0	0	0
7828	0	atSolarAttackPowerBase	467	467	0	0	0	0	0	0	0	0	0	0	0	0
7829	0	atAgilityBase	102	102	0	0	0	0	0	0	0	0	0	0	0	0
7830	0	atPhysicsShieldBase	1732	1732	0	0	0	0	0	0	0	0	0	0	0	0
7831	0	atStrainBase	175	175	0	0	0	0	0	0	0	0	0	0	0	0
7832	0	atSolarAttackPowerBase	474	474	0	0	0	0	0	0	0	0	0	0	0	0
7833	0	atPhysicsShieldBase	1757	1757	0	0	0	0	0	0	0	0	0	0	0	0
7834	0	atStrainBase	178	178	0	0	0	0	0	0	0	0	0	0	0	0
7835	0	atVitalityBase	201	201	0	0	0	0	0	0	0	0	0	0	0	0
7836	0	atPhysicsShieldBase	1770	1770	0	0	0	0	0	0	0	0	0	0	0	0
7837	0	atSolarAttackPowerBase	494	494	0	0	0	0	0	0	0	0	0	0	0	0
7838	0	atVitalityBase	204	204	0	0	0	0	0	0	0	0	0	0	0	0
7839	0	atStrainBase	182	182	0	0	0	0	0	0	0	0	0	0	0	0
7840	0	atSolarAttackPowerBase	502	502	0	0	0	0	0	0	0	0	0	0	0	0
7841	0	atSolarHitValue	197	197	0	0	0	0	0	0	0	0	0	0	0	0
7842	0	atAgilityBase	107	107	0	0	0	0	0	0	0	0	0	0	0	0
7843	0	atPhysicsShieldBase	1821	1821	0	0	0	0	0	0	0	0	0	0	0	0
7844	0	atSolarAttackPowerBase	509	509	0	0	0	0	0	0	0	0	0	0	0	0
7845	0	atSolarHitValue	200	200	0	0	0	0	0	0	0	0	0	0	0	0
7846	0	atMagicShield	83	83	0	0	0	0	0	0	0	0	0	0	0	0
7847	0	atSolarAttackPowerBase	473	473	0	0	0	0	0	0	0	0	0	0	0	0
7848	0	atMagicShield	84	84	0	0	0	0	0	0	0	0	0	0	0	0
7849	0	atSolarAttackPowerBase	555	555	0	0	0	0	0	0	0	0	0	0	0	0
7850	0	atSolarAttackPowerBase	479	479	0	0	0	0	0	0	0	0	0	0	0	0
7851	0	atSolarAttackPowerBase	562	562	0	0	0	0	0	0	0	0	0	0	0	0
7852	0	atSolarHitValue	221	221	0	0	0	0	0	0	0	0	0	0	0	0
7853	0	atSolarAttackPowerBase	485	485	0	0	0	0	0	0	0	0	0	0	0	0
7854	0	atSolarHitValue	175	175	0	0	0	0	0	0	0	0	0	0	0	0
7855	0	atSolarAttackPowerBase	569	569	0	0	0	0	0	0	0	0	0	0	0	0
7856	0	atSolarHitValue	179	179	0	0	0	0	0	0	0	0	0	0	0	0
7857	0	atNeutralAttackPowerBase	235	235	0	0	0	0	0	0	0	0	0	0	0	0
7858	0	atNeutralAttackPowerBase	240	240	0	0	0	0	0	0	0	0	0	0	0	0
7859	0	atNeutralCriticalStrike	211	211	0	0	0	0	0	0	0	0	0	0	0	0
7860	0	atNeutralAttackPowerBase	245	245	0	0	0	0	0	0	0	0	0	0	0	0
7861	0	atPhysicsAttackPowerBase	180	180	0	0	0	0	0	0	0	0	0	0	0	0
7862	0	atPhysicsCriticalStrike	203	203	0	0	0	0	0	0	0	0	0	0	0	0
7863	0	atNeutralAttackPowerBase	367	367	0	0	0	0	0	0	0	0	0	0	0	0
7864	0	atToughnessBase	236	236	0	0	0	0	0	0	0	0	0	0	0	0
7865	0	atNeutralAttackPowerBase	373	373	0	0	0	0	0	0	0	0	0	0	0	0
7866	0	atNeutralAttackPowerBase	379	379	0	0	0	0	0	0	0	0	0	0	0	0
7867	0	atDecriticalDamagePowerBase	236	236	0	0	0	0	0	0	0	0	0	0	0	0
7868	0	atNeutralCriticalStrike	366	366	0	0	0	0	0	0	0	0	0	0	0	0
7869	0	atNeutralAttackPowerBase	425	425	0	0	0	0	0	0	0	0	0	0	0	0
7870	0	atSpiritBase	198	198	0	0	0	0	0	0	0	0	0	0	0	0
7871	0	atNeutralAttackPowerBase	431	431	0	0	0	0	0	0	0	0	0	0	0	0
7872	0	atSpiritBase	201	201	0	0	0	0	0	0	0	0	0	0	0	0
7873	0	atNeutralCriticalStrike	377	377	0	0	0	0	0	0	0	0	0	0	0	0
7874	0	atNeutralAttackPowerBase	438	438	0	0	0	0	0	0	0	0	0	0	0	0
7875	0	atNeutralCriticalStrike	382	382	0	0	0	0	0	0	0	0	0	0	0	0
7876	0	atSpiritBase	175	175	0	0	0	0	0	0	0	0	0	0	0	0
7877	0	atNeutralAttackPowerBase	456	456	0	0	0	0	0	0	0	0	0	0	0	0
7878	0	atPhysicsAttackPowerBase	257	257	0	0	0	0	0	0	0	0	0	0	0	0
7879	0	atNeutralAttackPowerBase	462	462	0	0	0	0	0	0	0	0	0	0	0	0
7880	0	atPhysicsCriticalStrike	281	281	0	0	0	0	0	0	0	0	0	0	0	0
7881	0	atPhysicsCriticalStrike	284	284	0	0	0	0	0	0	0	0	0	0	0	0
7882	0	atPhysicsAttackPowerBase	263	263	0	0	0	0	0	0	0	0	0	0	0	0
7883	0	atPhysicsAttackPowerBase	235	235	0	0	0	0	0	0	0	0	0	0	0	0
7884	0	atPhysicsShieldBase	1292	1292	0	0	0	0	0	0	0	0	0	0	0	0
7885	0	atParryBase	157	157	0	0	0	0	0	0	0	0	0	0	0	0
7886	0	atPhysicsShieldBase	1313	1313	0	0	0	0	0	0	0	0	0	0	0	0
7887	0	atPhysicsShieldBase	1334	1334	0	0	0	0	0	0	0	0	0	0	0	0
7888	0	atPhysicsShieldBase	2108	2108	0	0	0	0	0	0	0	0	0	0	0	0
7889	0	atVitalityBase	185	185	0	0	0	0	0	0	0	0	0	0	0	0
7890	0	atPhysicsShieldBase	2140	2140	0	0	0	0	0	0	0	0	0	0	0	0
7891	0	atVitalityBase	188	188	0	0	0	0	0	0	0	0	0	0	0	0
7892	0	atPhysicsShieldBase	2172	2172	0	0	0	0	0	0	0	0	0	0	0	0
7893	0	atStrainBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
7894	0	atPhysicsShieldBase	2204	2204	0	0	0	0	0	0	0	0	0	0	0	0
7895	0	atStrainBase	171	171	0	0	0	0	0	0	0	0	0	0	0	0
7896	0	atPhysicsShieldBase	1448	1448	0	0	0	0	0	0	0	0	0	0	0	0
7897	0	atParryBase	176	176	0	0	0	0	0	0	0	0	0	0	0	0
7898	0	atParryValueBase	246	246	0	0	0	0	0	0	0	0	0	0	0	0
7899	0	atParryBase	178	178	0	0	0	0	0	0	0	0	0	0	0	0
7900	0	atParryValueBase	249	249	0	0	0	0	0	0	0	0	0	0	0	0
7901	0	atStrainBase	163	163	0	0	0	0	0	0	0	0	0	0	0	0
7902	0	atPhysicsShieldBase	1490	1490	0	0	0	0	0	0	0	0	0	0	0	0
7903	0	atParryValueBase	253	253	0	0	0	0	0	0	0	0	0	0	0	0
7904	0	atStrainBase	165	165	0	0	0	0	0	0	0	0	0	0	0	0
7905	0	atVitalityBase	210	210	0	0	0	0	0	0	0	0	0	0	0	0
7906	0	atPhysicsShieldBase	2427	2427	0	0	0	0	0	0	0	0	0	0	0	0
7907	0	atVitalityBase	213	213	0	0	0	0	0	0	0	0	0	0	0	0
7908	0	atPhysicsShieldBase	2459	2459	0	0	0	0	0	0	0	0	0	0	0	0
7909	0	atPhysicsShieldBase	1604	1604	0	0	0	0	0	0	0	0	0	0	0	0
7910	0	atParryBase	195	195	0	0	0	0	0	0	0	0	0	0	0	0
7911	0	atParryValueBase	272	272	0	0	0	0	0	0	0	0	0	0	0	0
7912	0	atVitalityBase	215	215	0	0	0	0	0	0	0	0	0	0	0	0
7913	0	atPhysicsShieldBase	2491	2491	0	0	0	0	0	0	0	0	0	0	0	0
7914	0	atStrainBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
7915	0	atPhysicsShieldBase	1625	1625	0	0	0	0	0	0	0	0	0	0	0	0
7916	0	atParryBase	197	197	0	0	0	0	0	0	0	0	0	0	0	0
7917	0	atParryValueBase	276	276	0	0	0	0	0	0	0	0	0	0	0	0
7918	0	atVitalityBase	218	218	0	0	0	0	0	0	0	0	0	0	0	0
7919	0	atAgilityBase	97	97	0	0	0	0	0	0	0	0	0	0	0	0
7920	0	atPhysicsShieldBase	2523	2523	0	0	0	0	0	0	0	0	0	0	0	0
7921	0	atStrainBase	196	196	0	0	0	0	0	0	0	0	0	0	0	0
7922	0	atPhysicsAttackPowerBase	304	304	0	0	0	0	0	0	0	0	0	0	0	0
7923	0	atPhysicsShieldBase	1646	1646	0	0	0	0	0	0	0	0	0	0	0	0
7924	0	atParryBase	200	200	0	0	0	0	0	0	0	0	0	0	0	0
7925	0	atParryValueBase	279	279	0	0	0	0	0	0	0	0	0	0	0	0
7926	0	atLunarAttackPowerBase	210	210	0	0	0	0	0	0	0	0	0	0	0	0
7927	0	atLunarAttackPowerBase	216	216	0	0	0	0	0	0	0	0	0	0	0	0
7928	0	atLunarAttackPowerBase	290	290	0	0	0	0	0	0	0	0	0	0	0	0
7929	0	atLunarCriticalStrike	439	439	0	0	0	0	0	0	0	0	0	0	0	0
7930	0	atLunarCriticalStrike	447	447	0	0	0	0	0	0	0	0	0	0	0	0
7931	0	atLunarCriticalStrike	455	455	0	0	0	0	0	0	0	0	0	0	0	0
7932	0	atLunarAttackPowerBase	426	426	0	0	0	0	0	0	0	0	0	0	0	0
7933	0	atLunarAttackPowerBase	429	429	0	0	0	0	0	0	0	0	0	0	0	0
7934	0	atLunarCriticalStrike	463	463	0	0	0	0	0	0	0	0	0	0	0	0
7935	0	atLunarAttackPowerBase	434	434	0	0	0	0	0	0	0	0	0	0	0	0
7936	0	atLunarAttackPowerBase	343	343	0	0	0	0	0	0	0	0	0	0	0	0
7937	0	atLunarAttackPowerBase	441	441	0	0	0	0	0	0	0	0	0	0	0	0
7938	0	atLunarAttackPowerBase	346	346	0	0	0	0	0	0	0	0	0	0	0	0
7939	0	atLunarAttackPowerBase	358	358	0	0	0	0	0	0	0	0	0	0	0	0
7940	0	atLunarAttackPowerBase	401	401	0	0	0	0	0	0	0	0	0	0	0	0
7941	0	atLunarAttackPowerBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
7942	0	atLunarAttackPowerBase	490	490	0	0	0	0	0	0	0	0	0	0	0	0
7943	0	atLunarAttackPowerBase	498	498	0	0	0	0	0	0	0	0	0	0	0	0
7944	0	atLunarAttackPowerBase	502	502	0	0	0	0	0	0	0	0	0	0	0	0
7945	0	atLunarAttackPowerBase	506	506	0	0	0	0	0	0	0	0	0	0	0	0
7946	0	atLunarAttackPowerBase	532	532	0	0	0	0	0	0	0	0	0	0	0	0
7947	0	atLunarAttackPowerBase	540	540	0	0	0	0	0	0	0	0	0	0	0	0
7948	0	atLunarAttackPowerBase	547	547	0	0	0	0	0	0	0	0	0	0	0	0
7949	0	atLunarAttackPowerBase	513	513	0	0	0	0	0	0	0	0	0	0	0	0
7950	0	atLunarAttackPowerBase	582	582	0	0	0	0	0	0	0	0	0	0	0	0
7951	0	atLunarAttackPowerBase	519	519	0	0	0	0	0	0	0	0	0	0	0	0
7952	0	atLunarAttackPowerBase	590	590	0	0	0	0	0	0	0	0	0	0	0	0
7953	0	atSolarAttackPowerBase	22	22	0	0	0	0	0	0	0	0	0	0	0	0
7954	0	atPhysicsOvercomeBase	101	101	0	0	0	0	0	0	0	0	0	0	0	0
7955	0	atSolarAttackPowerBase	93	93	0	0	0	0	0	0	0	0	0	0	0	0
7956	0	atPhysicsShieldBase	1015	1015	0	0	0	0	0	0	0	0	0	0	0	0
7957	0	atSolarAttackPowerBase	119	119	0	0	0	0	0	0	0	0	0	0	0	0
7958	0	atSolarAttackPowerBase	62	62	0	0	0	0	0	0	0	0	0	0	0	0
7959	0	atPhysicsShieldBase	1128	1128	0	0	0	0	0	0	0	0	0	0	0	0
7960	0	atPhysicsShieldBase	1084	1084	0	0	0	0	0	0	0	0	0	0	0	0
7961	0	atSolarAttackPowerBase	127	127	0	0	0	0	0	0	0	0	0	0	0	0
7962	0	atSolarAttackPowerBase	56	56	0	0	0	0	0	0	0	0	0	0	0	0
7963	0	atPhysicsShieldBase	976	976	0	0	0	0	0	0	0	0	0	0	0	0
7964	0	atPhysicsShieldBase	945	945	0	0	0	0	0	0	0	0	0	0	0	0
7965	0	atSolarAttackPowerBase	12	12	0	0	0	0	0	0	0	0	0	0	0	0
7966	0	atSolarAttackPowerBase	73	73	0	0	0	0	0	0	0	0	0	0	0	0
7967	0	atLunarCriticalStrike	78	78	0	0	0	0	0	0	0	0	0	0	0	0
7968	0	atLunarCriticalStrike	88	88	0	0	0	0	0	0	0	0	0	0	0	0
7969	0	atPhysicsShieldBase	774	774	0	0	0	0	0	0	0	0	0	0	0	0
7970	0	atPhysicsShieldBase	1040	1040	0	0	0	0	0	0	0	0	0	0	0	0
7971	0	atPhysicsShieldBase	827	827	0	0	0	0	0	0	0	0	0	0	0	0
7972	0	atSolarAttackPowerBase	54	54	0	0	0	0	0	0	0	0	0	0	0	0
7973	0	atSolarAttackPowerBase	96	96	0	0	0	0	0	0	0	0	0	0	0	0
7974	0	atSolarAttackPowerBase	94	94	0	0	0	0	0	0	0	0	0	0	0	0
7975	0	atSolarAttackPowerBase	105	105	0	0	0	0	0	0	0	0	0	0	0	0
7976	0	atVitalityBase	179	179	0	0	0	0	0	0	0	0	0	0	0	0
7977	0	atSolarAttackPowerBase	137	137	0	0	0	0	0	0	0	0	0	0	0	0
7978	0	atSolarAttackPowerBase	47	47	0	0	0	0	0	0	0	0	0	0	0	0
7979	0	atSolarAttackPowerBase	21	21	0	0	0	0	0	0	0	0	0	0	0	0
7980	0	atSolarAttackPowerBase	45	45	0	0	0	0	0	0	0	0	0	0	0	0
7981	0	atSolarAttackPowerBase	57	57	0	0	0	0	0	0	0	0	0	0	0	0
7982	0	atSolarAttackPowerBase	43	43	0	0	0	0	0	0	0	0	0	0	0	0
7983	0	atSolarAttackPowerBase	46	46	0	0	0	0	0	0	0	0	0	0	0	0
7984	0	atSolarAttackPowerBase	48	48	0	0	0	0	0	0	0	0	0	0	0	0
7985	0	atSolarAttackPowerBase	49	49	0	0	0	0	0	0	0	0	0	0	0	0
7986	0	atNeutralAttackPowerBase	112	112	0	0	0	0	0	0	0	0	0	0	0	0
7987	0	atSolarAttackPowerBase	81	81	0	0	0	0	0	0	0	0	0	0	0	0
7988	0	atSolarAttackPowerBase	92	92	0	0	0	0	0	0	0	0	0	0	0	0
7989	0	atSolarAttackPowerBase	83	83	0	0	0	0	0	0	0	0	0	0	0	0
7990	0	atNeutralAttackPowerBase	138	138	0	0	0	0	0	0	0	0	0	0	0	0
7991	0	atPhysicsShieldBase	734	734	0	0	0	0	0	0	0	0	0	0	0	0
7992	0	atPhysicsShieldBase	743	743	0	0	0	0	0	0	0	0	0	0	0	0
7993	0	atSolarAttackPowerBase	95	95	0	0	0	0	0	0	0	0	0	0	0	0
7994	0	atPhysicsShieldBase	688	688	0	0	0	0	0	0	0	0	0	0	0	0
7995	0	atPhysicsShieldBase	834	834	0	0	0	0	0	0	0	0	0	0	0	0
7996	0	atPhysicsShieldBase	1095	1095	0	0	0	0	0	0	0	0	0	0	0	0
7997	0	atPhysicsShieldBase	1111	1111	0	0	0	0	0	0	0	0	0	0	0	0
7998	0	atSolarAttackPowerBase	116	116	0	0	0	0	0	0	0	0	0	0	0	0
7999	0	atPhysicsShieldBase	1127	1127	0	0	0	0	0	0	0	0	0	0	0	0
8000	0	atPhysicsShieldBase	1143	1143	0	0	0	0	0	0	0	0	0	0	0	0
8001	0	atSolarAttackPowerBase	122	122	0	0	0	0	0	0	0	0	0	0	0	0
8002	0	atPhysicsShieldBase	873	873	0	0	0	0	0	0	0	0	0	0	0	0
8003	0	atLunarAttackPowerBase	152	152	0	0	0	0	0	0	0	0	0	0	0	0
8004	0	atPhysicsCriticalStrike	213	213	0	0	0	0	0	0	0	0	0	0	0	0
8005	0	atSolarAttackPowerBase	60	60	0	0	0	0	0	0	0	0	0	0	0	0
8006	0	atSolarAttackPowerBase	65	65	0	0	0	0	0	0	0	0	0	0	0	0
8007	0	atSolarAttackPowerBase	75	75	0	0	0	0	0	0	0	0	0	0	0	0
8008	0	atNeutralAttackPowerBase	154	154	0	0	0	0	0	0	0	0	0	0	0	0
8009	0	atPhysicsShieldBase	759	759	0	0	0	0	0	0	0	0	0	0	0	0
8010	0	atSolarAttackPowerBase	58	58	0	0	0	0	0	0	0	0	0	0	0	0
8011	0	atPhysicsShieldBase	1102	1102	0	0	0	0	0	0	0	0	0	0	0	0
8012	0	atSolarAttackPowerBase	104	104	0	0	0	0	0	0	0	0	0	0	0	0
8013	0	atPhysicsShieldBase	1119	1119	0	0	0	0	0	0	0	0	0	0	0	0
8014	0	atSolarAttackPowerBase	106	106	0	0	0	0	0	0	0	0	0	0	0	0
8015	0	atPhysicsShieldBase	1137	1137	0	0	0	0	0	0	0	0	0	0	0	0
8016	0	atNeutralAttackPowerBase	162	162	0	0	0	0	0	0	0	0	0	0	0	0
8017	0	atPhysicsShieldBase	1176	1176	0	0	0	0	0	0	0	0	0	0	0	0
8018	0	atPhysicsShieldBase	852	852	0	0	0	0	0	0	0	0	0	0	0	0
8019	0	atPhysicsShieldBase	864	864	0	0	0	0	0	0	0	0	0	0	0	0
8020	0	atPhysicsShieldBase	1211	1211	0	0	0	0	0	0	0	0	0	0	0	0
8021	0	atPhysicsShieldBase	877	877	0	0	0	0	0	0	0	0	0	0	0	0
8022	0	atPhysicsShieldBase	967	967	0	0	0	0	0	0	0	0	0	0	0	0
8023	0	atSolarAttackPowerBase	132	132	0	0	0	0	0	0	0	0	0	0	0	0
8024	0	atPhysicsShieldBase	1228	1228	0	0	0	0	0	0	0	0	0	0	0	0
8025	0	atPhysicsShieldBase	957	957	0	0	0	0	0	0	0	0	0	0	0	0
8026	0	atSolarAttackPowerBase	136	136	0	0	0	0	0	0	0	0	0	0	0	0
8027	0	atSolarAttackPowerBase	113	113	0	0	0	0	0	0	0	0	0	0	0	0
8028	0	atPhysicsShieldBase	1146	1146	0	0	0	0	0	0	0	0	0	0	0	0
8029	0	atPhysicsShieldBase	1164	1164	0	0	0	0	0	0	0	0	0	0	0	0
8030	0	atPhysicsShieldBase	1181	1181	0	0	0	0	0	0	0	0	0	0	0	0
8031	0	atNeutralAttackPowerBase	178	178	0	0	0	0	0	0	0	0	0	0	0	0
8032	0	atNeutralAttackPowerBase	181	181	0	0	0	0	0	0	0	0	0	0	0	0
8033	0	atNeutralAttackPowerBase	186	186	0	0	0	0	0	0	0	0	0	0	0	0
8034	0	atPhysicsOvercomeBase	224	224	0	0	0	0	0	0	0	0	0	0	0	0
8035	0	atSolarAttackPowerBase	141	141	0	0	0	0	0	0	0	0	0	0	0	0
8036	0	atSolarAttackPowerBase	143	143	0	0	0	0	0	0	0	0	0	0	0	0
8037	0	atSolarAttackPowerBase	145	145	0	0	0	0	0	0	0	0	0	0	0	0
8038	0	atDecriticalDamagePowerBase	189	189	0	0	0	0	0	0	0	0	0	0	0	0
8039	0	atSolarAttackPowerBase	146	146	0	0	0	0	0	0	0	0	0	0	0	0
8040	0	atSolarAttackPowerBase	85	85	0	0	0	0	0	0	0	0	0	0	0	0
8041	0	atSolarAttackPowerBase	99	99	0	0	0	0	0	0	0	0	0	0	0	0
8042	0	atSolarAttackPowerBase	100	100	0	0	0	0	0	0	0	0	0	0	0	0
8043	0	atPhysicsOvercomeBase	127	127	0	0	0	0	0	0	0	0	0	0	0	0
8044	0	atSolarAttackPowerBase	89	89	0	0	0	0	0	0	0	0	0	0	0	0
8045	0	atSolarAttackPowerBase	90	90	0	0	0	0	0	0	0	0	0	0	0	0
8046	0	atPhysicsShieldBase	1066	1066	0	0	0	0	0	0	0	0	0	0	0	0
8047	0	atSolarAttackPowerBase	91	91	0	0	0	0	0	0	0	0	0	0	0	0
8048	0	atNeutralCriticalDamagePowerBase	585	585	0	0	0	0	0	0	0	0	0	0	0	0
