BuffID	Level	IconID	Sparking	ShowTime	Show	Remark	Name	Desc	IsAddPeriod	TypeIconID
70170	31	70169	1	1	1	(70170)(31)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高31%	0	2
70170	32	70169	1	1	1	(70170)(32)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高32%	0	2
70170	33	70169	1	1	1	(70170)(33)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高33%	0	2
70170	34	70169	1	1	1	(70170)(34)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高34%	0	2
70170	35	70169	1	1	1	(70170)(35)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高35%	0	2
70170	36	70169	1	1	1	(70170)(36)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高36%	0	2
70170	37	70169	1	1	1	(70170)(37)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高37%	0	2
70170	38	70169	1	1	1	(70170)(38)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高38%	0	2
70170	39	70169	1	1	1	(70170)(39)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高39%	0	2
70170	40	70169	1	1	1	(70170)(40)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高40%	0	2
70170	41	70169	1	1	1	(70170)(41)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高41%	0	2
70170	42	70169	1	1	1	(70170)(42)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高42%	0	2
70170	43	70169	1	1	1	(70170)(43)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高43%	0	2
70170	44	70169	1	1	1	(70170)(44)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高44%	0	2
70170	45	70169	1	1	1	(70170)(45)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高45%	0	2
70170	46	70169	1	1	1	(70170)(46)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高46%	0	2
70170	47	70169	1	1	1	(70170)(47)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高47%	0	2
70170	48	70169	1	1	1	(70170)(48)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高48%	0	2
70170	49	70169	1	1	1	(70170)(49)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高49%	0	2
70170	50	70169	1	1	1	(70170)(50)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高50%	0	2
70170	51	70169	1	1	1	(70170)(51)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高51%	0	2
70170	52	70169	1	1	1	(70170)(52)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高52%	0	2
70170	53	70169	1	1	1	(70170)(53)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高53%	0	2
70170	54	70169	1	1	1	(70170)(54)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高54%	0	2
70170	55	70169	1	1	1	(70170)(55)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高55%	0	2
70170	56	70169	1	1	1	(70170)(56)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高56%	0	2
70170	57	70169	1	1	1	(70170)(57)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高57%	0	2
70170	58	70169	1	1	1	(70170)(58)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高58%	0	2
70170	59	70169	1	1	1	(70170)(59)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高59%	0	2
70170	60	70169	1	1	1	(70170)(60)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高60%	0	2
70170	61	70169	1	1	1	(70170)(61)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高61%	0	2
70170	62	70169	1	1	1	(70170)(62)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高62%	0	2
70170	63	70169	1	1	1	(70170)(63)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高63%	0	2
70170	64	70169	1	1	1	(70170)(64)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高64%	0	2
70170	65	70169	1	1	1	(70170)(65)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高65%	0	2
70170	66	70169	1	1	1	(70170)(66)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高66%	0	2
70170	67	70169	1	1	1	(70170)(67)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高67%	0	2
70170	68	70169	1	1	1	(70170)(68)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高68%	0	2
70170	69	70169	1	1	1	(70170)(69)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高69%	0	2
70170	70	70169	1	1	1	(70170)(70)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高70%	0	2
70170	71	70169	1	1	1	(70170)(71)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高71%	0	2
70170	72	70169	1	1	1	(70170)(72)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高72%	0	2
70170	73	70169	1	1	1	(70170)(73)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高73%	0	2
70170	74	70169	1	1	1	(70170)(74)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高74%	0	2
70170	75	70169	1	1	1	(70170)(75)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高75%	0	2
70170	76	70169	1	1	1	(70170)(76)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高76%	0	2
70170	77	70169	1	1	1	(70170)(77)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高77%	0	2
70170	78	70169	1	1	1	(70170)(78)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高78%	0	2
70170	79	70169	1	1	1	(70170)(79)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高79%	0	2
70170	80	70169	1	1	1	(70170)(80)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高80%	0	2
70170	81	70169	1	1	1	(70170)(81)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高81%	0	2
70170	82	70169	1	1	1	(70170)(82)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高82%	0	2
70170	83	70169	1	1	1	(70170)(83)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高83%	0	2
70170	84	70169	1	1	1	(70170)(84)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高84%	0	2
70170	85	70169	1	1	1	(70170)(85)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高85%	0	2
70170	86	70169	1	1	1	(70170)(86)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高86%	0	2
70170	87	70169	1	1	1	(70170)(87)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高87%	0	2
70170	88	70169	1	1	1	(70170)(88)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高88%	0	2
70170	89	70169	1	1	1	(70170)(89)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高89%	0	2
70170	90	70169	1	1	1	(70170)(90)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高90%	0	2
70170	91	70169	1	1	1	(70170)(91)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高91%	0	2
70170	92	70169	1	1	1	(70170)(92)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高92%	0	2
70170	93	70169	1	1	1	(70170)(93)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高93%	0	2
70170	94	70169	1	1	1	(70170)(94)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高94%	0	2
70170	95	70169	1	1	1	(70170)(95)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高95%	0	2
70170	96	70169	1	1	1	(70170)(96)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高96%	0	2
70170	97	70169	1	1	1	(70170)(97)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高97%	0	2
70170	98	70169	1	1	1	(70170)(98)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高98%	0	2
70170	99	70169	1	1	1	(70170)(99)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高99%	0	2
70170	100	70169	1	1	1	(70170)(100)移动端_增益_闪避率提高_主角通用	闪避率提高	闪避率提高100%	0	2
70171	1	70169	1	1	1	(70171)(1)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高1%	0	2
70171	2	70169	1	1	1	(70171)(2)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高2%	0	2
70171	3	70169	1	1	1	(70171)(3)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高3%	0	2
70171	4	70169	1	1	1	(70171)(4)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高4%	0	2
70171	5	70169	1	1	1	(70171)(5)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高5%	0	2
70171	6	70169	1	1	1	(70171)(6)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高6%	0	2
70171	7	70169	1	1	1	(70171)(7)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高7%	0	2
70171	8	70169	1	1	1	(70171)(8)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高8%	0	2
70171	9	70169	1	1	1	(70171)(9)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高9%	0	2
70171	10	70169	1	1	1	(70171)(10)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高10%	0	2
70171	11	70169	1	1	1	(70171)(11)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高11%	0	2
70171	12	70169	1	1	1	(70171)(12)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高12%	0	2
70171	13	70169	1	1	1	(70171)(13)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高13%	0	2
70171	14	70169	1	1	1	(70171)(14)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高14%	0	2
70171	15	70169	1	1	1	(70171)(15)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高15%	0	2
70171	16	70169	1	1	1	(70171)(16)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高16%	0	2
70171	17	70169	1	1	1	(70171)(17)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高17%	0	2
70171	18	70169	1	1	1	(70171)(18)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高18%	0	2
70171	19	70169	1	1	1	(70171)(19)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高19%	0	2
70171	20	70169	1	1	1	(70171)(20)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高20%	0	2
70171	21	70169	1	1	1	(70171)(21)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高21%	0	2
70171	22	70169	1	1	1	(70171)(22)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高22%	0	2
70171	23	70169	1	1	1	(70171)(23)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高23%	0	2
70171	24	70169	1	1	1	(70171)(24)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高24%	0	2
70171	25	70169	1	1	1	(70171)(25)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高25%	0	2
70171	26	70169	1	1	1	(70171)(26)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高26%	0	2
70171	27	70169	1	1	1	(70171)(27)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高27%	0	2
70171	28	70169	1	1	1	(70171)(28)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高28%	0	2
70171	29	70169	1	1	1	(70171)(29)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高29%	0	2
70171	30	70169	1	1	1	(70171)(30)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高30%	0	2
70171	31	70169	1	1	1	(70171)(31)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高31%	0	2
70171	32	70169	1	1	1	(70171)(32)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高32%	0	2
70171	33	70169	1	1	1	(70171)(33)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高33%	0	2
70171	34	70169	1	1	1	(70171)(34)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高34%	0	2
70171	35	70169	1	1	1	(70171)(35)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高35%	0	2
70171	36	70169	1	1	1	(70171)(36)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高36%	0	2
70171	37	70169	1	1	1	(70171)(37)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高37%	0	2
70171	38	70169	1	1	1	(70171)(38)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高38%	0	2
70171	39	70169	1	1	1	(70171)(39)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高39%	0	2
70171	40	70169	1	1	1	(70171)(40)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高40%	0	2
70171	41	70169	1	1	1	(70171)(41)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高41%	0	2
70171	42	70169	1	1	1	(70171)(42)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高42%	0	2
70171	43	70169	1	1	1	(70171)(43)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高43%	0	2
70171	44	70169	1	1	1	(70171)(44)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高44%	0	2
70171	45	70169	1	1	1	(70171)(45)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高45%	0	2
70171	46	70169	1	1	1	(70171)(46)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高46%	0	2
70171	47	70169	1	1	1	(70171)(47)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高47%	0	2
70171	48	70169	1	1	1	(70171)(48)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高48%	0	2
70171	49	70169	1	1	1	(70171)(49)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高49%	0	2
70171	50	70169	1	1	1	(70171)(50)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高50%	0	2
70171	51	70169	1	1	1	(70171)(51)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高51%	0	2
70171	52	70169	1	1	1	(70171)(52)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高52%	0	2
70171	53	70169	1	1	1	(70171)(53)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高53%	0	2
70171	54	70169	1	1	1	(70171)(54)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高54%	0	2
70171	55	70169	1	1	1	(70171)(55)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高55%	0	2
70171	56	70169	1	1	1	(70171)(56)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高56%	0	2
70171	57	70169	1	1	1	(70171)(57)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高57%	0	2
70171	58	70169	1	1	1	(70171)(58)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高58%	0	2
70171	59	70169	1	1	1	(70171)(59)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高59%	0	2
70171	60	70169	1	1	1	(70171)(60)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高60%	0	2
70171	61	70169	1	1	1	(70171)(61)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高61%	0	2
70171	62	70169	1	1	1	(70171)(62)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高62%	0	2
70171	63	70169	1	1	1	(70171)(63)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高63%	0	2
70171	64	70169	1	1	1	(70171)(64)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高64%	0	2
70171	65	70169	1	1	1	(70171)(65)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高65%	0	2
70171	66	70169	1	1	1	(70171)(66)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高66%	0	2
70171	67	70169	1	1	1	(70171)(67)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高67%	0	2
70171	68	70169	1	1	1	(70171)(68)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高68%	0	2
70171	69	70169	1	1	1	(70171)(69)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高69%	0	2
70171	70	70169	1	1	1	(70171)(70)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高70%	0	2
70171	71	70169	1	1	1	(70171)(71)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高71%	0	2
70171	72	70169	1	1	1	(70171)(72)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高72%	0	2
70171	73	70169	1	1	1	(70171)(73)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高73%	0	2
70171	74	70169	1	1	1	(70171)(74)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高74%	0	2
70171	75	70169	1	1	1	(70171)(75)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高75%	0	2
70171	76	70169	1	1	1	(70171)(76)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高76%	0	2
70171	77	70169	1	1	1	(70171)(77)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高77%	0	2
70171	78	70169	1	1	1	(70171)(78)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高78%	0	2
70171	79	70169	1	1	1	(70171)(79)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高79%	0	2
70171	80	70169	1	1	1	(70171)(80)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高80%	0	2
70171	81	70169	1	1	1	(70171)(81)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高81%	0	2
70171	82	70169	1	1	1	(70171)(82)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高82%	0	2
70171	83	70169	1	1	1	(70171)(83)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高83%	0	2
70171	84	70169	1	1	1	(70171)(84)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高84%	0	2
70171	85	70169	1	1	1	(70171)(85)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高85%	0	2
70171	86	70169	1	1	1	(70171)(86)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高86%	0	2
70171	87	70169	1	1	1	(70171)(87)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高87%	0	2
70171	88	70169	1	1	1	(70171)(88)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高88%	0	2
70171	89	70169	1	1	1	(70171)(89)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高89%	0	2
70171	90	70169	1	1	1	(70171)(90)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高90%	0	2
70171	91	70169	1	1	1	(70171)(91)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高91%	0	2
70171	92	70169	1	1	1	(70171)(92)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高92%	0	2
70171	93	70169	1	1	1	(70171)(93)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高93%	0	2
70171	94	70169	1	1	1	(70171)(94)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高94%	0	2
70171	95	70169	1	1	1	(70171)(95)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高95%	0	2
70171	96	70169	1	1	1	(70171)(96)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高96%	0	2
70171	97	70169	1	1	1	(70171)(97)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高97%	0	2
70171	98	70169	1	1	1	(70171)(98)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高98%	0	2
70171	99	70169	1	1	1	(70171)(99)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高99%	0	2
70171	100	70169	1	1	1	(70171)(100)移动端_增益_御劲率提高_主角通用	御劲率提高	御劲率提高100%	0	2
70172	1	70169	1	1	1	(70172)(1)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高1%	0	2
70172	2	70169	1	1	1	(70172)(2)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高2%	0	2
70172	3	70169	1	1	1	(70172)(3)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高3%	0	2
70172	4	70169	1	1	1	(70172)(4)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高4%	0	2
70172	5	70169	1	1	1	(70172)(5)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高5%	0	2
70172	6	70169	1	1	1	(70172)(6)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高6%	0	2
70172	7	70169	1	1	1	(70172)(7)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高7%	0	2
70172	8	70169	1	1	1	(70172)(8)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高8%	0	2
70172	9	70169	1	1	1	(70172)(9)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高9%	0	2
70172	10	70169	1	1	1	(70172)(10)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高10%	0	2
70172	11	70169	1	1	1	(70172)(11)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高11%	0	2
70172	12	70169	1	1	1	(70172)(12)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高12%	0	2
70172	13	70169	1	1	1	(70172)(13)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高13%	0	2
70172	14	70169	1	1	1	(70172)(14)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高14%	0	2
70172	15	70169	1	1	1	(70172)(15)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高15%	0	2
70172	16	70169	1	1	1	(70172)(16)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高16%	0	2
70172	17	70169	1	1	1	(70172)(17)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高17%	0	2
70172	18	70169	1	1	1	(70172)(18)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高18%	0	2
70172	19	70169	1	1	1	(70172)(19)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高19%	0	2
70172	20	70169	1	1	1	(70172)(20)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高20%	0	2
70172	21	70169	1	1	1	(70172)(21)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高21%	0	2
70172	22	70169	1	1	1	(70172)(22)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高22%	0	2
70172	23	70169	1	1	1	(70172)(23)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高23%	0	2
70172	24	70169	1	1	1	(70172)(24)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高24%	0	2
70172	25	70169	1	1	1	(70172)(25)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高25%	0	2
70172	26	70169	1	1	1	(70172)(26)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高26%	0	2
70172	27	70169	1	1	1	(70172)(27)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高27%	0	2
70172	28	70169	1	1	1	(70172)(28)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高28%	0	2
70172	29	70169	1	1	1	(70172)(29)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高29%	0	2
70172	30	70169	1	1	1	(70172)(30)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高30%	0	2
70172	31	70169	1	1	1	(70172)(31)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高31%	0	2
70172	32	70169	1	1	1	(70172)(32)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高32%	0	2
70172	33	70169	1	1	1	(70172)(33)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高33%	0	2
70172	34	70169	1	1	1	(70172)(34)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高34%	0	2
70172	35	70169	1	1	1	(70172)(35)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高35%	0	2
70172	36	70169	1	1	1	(70172)(36)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高36%	0	2
70172	37	70169	1	1	1	(70172)(37)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高37%	0	2
70172	38	70169	1	1	1	(70172)(38)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高38%	0	2
70172	39	70169	1	1	1	(70172)(39)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高39%	0	2
70172	40	70169	1	1	1	(70172)(40)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高40%	0	2
70172	41	70169	1	1	1	(70172)(41)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高41%	0	2
70172	42	70169	1	1	1	(70172)(42)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高42%	0	2
70172	43	70169	1	1	1	(70172)(43)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高43%	0	2
70172	44	70169	1	1	1	(70172)(44)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高44%	0	2
70172	45	70169	1	1	1	(70172)(45)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高45%	0	2
70172	46	70169	1	1	1	(70172)(46)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高46%	0	2
70172	47	70169	1	1	1	(70172)(47)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高47%	0	2
70172	48	70169	1	1	1	(70172)(48)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高48%	0	2
70172	49	70169	1	1	1	(70172)(49)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高49%	0	2
70172	50	70169	1	1	1	(70172)(50)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高50%	0	2
70172	51	70169	1	1	1	(70172)(51)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高51%	0	2
70172	52	70169	1	1	1	(70172)(52)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高52%	0	2
70172	53	70169	1	1	1	(70172)(53)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高53%	0	2
70172	54	70169	1	1	1	(70172)(54)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高54%	0	2
70172	55	70169	1	1	1	(70172)(55)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高55%	0	2
70172	56	70169	1	1	1	(70172)(56)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高56%	0	2
70172	57	70169	1	1	1	(70172)(57)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高57%	0	2
70172	58	70169	1	1	1	(70172)(58)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高58%	0	2
70172	59	70169	1	1	1	(70172)(59)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高59%	0	2
70172	60	70169	1	1	1	(70172)(60)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高60%	0	2
70172	61	70169	1	1	1	(70172)(61)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高61%	0	2
70172	62	70169	1	1	1	(70172)(62)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高62%	0	2
70172	63	70169	1	1	1	(70172)(63)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高63%	0	2
70172	64	70169	1	1	1	(70172)(64)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高64%	0	2
70172	65	70169	1	1	1	(70172)(65)移动端_增益_化境率提高_主角通用	化境率提高	化境率提高65%	0	2
