ID	Name	Useage	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InParkour	InSlideSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	InBirdMove	CanTransfer	CostSingleStack	MorphInvalid	ValidByLevel	RLActions	Coexist
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		52	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	533		atAllMagicDamageAddPercent	533																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		53	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	543		atAllMagicDamageAddPercent	543																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		54	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	553		atAllMagicDamageAddPercent	553																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		55	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	564		atAllMagicDamageAddPercent	564																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		56	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	574		atAllMagicDamageAddPercent	574																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		57	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	584		atAllMagicDamageAddPercent	584																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		58	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	594		atAllMagicDamageAddPercent	594																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		59	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	605		atAllMagicDamageAddPercent	605																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		60	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	615		atAllMagicDamageAddPercent	615																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		61	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	625		atAllMagicDamageAddPercent	625																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		62	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	635		atAllMagicDamageAddPercent	635																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		63	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	646		atAllMagicDamageAddPercent	646																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		64	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	656		atAllMagicDamageAddPercent	656																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		65	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	666		atAllMagicDamageAddPercent	666																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		66	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	676		atAllMagicDamageAddPercent	676																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		67	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	687		atAllMagicDamageAddPercent	687																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		68	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	697		atAllMagicDamageAddPercent	697																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		69	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	707		atAllMagicDamageAddPercent	707																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		70	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	717		atAllMagicDamageAddPercent	717																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		71	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	728		atAllMagicDamageAddPercent	728																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		72	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	738		atAllMagicDamageAddPercent	738																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		73	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	748		atAllMagicDamageAddPercent	748																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		74	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	758		atAllMagicDamageAddPercent	758																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		75	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	768		atAllMagicDamageAddPercent	768																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		76	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	779		atAllMagicDamageAddPercent	779																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		77	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	789		atAllMagicDamageAddPercent	789																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		78	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	799		atAllMagicDamageAddPercent	799																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		79	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	809		atAllMagicDamageAddPercent	809																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		80	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	820		atAllMagicDamageAddPercent	820																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		81	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	830		atAllMagicDamageAddPercent	830																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		82	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	840		atAllMagicDamageAddPercent	840																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		83	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	850		atAllMagicDamageAddPercent	850																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		84	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	861		atAllMagicDamageAddPercent	861																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		85	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	871		atAllMagicDamageAddPercent	871																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		86	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	881		atAllMagicDamageAddPercent	881																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		87	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	891		atAllMagicDamageAddPercent	891																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		88	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	902		atAllMagicDamageAddPercent	902																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		89	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	912		atAllMagicDamageAddPercent	912																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		90	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	922		atAllMagicDamageAddPercent	922																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		91	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	932		atAllMagicDamageAddPercent	932																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		92	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	943		atAllMagicDamageAddPercent	943																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		93	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	953		atAllMagicDamageAddPercent	953																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		94	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	963		atAllMagicDamageAddPercent	963																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		95	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	973		atAllMagicDamageAddPercent	973																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		96	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	984		atAllMagicDamageAddPercent	984																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		97	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	994		atAllMagicDamageAddPercent	994																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		98	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	1004		atAllMagicDamageAddPercent	1004																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		99	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	1014		atAllMagicDamageAddPercent	1014																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70161	移动端_增益_伤害提高_主角通用	407		Body	0	70161	5		100	1	0	1	1	8	0	0	1							0	0	1	atAllPhysicsDamageAddPercent	1024		atAllMagicDamageAddPercent	1024																																																							3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		1	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	100																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		2	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	200																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		3	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	300																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		4	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	400																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		5	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	500																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		6	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	600																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		7	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	700																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		8	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	800																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		9	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	900																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		10	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1000																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		11	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1100																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		12	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1200																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		13	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1300																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		14	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1400																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		15	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1500																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		16	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1600																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		17	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1700																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		18	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1800																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		19	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	1900																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		20	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2000																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		21	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2100																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		22	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2200																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		23	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2300																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		24	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2400																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		25	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2500																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		26	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2600																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		27	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2700																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		28	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2800																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		29	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	2900																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		30	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3000																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		31	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3100																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		32	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3200																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		33	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3300																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		34	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3400																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		35	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3500																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		36	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3600																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		37	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3700																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		38	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3800																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		39	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	3900																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		40	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4000																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		41	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4100																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		42	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4200																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		43	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4300																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		44	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4400																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		45	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4500																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		46	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4600																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		47	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4700																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		48	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4800																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		49	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	4900																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		50	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5000																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		51	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5100																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		52	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5200																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		53	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5300																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		54	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5400																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		55	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5500																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		56	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5600																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		57	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5700																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		58	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5800																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
70162	移动端_增益_外功会心率提高_主角通用	407		Body	0	70162	5		59	1	0	1	1	8	0	0	1							0	0	1	atPhysicsCriticalStrikeBaseRate	5900																																																										3758030846	0		0	0						0		8		63	1	8	1	1	1				0			1
