ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask	BelongSchoolMask
14831	泛柏舟	116267		1339					0	5	2	75	3	164	40		0	1		0		1	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	6	7												0	0	0	0	0	0	735	14	0	0		0	4	4		0	0			0				1			1		16
14832	破春冰	116268		1440					0	1	3	75	3	164	21		0	1		0		1	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	7	7	atMeleeWeaponAttackSpeedBase	27	27										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	2	7												0	0	0	0	0	0	735	10	0	0		0	3	8		0	0			0				1			1		2
14833	归云鹤	116269		1632					0	2	2	75	3	164	19		0	1		0		1	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	21	21										5	20	6	4									212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	3	7												0	0	0	0	0	0	735	18	0	0		0	12	272		0	0			0				1			1		8388607
14834	子蓁	116270		964					0	4	2	75	3	164	40		0	1		0		1	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	21	21										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	5	7												0	0	0	0	0	0	735	20	0	0		0	2	32		0	0			0				1			1		32
14835	怀瑾	116271		800					0	10	2	75	3	164	40		0	1		0		1	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	8	7												0	0	0	0	0	0	735	16	0	0		0	6	64		0	0			0				1			1		256
14836	窥星	116272		1074					0	11	2	75	3	164	17		0	1		0		1	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	9	7												0	0	0	0	0	0	735	23	0	0		0	7	128		0	0			0				1			1		512
14837	拂羽剑	116273		1631					0	2	2	75	3	164	19		0	1		0		1	atMeleeWeaponDamageBase	8	8	atMeleeWeaponDamageRand	5	5	atMeleeWeaponAttackSpeedBase	21	21										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	3	7												0	0	0	0	0	0	735	28	0	0		0	12	272		0	0			0				1			1		68
14838	珏尘	116274		689					0	9	3	75	3	164	23		0	1		0		1	atMeleeWeaponDamageBase	13	13	atMeleeWeaponDamageRand	8	8	atMeleeWeaponAttackSpeedBase	32	32										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	7	7												0	0	0	0	0	0	735	29	0	0		0	5	256		0	0			0				1			1		128
14839	攀柳	116275		1561					0	13	3	75	3	164	40		0	1		0		1	atMeleeWeaponDamageBase	11	11	atMeleeWeaponDamageRand	7	7	atMeleeWeaponAttackSpeedBase	27	27										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	11	7												0	0	0	0	0	0	735	27	0	0		0	9	512		0	0			0				1			1		2048
14840	未明之刃	116276		1175					0	12	2	75	3	164	40		0	1		0		1	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	10	7												0	0	0	0	0	0	735	25	0	0		0	10	1024		0	0			0				1			1		1024
14841	殷风雷	116277		1748					0	14	3	75	3	164	40		0	1		0		1	atMeleeWeaponDamageBase	9	9	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	24	24										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	12	7												0	0	0	0	0	0	735	30	0	0		0	13	2097152		0	0			0				1			1		4096
14842	楚人凤	116278		1852					0	15	2	75	3	164	40		0	1		0		1	atMeleeWeaponDamageBase	6	6	atMeleeWeaponDamageRand	4	4	atMeleeWeaponAttackSpeedBase	16	16										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	13	7												0	0	0	0	0	0	735	32	0	0		0	14	4194304		0	0			0				1			1		8192
14843	浮流意	116279		2027					0	16	3	75	3	164	40		0	1		0		1	atMeleeWeaponDamageBase	9	9	atMeleeWeaponDamageRand	6	6	atMeleeWeaponAttackSpeedBase	24	24										5	20											212	21	22	0	0	0	0	0	0	0	0	0							通用	通用	基础	活动								1	14	7												0	0	0	0	0	0	735	34	0	0		0	15	8388608		0	0			0				1			1		16384
14844	瑶光囊	116280		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	124	314	22323	15458	0	0	0	0	0	0	0							通用	根骨	破防无双	侠义值								2	1	7												17	9072	0	0	0	0	735	6	6	1		0	0	4198512		0	1			0				1			1		4464932
14845	瑶风囊	116281		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	270	314	22323	15458	0	0	0	0	0	0	0							通用	元气	破防无双	侠义值								2	1	7												17	9072	0	0	0	0	735	7	6	1		0	0	35974		0	1			0				1			1		2229784
14846	瑶羽囊	116282		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	188	3734	6248	15458	0	0	0	0	0	0	0							通用	力道	破防无双	侠义值								2	1	7												17	4979	0	0	0	0	735	4	6	1		0	0	8397448		0	1			0				1			1		543234
14847	瑶音囊	116283		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	354	3734	6248	15458	0	0	0	0	0	0	0							通用	身法	破防无双	侠义值								2	1	7												17	4979	0	0	0	0	735	5	6	1		0	0	52445456		0	1			0				1			1		1151172
14848	瑶清囊	116284		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	200	2551	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	侠义值								2	1	7												17	1433	0	0	0	0	735	9	6	1		0	0	4198500		0	1			0				1			1		270640
14849	瑶歌囊	116285		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											17998	5151	25659	38274	2938	15458	0	0	0	0	0	0							通用	防御	闪避命中	侠义值								2	1	7												17	16435	0	0	0	0	735	8	6	1		0	0	2098186		0	1			0				1			1		5130
14850	壬空棍	116328		1238					0	0	363	1040	3	2728	241		0	1		0		4	atMeleeWeaponDamageBase	273	273	atMeleeWeaponDamageRand	182	182	atMeleeWeaponAttackSpeedBase	27	27										5	95											21753	2867	19773	60149	30378	0	0	0	0	0	0	0							少林	内功	会心无双	帮贡								1	1	7												17	72456	17	30957	17	291	735	12	6	1		1	11	2		0	1			0				1			1		8
14851	壬相棍	116329		1238					0	0	363	1040	3	2728	241		0	1		0		4	atMeleeWeaponDamageBase	273	273	atMeleeWeaponDamageRand	182	182	atMeleeWeaponAttackSpeedBase	27	27										5	95											25468	42153	5240	62879	0	0	0	0	0	0	0	0							少林	防御	内防命中	帮贡								1	1	7												17	5438	17	20103	17	2045	735	13	6	1		1	11	2		0	1			0				1			1		8
14852	壬风笔	116330		1337					0	5	269	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	54	54	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	2867	6720	8530	30378	0	0	0	0	0	0	0							万花	内功	会心无双	帮贡								1	6	7												17	72453	17	5084	17	291	735	14	6	1		1	4	4		0	1			0				1			1		16
14853	壬荷笔	116331		1337					0	5	269	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	54	54	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	966	3060	31904	0	0	0	0	0	0	0	0							万花	治疗	治疗会心	帮贡								1	6	7												17	5084	17	144	17	1433	735	15	6	1		1	4	4		0	1			0				1			1		16
14854	壬金枪	116332		1438					0	1	363	1040	3	2728	241		0	1		0		4	atMeleeWeaponDamageBase	273	273	atMeleeWeaponDamageRand	182	182	atMeleeWeaponAttackSpeedBase	27	27										5	95											21753	512	8754	30177	30378	0	0	0	0	0	0	0							天策	外功	会心无双	帮贡								1	2	7												17	34772	17	30959	17	729	735	10	6	1		1	3	8		0	1			0				1			1		2
14855	壬威枪	116333		1438					0	1	363	1040	3	2728	241		0	1		0		4	atMeleeWeaponDamageBase	273	273	atMeleeWeaponDamageRand	182	182	atMeleeWeaponAttackSpeedBase	27	27										5	95											25468	8193	5240	62879	0	0	0	0	0	0	0	0							天策	防御	外防命中	帮贡								1	2	7												17	5438	17	2045	17	9770	735	11	6	1		1	3	8		0	1			0				1			1		2
14856	壬道剑	116334		1628					0	2	309	1040	3	2728	217		0	1		0		4	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	70	70	atMeleeWeaponAttackSpeedBase	21	21										5	95											21753	1497	6720	8530	30378	0	0	0	0	0	0	0							纯阳	内功	会心无双	帮贡								1	3	7												17	72453	17	5084	17	144	735	19	6	1		1	12	16		0	1			0				1			1		4
14857	壬虚剑	116335		1628					0	2	309	1040	3	2728	217		0	1		0		4	atMeleeWeaponDamageBase	209	209	atMeleeWeaponDamageRand	139	139	atMeleeWeaponAttackSpeedBase	21	21										5	95											21753	3607	8754	30177	30378	0	0	0	0	0	0	0							纯阳	外功	会心无双	帮贡								1	3	7												17	34772	17	30959	17	433	735	28	6	1		1	12	272		0	1			0				1			1		68
14858	壬绣双剑	116336		968					0	4	309	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	70	70	atMeleeWeaponAttackSpeedBase	21	21										5	95											21753	1497	13631	8345	30378	0	0	0	0	0	0	0							七秀	内功	会心无双	帮贡								1	5	7												17	72454	17	30960	17	144	735	20	6	1		1	2	32		0	1			0				1			1		32
14859	壬纹双剑	116337		968					0	4	309	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	70	70	atMeleeWeaponAttackSpeedBase	21	21										5	95											21753	966	3060	31904	0	0	0	0	0	0	0	0							七秀	治疗	治疗会心	帮贡								1	5	7												17	30960	17	144	17	1433	735	21	6	1		1	2	32		0	1			0				1			1		32
14860	壬清笛	116338		798					0	10	269	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	54	54	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	1497	14571	41727	30378	0	0	0	0	0	0	0							五毒	内功	会心无双	帮贡								1	8	7												17	72455	17	11923	17	144	735	16	6	1		1	6	64		0	1			0				1			1		256
14861	壬梦笛	116339		798					0	10	269	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	54	54	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	966	3060	31904	0	0	0	0	0	0	0	0							五毒	治疗	治疗会心	帮贡								1	8	7												17	11923	17	144	17	1433	735	17	6	1		1	6	64		0	1			0				1			1		256
14862	壬啸弩	116340		1072					0	11	269	1040	3	2728	193		0	1		0		4	atMeleeWeaponDamageBase	161	161	atMeleeWeaponDamageRand	107	107	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	2867	14571	30177	30378	0	0	0	0	0	0	0							唐门	内功	会心无双	帮贡								1	9	7												17	34772	17	30959	17	291	735	24	6	1		1	7	128		0	1			0				1			1		512
14863	壬燕弩	116341		1072					0	11	269	1040	3	2728	193		0	1		0		4	atMeleeWeaponDamageBase	161	161	atMeleeWeaponDamageRand	107	107	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	512	8754	30177	30378	0	0	0	0	0	0	0							唐门	外功	会心无双	帮贡								1	9	7												17	34772	17	30959	17	729	735	23	6	1		1	7	128		0	1			0				1			1		512
14864	壬璧轻剑	116342		1627					0	2	155	1040	3	2728	217		0	1		0		4	atMeleeWeaponDamageBase	209	209	atMeleeWeaponDamageRand	139	139	atMeleeWeaponAttackSpeedBase	21	21										5	95											21753	3607	8754	30177	30378	0	0	0	0	0	0	0							藏剑	外功	会心无双	帮贡								1	3	7												17	34772	17	30959	17	433	735	28	6	1		1	12	272		0	1			0				1			1		68
14865	壬宸重剑	116343		687					0	9	202	1040	3	2728	265		0	1		0		4	atMeleeWeaponDamageBase	321	321	atMeleeWeaponDamageRand	214	214	atMeleeWeaponAttackSpeedBase	32	32										5	95											21753	3607	8754	30177	30378	0	0	0	0	0	0	0							藏剑	外功	会心无双	帮贡								1	7	7												17	34772	17	30959	17	433	735	22	6	1		1	5	256		0	1			0				1			1		192
14866	壬醴棒	116344		1559					0	13	363	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	273	273	atMeleeWeaponDamageRand	182	182	atMeleeWeaponAttackSpeedBase	27	27										5	95											21753	512	8754	30177	30378	0	0	0	0	0	0	0							丐帮	外功	会心无双	帮贡								1	11	7												17	34772	17	30959	17	729	735	27	6	1		1	9	512		0	1			0				1			1		2048
14867	壬方双刀	116345		1173					0	12	269	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	161	161	atMeleeWeaponDamageRand	107	107	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	2867	16046	60157	30378	0	0	0	0	0	0	0							明教	内功	会心无双	帮贡								1	10	7												17	72457	17	30961	17	291	735	25	6	1		1	10	1024		0	1			0				1			1		1024
14868	壬明双刀	116346		1173					0	12	269	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	161	161	atMeleeWeaponDamageRand	107	107	atMeleeWeaponAttackSpeedBase	16	16										5	95											25468	42153	5240	62879	0	0	0	0	0	0	0	0							明教	防御	内防命中	帮贡								1	10	7												17	5438	17	20103	17	2045	735	26	6	1		1	10	1024		0	1			0				1			1		1024
14869	壬雪盾刀	116347		1746					0	14	336	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	241	241	atMeleeWeaponDamageRand	161	161	atMeleeWeaponAttackSpeedBase	24	24										5	95											21753	3607	8754	30177	30378	0	0	0	0	0	0	0							苍云	外功	会心无双	帮贡								1	12	7												17	34772	17	30959	17	433	735	30	6	1		1	13	2097152		0	1			0				1			1		4096
14870	壬星盾刀	116348		1746					0	14	336	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	241	241	atMeleeWeaponDamageRand	161	161	atMeleeWeaponAttackSpeedBase	24	24										5	95											25468	8193	5240	62879	0	0	0	0	0	0	0	0							苍云	防御	外防命中	帮贡								1	12	7												17	5438	17	2045	17	16435	735	31	6	1		1	13	2097152		0	1			0				1			1		4096
14871	壬恭琴	116349		1842					0	15	269	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	54	54	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	1497	13631	8345	30378	0	0	0	0	0	0	0							长歌	内功	会心无双	帮贡								1	13	7												17	72454	17	30960	17	144	735	32	6	1		1	14	4194304		0	1			0				1			1		8192
14872	壬礼琴	116350		1842					0	15	269	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	54	54	atMeleeWeaponAttackSpeedBase	16	16										5	95											21753	966	3060	31904	0	0	0	0	0	0	0	0							长歌	治疗	治疗会心	帮贡								1	13	7												17	30960	17	144	17	1433	735	33	6	1		1	14	4194304		0	1			0				1			1		8192
14873	壬霜刀	116351		2001					0	16	336	1040	3	2728	458		0	1		0		4	atMeleeWeaponDamageBase	241	241	atMeleeWeaponDamageRand	161	161	atMeleeWeaponAttackSpeedBase	24	24										5	95											21753	512	8754	30177	30378	0	0	0	0	0	0	0							霸刀	外功	会心无双	帮贡								1	14	7												17	34772	17	30959	17	729	735	34	6	1		1	15	8388608		0	1			0				1			1		16384
14874	无渊囊	116368		0					1	6	181	1120	2	1948	519		0	1		0		4	atRangeWeaponDamageBase	208	208	atRangeWeaponDamageRand	138	138	atRangeWeaponAttackSpeedBase	24	24										5	95											16863	3526	4955	8799	0	0	0	0	0	0	0	0							精简	外功	攻击破防	活动								2	1	7												17	39961	0	0	0	0	735	2	3	1		0	0	67108863		0	1			0				1			1	1669980304	8388607
14875	无渊囊	116369		0					1	6	181	1120	2	1948	519		0	1		0		4	atRangeWeaponDamageBase	208	208	atRangeWeaponDamageRand	138	138	atRangeWeaponAttackSpeedBase	24	24										5	95											16863	9345	28704	8799	0	0	0	0	0	0	0	0							精简	内功	攻击破防	活动								2	1	7												17	39961	0	0	0	0	735	3	3	1		0	0	67108863		0	1			0				1			1	6646011205	8388607
14876	无渊囊	116370		0					1	6	181	1120	2	1948	519		0	1		0		4	atRangeWeaponDamageBase	208	208	atRangeWeaponDamageRand	138	138	atRangeWeaponAttackSpeedBase	24	24										5	95											16863	3526	6030	36037	0	0	0	0	0	0	0	0							精简	外功	攻击破防无双	活动								2	1	7												17	39961	0	0	0	0	735	2	3	1		0	0	67108863		0	1			0				1			1	1669980304	8388607
14877	无渊囊	116371		0					1	6	181	1120	2	1948	519		0	1		0		4	atRangeWeaponDamageBase	208	208	atRangeWeaponDamageRand	138	138	atRangeWeaponAttackSpeedBase	24	24										5	95											16863	9345	20311	36037	0	0	0	0	0	0	0	0							精简	内功	攻击破防无双	活动								2	1	7												17	39961	0	0	0	0	735	3	3	1		0	0	67108863		0	1			0				1			1	6646011205	8388607
14878	无渊囊	116372		0					1	6	181	1120	2	1948	519		0	1		0		4	atRangeWeaponDamageBase	208	208	atRangeWeaponDamageRand	138	138	atRangeWeaponAttackSpeedBase	24	24										5	95											16863	3526	5364	36037	0	0	0	0	0	0	0	0							精简	外功	攻击会心无双	活动								2	1	7												17	34772	0	0	0	0	735	2	3	1		0	0	67108863		0	1			0				1			1	1669980304	8388607
14879	无渊囊	116373		0					1	6	181	1120	2	1948	519		0	1		0		4	atRangeWeaponDamageBase	208	208	atRangeWeaponDamageRand	138	138	atRangeWeaponAttackSpeedBase	24	24										5	95											16863	9345	30576	36037	0	0	0	0	0	0	0	0							精简	内功	攻击会心无双	活动								2	1	7												17	34770	0	0	0	0	735	3	3	1		0	0	67108863		0	1			0				1			1	6646011205	8388607
14880	无渊囊	116374		0					1	6	181	1120	2	1948	519		0	1		0		4	atRangeWeaponDamageBase	208	208	atRangeWeaponDamageRand	138	138	atRangeWeaponAttackSpeedBase	24	24										5	95											19880	6298	18037	39884	0	0	0	0	0	0	0	0							精简	防御	防御闪避	活动								2	1	7												17	72449	0	0	0	0	735	8	4	1		0	0	67108863		0	1			0				1			1	1310754	8388607
14881	无渊囊	116375		0					1	6	181	1120	2	1948	519		0	1		0		4	atRangeWeaponDamageBase	208	208	atRangeWeaponDamageRand	138	138	atRangeWeaponAttackSpeedBase	24	24										5	95											13027	1404	74260	0	0	0	0	0	0	0	0	0							精简	治疗	体质会心	活动								2	1	7												17	34770	0	0	0	0	735	9	4	1		0	0	67108863		0	1			0				1			1	272632328	8388607
14882	故池	116558		0					1	6	191	1180	3	1978	546		0	1		0		4	atRangeWeaponDamageBase	219	219	atRangeWeaponDamageRand	146	146	atRangeWeaponAttackSpeedBase	24	24										5	95											15012	224	1407	26627	20993	0	0	0	0	0	0	0							通用	根骨	破防命中	副本								2	1	7												17	144	0	0	0	0	735	6	6	1		4	0	4198512		0	1			1				1			1		4464932
14883	杜陵	116559		0					1	6	191	1180	3	1978	546		0	1		0		4	atRangeWeaponDamageBase	219	219	atRangeWeaponDamageRand	146	146	atRangeWeaponAttackSpeedBase	24	24										5	95											15012	201	1407	26627	20993	0	0	0	0	0	0	0							通用	元气	破防命中	副本								2	1	7												17	291	0	0	0	0	735	7	6	1		4	0	35974		0	1			1				1			1		2229784
14884	紫阁	116560		0					1	6	191	1180	3	1978	546		0	1		0		4	atRangeWeaponDamageBase	219	219	atRangeWeaponDamageRand	146	146	atRangeWeaponAttackSpeedBase	24	24										5	95											15012	365	3778	5058	20993	0	0	0	0	0	0	0							通用	力道	破防命中	副本								2	1	7												17	729	0	0	0	0	735	4	6	1		4	0	8397448		0	1			1				1			1		543234
14885	赤波	116561		0					1	6	191	1180	3	1978	546		0	1		0		4	atRangeWeaponDamageBase	219	219	atRangeWeaponDamageRand	146	146	atRangeWeaponAttackSpeedBase	24	24										5	95											15012	129	3778	5058	20993	0	0	0	0	0	0	0							通用	身法	破防命中	副本								2	1	7												17	433	0	0	0	0	735	5	6	1		4	0	52445456		0	1			1				1			1		1151172
14886	识真	116562		0					1	6	191	1180	3	1978	546		0	1		0		4	atRangeWeaponDamageBase	219	219	atRangeWeaponDamageRand	146	146	atRangeWeaponAttackSpeedBase	24	24										5	95											15012	221	1410	26874	0	0	0	0	0	0	0	0							通用	治疗	治疗急速	副本								2	1	7												17	31042	0	0	0	0	735	9	6	1		4	0	4198500		0	1			1				1			1		270640
14887	笼烟	116563		0					1	6	191	1180	3	1978	546		0	1		0		4	atRangeWeaponDamageBase	219	219	atRangeWeaponDamageRand	146	146	atRangeWeaponAttackSpeedBase	24	24										5	95											19906	26010	5164	20993	0	0	0	0	0	0	0	0							通用	防御	内防御劲命中	副本								2	1	7												17	5438	0	0	0	0	735	8	6	1		4	0	2098186		0	1			1				1			1		5130
14888	生羽	116564		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	124	314	30799	15458	0	0	0	0	0	0	0							通用	根骨	会心无双	副本								2	1	7												17	31042	0	0	0	0	735	6	6	1		4	0	4198512		0	1			1				1			1		4464932
14889	初衣	116565		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	270	314	30800	15458	0	0	0	0	0	0	0							通用	元气	会心无双	副本								2	1	7												17	31043	0	0	0	0	735	7	6	1		4	0	35974		0	1			1				1			1		2229784
14890	长息	116566		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	188	3734	29902	15458	0	0	0	0	0	0	0							通用	力道	会心无双	副本								2	1	7												17	30959	0	0	0	0	735	4	6	1		4	0	8397448		0	1			1				1			1		543234
14891	断骨	116567		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	354	3734	29902	15458	0	0	0	0	0	0	0							通用	身法	会心无双	副本								2	1	7												17	30959	0	0	0	0	735	5	6	1		4	0	52445456		0	1			1				1			1		1151172
14892	玉星	116568		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											15307	200	1470	30799	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	副本								2	1	7												17	1433	0	0	0	0	735	9	6	1		4	0	4198500		0	1			1				1			1		270640
14893	点剑	116569		0					1	6	185	1140	3	1958	528		0	1		0		4	atRangeWeaponDamageBase	211	211	atRangeWeaponDamageRand	141	141	atRangeWeaponAttackSpeedBase	24	24										5	95											17998	5151	25659	18061	2938	15458	0	0	0	0	0	0							通用	防御	招架急速	副本								2	1	7												17	16435	0	0	0	0	735	8	6	1		4	0	2098186		0	1			1				1			1		5130
14894	一苇	116570		1251					0	0	399	1140	3	2798	264		0	1		0		4	atMeleeWeaponDamageBase	300	300	atMeleeWeaponDamageRand	200	200	atMeleeWeaponAttackSpeedBase	27	27										5	95											23134	1184	18551	37689	34338	0	0	0	0	0	0	0							少林	内功	破防命中	副本								1	1	7												17	291	17	1106	17	24840	735	12	6	1		4	11	2		0	1			1				1			1		8
14895	净身	116571		1251					0	0	399	1140	3	2798	264		0	1		0		4	atMeleeWeaponDamageBase	300	300	atMeleeWeaponDamageRand	200	200	atMeleeWeaponAttackSpeedBase	27	27										5	95											37202	8488	7077	38990	0	0	0	0	0	0	0	0							少林	防御	外防急速	副本								1	1	7												17	5438	17	16435	17	2045	735	13	6	1		4	11	2		0	1			1				1			1		8
14896	离朱	116572		1350					0	5	295	1140	3	2798	502		0	1		0		4	atMeleeWeaponDamageBase	88	88	atMeleeWeaponDamageRand	59	59	atMeleeWeaponAttackSpeedBase	16	16										5	95											23134	1184	6709	37690	34338	0	0	0	0	0	0	0							万花	内功	破防命中	副本								1	6	7												17	291	17	4999	17	24841	735	14	6	1		4	4	4		0	1			1				1			1		16
14897	润墨	116573		1350					0	5	295	1140	3	2798	502		0	1		0		4	atMeleeWeaponDamageBase	88	88	atMeleeWeaponDamageRand	59	59	atMeleeWeaponAttackSpeedBase	16	16										5	95											23134	1131	13390	35491	0	0	0	0	0	0	0	0							万花	治疗	治疗急速	副本								1	6	7												17	5084	17	144	17	1433	735	15	6	1		4	4	4		0	1			1				1			1		16
14898	息波	116574		1451					0	1	399	1140	3	2798	264		0	1		0		4	atMeleeWeaponDamageBase	300	300	atMeleeWeaponDamageRand	200	200	atMeleeWeaponAttackSpeedBase	27	27										5	95											23134	2965	10991	3816	34338	0	0	0	0	0	0	0							天策	外功	破防命中	副本								1	2	7												17	729	17	4979	17	6060	735	10	6	1		4	3	8		0	1			1				1			1		2
