BuffID	Level	IconID	Sparking	ShowTime	Show	Remark	Name	Desc	IsAddPeriod
4930	4	8040	1	1	1	(4930)(4)95明教橙武_dps触发BUFF	残月惊天	施展阴性内功招式立刻获得满日效果并附带60月魂，施展阳性内功招式立即获得满月效果并附带60日灵	1
4930	5	11169	1	1	1	(4930)(5)100明教橙武_dps触发BUFF	阴阳往极	施展阴性内功招式立刻获得满日效果并附带60月魂，施展阳性内功招式立即获得满月效果并附带60日灵	1
4930	6	14411	1	1	1	(4930)(6)110明教橙武_dps触发BUFF	悬炎鸱吻	施展阴性内功招式立刻获得满日效果并附带60月魂，施展阳性内功招式立即获得满月效果并附带60日灵	1
4931	1	3956	1	1	1	(4931)(1)明教橙武_T触发BUFF	龙悔	闪避几率提高30%，每秒回复2%气血最大值	1
4931	2	3954	1	1	1	(4931)(2)明教橙武_T触发BUFF_80橙武	浮沉照影	闪避几率提高30%，每秒回复2%气血最大值	1
4931	3	4931	1	1	1	(4931)(3)明教橙武_T触发BUFF	焚三世	闪避几率提高30%，每秒回复2%气血最大值	1
4931	4	8039	1	1	1	(4931)(4)95明教橙武_T触发BUFF	执手	闪避几率提高30%，每秒回复2%气血最大值	1
4931	5	11170	1	1	1	(4931)(5)100明教橙武_T触发BUFF	圣炎耀尊	闪避几率提高30%，每秒回复2%气血最大值	1
4931	6	14410	1	1	1	(4931)(6)110明教橙武_T触发BUFF	洞虚灵蛇	闪避几率提高30%，每秒回复2%气血最大值	1
4933	1	2122	1	1	1	(4933)(1)监狱_守卫的愤怒	守卫的愤怒	你居然在城市中杀人，愤怒的守卫要对你进行严厉的惩处	1
4934	0	1276	0	0	1	(4934)(0)南诏皇宫_军阵_军令	军令	协助指挥军阵防守	1
4935	0	1694	1	1	1	(4935)(0)南诏皇宫_小怪_长眠的乐曲	长眠的乐曲	安心等待乐曲结束	1
4936	1	560	1	1	1	(4936)(1)杀手欠钱	有债必偿	杀人偿命，欠债还钱。\n你被捕快抓捕入狱时欠下捕快勤务费用，所欠部分将陆续从你的获利当中扣除，直到还清所有欠债	1
4937	1	3833	1	1	1	(4937)(1)明教_镇派_日月灵魂	日月灵魂	叠满6层后明教进入“日月同辉”状态	1
4937	2	3834	1	1	1	(4937)(2)明教_镇派_日月同辉	日月同辉	“净世破魔击”伤害提高30%，消耗满日后将立即获得满月，消耗满月后将立即获得满日	1
4938	0	2035	1	1	1	(4938)(0)南诏皇宫_军阵_机关士_泥水陷阱	泥水陷阱	移动速度降低30%	1
4939	0	338	1	1	1	(4939)(0)南诏皇宫_军阵_机关士_毒蛇陷阱	毒蛇陷阱	每秒受到<BUFF atCallSolarDamage>点毒性伤害	1
4940	1	371	1	1	1	(4940)(1)监狱_天网恢恢	天网恢恢	天网恢恢，疏而不漏	1
4942	0	113	1	1	1	(4942)(0)南诏皇宫_枯荣大师_点燃_标记	内燃	即将受到“点燃”效果	1
4946	1	3442	1	1	1	(4946)(1)明教场景_流沙减速	流沙	移动速度降低80%	1
4948	1	2028	1	1	1	(4948)(1)南诏皇宫_25人萧杀_狂暴计时	狂暴	内力涌动，山崩将至	1
4953	1	2028	1	1	1	(4953)(1)南诏皇宫_南诏王_狂暴计时	狂暴	内力涌动，山崩将至	1
4954	1	3873	0	0	1	(4954)(1)明教场景_懒惰的小猫	懒惰的小猫	贪吃又不爱活动的小懒猫	1
4958	0	4181	1	1	1	(4958)(0)大唐监狱_捕快	捕快	抓捕中；只可在非监狱场景进行抓捕，进入监狱场景失去此效果	1
4961	1	2026	0	0	1	(4961)(1)大战郭萌萌_剑冲阴阳_标记	凝视	你被某人注视着	1
4963	1	620	0	1	1	(4963)(1)大战郭萌萌_坐忘无我	坐忘无我	吸收1000万点伤害	1
4964	1	340	0	0	1	(4964)(1)大战郭萌萌_基础属性BUFF_界面特判无视任何邀请	沈剑心	一天到晚就会搞事	1
4964	2	8079	0	0	1	(4964)(2)大战郭萌萌_基础属性BUFF_界面特判无视任何邀请	玉贤	再来两斤牛肉	1
4965	1	3439	1	1	1	(4965)(1)门派活动_尸毒蔓延	尸毒蔓延	每3秒受到2000点毒性伤害	1
4967	1	610	0	1	1	(4967)(1)大战郭萌萌_万剑归宗_减速	万剑归宗	移动速度降低40%	1
4968	1	1544	0	0	1	(4968)(1)门派活动_生死蛊	生死蛊	有人对你种下了生死蛊。当种蛊之人与你在同场景时，他将在你重伤时刻代你承受一次所有伤害（十人以上团队秘境、战场、竞技场除外）	1
4975	1	2131	1	1	1	(4975)(1)门派活动_外功炼药	溃·外功	需外功气劲辅助炼药	1
4976	1	2131	1	1	1	(4976)(1)门派活动_阳性炼药	溃·阳性	需阳性气劲辅助炼药	1
4977	1	2131	1	1	1	(4977)(1)门派活动_混元炼药	溃·混元	需混元气劲辅助炼药	1
4978	1	2131	1	1	1	(4978)(1)门派活动_阴性炼药	溃·阴性	需要阴性气劲辅助炼药	1
4979	1	2131	1	1	1	(4979)(1)门派活动_毒性炼药	溃·毒性	需毒性气劲辅助炼药	1
4980	0	3503	1	1	1	(4980)(0)果萌萌的祝福_标记BUFF	剑心的祝福	气血上限提高2000点，内力上限提高2000点	1
4982	1	344	0	0	1	(4982)(1)门派活动_阵眼	阵眼	击伤这个红衣教徒可以获得五行令	1
4983	1	2117	0	1	1	(4983)(1)门派活动_护阵	护阵	你正在守护陆烟儿	1
4984	1	3313	1	1	1	(4984)(1)门派活动_梅花桩计数_绿	梅花桩·绿	你刚刚踏上了有绿色标记的梅花桩，短时间内不能再通过跳上该类梅花桩获得加分	1
4985	1	3319	1	1	1	(4985)(1)门派活动_梅花桩计数_蓝	梅花桩·蓝	你刚刚踏上了有蓝色标记的梅花桩，短时间内不能再通过跳上该类梅花桩获得加分	1
4986	1	3317	1	1	1	(4986)(1)门派活动_梅花桩计数_黄	梅花桩·黄	你刚刚踏上了有黄色标记的梅花桩，短时间内不能再通过跳上该类梅花桩获得加分	1
4987	1	3316	1	1	1	(4987)(1)门派活动_梅花桩计数_红	梅花桩·红	你刚刚踏上了有红色标记的梅花桩，短时间内不能再通过跳上该类梅花桩获得加分	1
4988	1	3411	1	1	1	(4988)(1)门派活动_少林的试炼	少林的试炼	少林活动期间，为公平起见，禁止使用轻功	1
4989	1	8	1	1	1	(4989)(1)门派活动_千斤坠·定身	千斤坠·定身	木人刚被“千金坠”踩过，正在恢复中	1
4990	1	397	1	1	1	(4990)(1)门派活动_千斤坠·减速	千斤坠·减速	你刚被其他玩家“踩”中，移动速度降低了	1
4992	1	340	1	0	1	(4992)(1)门派活动_虚弱	不屈的意志	由于你被其他玩家使用的千斤坠次数过多，不在受到“少林的试炼·千斤坠”的影响	1
4993	1	3312	1	1	1	(4993)(1)门派活动_梅花桩	少林的试炼·梅花桩	在接到任务“少林的试炼·梅花桩”之后15分钟内完成任务有额外加分	1
4994	1	2027	1	1	1	(4994)(1)门派活动_千斤坠	少林的试炼·千斤坠	在接到任务“少林的试炼·千斤坠”后，可以参与相应的试炼	1
5002	0	326	1	1	1	(5002)(0)门派活动_祈祷	祈祷	每3秒回复<BUFF atCallTherapy>点气血	1
5003	1	3400	1	1	1	(5003)(1)门派活动_五行阵·水	五行阵·水	提升内功防御5%	1
5003	2	3400	1	1	1	(5003)(2)门派活动_五行阵·水	五行阵·水	提升内功防御10%	1
5003	3	3400	1	1	1	(5003)(3)门派活动_五行阵·水	五行阵·水	提升内功防御15%	1
5003	4	3400	1	1	1	(5003)(4)门派活动_五行阵·水	五行阵·水	提升内功防御20%	1
5003	5	3400	1	1	1	(5003)(5)门派活动_五行阵·水	五行阵·水	提升内功防御25%	1
5004	1	3401	1	1	1	(5004)(1)门派活动_五行阵·木	五行阵·木	基础气血上限提高20%	1
5004	2	3401	1	1	1	(5004)(2)门派活动_五行阵·木	五行阵·木	基础气血上限提高40%	1
5004	3	3401	1	1	1	(5004)(3)门派活动_五行阵·木	五行阵·木	基础气血上限提高60%	1
5004	4	3401	1	1	1	(5004)(4)门派活动_五行阵·木	五行阵·木	基础气血上限提高80%	1
5004	5	3401	1	1	1	(5004)(5)门派活动_五行阵·木	五行阵·木	基础气血上限提高100%	1
5005	1	2122	1	1	1	(5005)(1)门派活动_五行阵·金	五行阵·金	内功基础攻击提高10%	1
5005	2	2122	1	1	1	(5005)(2)门派活动_五行阵·金	五行阵·金	内功基础攻击提高20%	1
5005	3	2122	1	1	1	(5005)(3)门派活动_五行阵·金	五行阵·金	内功基础攻击提高30%	1
5005	4	2122	1	1	1	(5005)(4)门派活动_五行阵·金	五行阵·金	内功基础攻击提高40%	1
5005	5	2122	1	1	1	(5005)(5)门派活动_五行阵·金	五行阵·金	内功基础攻击提高50%	1
5006	1	3428	1	1	1	(5006)(1)门派活动_五行阵·土	五行阵·土	外功基础防御提高4%	1
5006	2	3428	1	1	1	(5006)(2)门派活动_五行阵·土	五行阵·土	外功基础防御提高8%	1
5006	3	3428	1	1	1	(5006)(3)门派活动_五行阵·土	五行阵·土	外功基础防御提高12%	1
5006	4	3428	1	1	1	(5006)(4)门派活动_五行阵·土	五行阵·土	外功基础防御提高16%	1
5006	5	3428	1	1	1	(5006)(5)门派活动_五行阵·土	五行阵·土	外功基础防御提高20%	1
5007	1	327	1	1	1	(5007)(1)门派活动_五行阵·火	五行阵·火	外功基础攻击提高10%	1
5007	2	327	1	1	1	(5007)(2)门派活动_五行阵·火	五行阵·火	外功基础攻击提高20%	1
5007	3	327	1	1	1	(5007)(3)门派活动_五行阵·火	五行阵·火	外功基础攻击提高30%	1
5007	4	327	1	1	1	(5007)(4)门派活动_五行阵·火	五行阵·火	外功基础攻击提高40%	1
5007	5	327	1	1	1	(5007)(5)门派活动_五行阵·火	五行阵·火	外功基础攻击提高50%	1
5008	1	3318	1	1	1	(5008)(1)门派活动_少林的试炼·梅花桩	少林的试炼·梅花桩	在完成“少林的试炼·梅花桩”任务的规定时间内，跳上特定的梅花桩可以额外获得加分！	1
5014	1	2027	1	1	1	(5014)(1)春子的外挂标记	不法之徒	曾因藐视规条行事而被查获	1
5016	1	2674	0	0	1	(5016)(1)帮会_钓鱼阶段提醒	疲惫	鱼池里的鱼好像减少了，上钩时间变长	1
5029	1	20	1	1	1	(5029)(1)监狱_刀风	刀风	每层使气血提高5000点，移动速度降低20%	1
5030	1	3440	1	1	1	(5030)(1)监狱_链伤	链伤	每层提高20%的攻击力，每秒造成<BUFF atCallPhysicsDamag>点外功伤害	1
5031	1	3442	1	1	1	(5031)(1)监狱_无情链	无情链	无法移动	1
5034	1	1258	1	1	1	(5034)(1)张岩宠物开启行囊	宠物宝宝的宝贝	此状态下，你召唤的某些特定宠物会开启行囊机关，可换购其携带的趣味道具。此状态每20小时只能获得一次	1
5035	0	3449	1	1	1	(5035)(0)南诏皇宫_1号_近战增益	双绝残	受到阳性内功、外功伤害提高100%，受阴性、毒性、混元内功伤害降低50%	1
5036	1	332	1	1	1	(5036)(1)监狱_运功疗伤	运功疗伤	不受负面效果的影响	1
5037	1	3422	0	1	1	(5037)(1)南诏破军套_提高破防值	破军·皓戈	每层提高4点外功破防值	1
5037	2	3420	0	1	1	(5037)(2)南诏破军套_提高破防值	破军·曲嘉	每层提高4点混元内功破防值	1
5037	3	3425	0	1	1	(5037)(3)南诏破军套_提高破防值	破军·姬璇	每层提高4点阴性内功破防值	1
5037	4	3428	0	1	1	(5037)(4)南诏破军套_提高破防值	破军·梵尊	每层提高4点阳性内功破防值	1
5037	5	3421	0	1	1	(5037)(5)南诏破军套_提高破防值	破军·极元	每层提高4点混元内功内功破防值	1
5037	6	3427	0	1	1	(5037)(6)南诏破军套_提高破防值	破军·沧海	每层提高4点外功破防值	1
5037	7	3413	0	1	1	(5037)(7)南诏破军套_提高破防值	破军·萧风	每层提高4点外功破防值	1
5037	8	3432	0	1	1	(5037)(8)南诏破军套_提高破防值	破军·血师	每层提高4点毒性内功破防值	1
5037	9	3431	0	1	1	(5037)(9)南诏破军套_提高破防值	破军·瀚狼	每层提高4点毒性内功破防值	1
5037	10	3430	0	1	1	(5037)(10)南诏破军套_提高破防值	破军·岚鹰	每层提高4点外功破防值	1
5037	11	3429	0	1	1	(5037)(11)南诏破军套_提高破防值	破军·辉煌	每层提高4点阴阳内功破防值	1
5037	12	3428	0	1	1	(5037)(12)南诏破军套_提高破防值	破军·龙战	每层提高4点外功破防值	1
5037	13	3428	1	1	1	(5037)(13)南诏破军套_提高破防值	破军·边野	每层提高4点外功破防值	1
5037	14	3425	1	1	1	(5037)(14)南诏破军套_提高破防值	破军·玉指	每层提高4点阴性内功破防值	1
5037	15	3428	1	1	1	(5037)(15)南诏破军套_提高破防值	破军·风藤	每层提高4点外功破防值	1
5038	1	2148	1	1	1	(5038)(1)监狱_允许探监	探监	允许探监	1
5040	1	17	1	1	1	(5040)(1)龙门飞剑_参与活动标记	龙门飞剑	侠士在找寻飞剑盒钥匙期间，每秒气力值回复90点，不会摔成重伤	1
5043	1	19	1	1	1	(5043)(1)龙门飞剑_蓄力层数	蓄力	踩踏飞石聚力3层，则可突破阻碍冲进旋风之内	1
5054	1	331	1	1	1	(5054)(1)天罚	天罚	接受玲珑阁主的制裁吧！	1
5056	1	331	1	1	1	(5056)(1)主城茶馆_天罚2	天罚	接受玲珑阁主的制裁吧！	1
5060	1	2034	0	0	1	(5060)(1)南诏皇宫_萧杀_龙殇易伤	龙殇	受到的阳性、外功伤害提高100%	1
5065	0	16	1	1	1	(5065)(0)南诏皇宫_6号_陈和尚_狱炎杀棍	狱炎杀棍·狂骨	每层每秒受到<BUFF atCallSolarDamage>点阳性内功伤害	1
5066	0	3442	1	1	1	(5066)(0)南诏皇宫_6号_陈和尚_滚石	滚石	每秒受到<BUFF atCallPhysicsDamage>点外功伤害	1
5068	0	3444	1	1	1	(5068)(0)南诏皇宫_6号_陈和尚_致命格挡	致命格挡	陈和尚在积蓄气力	1
5069	0	390	1	1	1	(5069)(0)南诏皇宫_6号_康雪烛_兰摧玉折	兰摧玉折	每层每3秒受到<BUFF atCallNeutralDamage>点混元内功伤害	1
5070	0	404	1	1	1	(5070)(0)南诏皇宫_6号_康雪烛_钟林毓秀	钟林毓秀	每层每3秒受到<BUFF atCallNeutralDamage>点混元内功伤害	1
5071	0	400	1	1	1	(5071)(0)南诏皇宫_6号_康雪烛_浮花浪蕊	浮花浪蕊	每层每3秒受到<BUFF atCallNeutralDamage>点混元内功伤害	1
5072	0	404	1	1	1	(5072)(0)南诏皇宫_6号_康雪烛_钟林刻骨	钟林刻骨	定身	1
5073	0	400	1	1	1	(5073)(0)南诏皇宫_6号_康雪烛_浮花刻骨	浮花浪蕊·刻骨	走火入魔	1
5074	0	399	1	1	1	(5074)(0)南诏皇宫_6号_康雪烛_兰摧毓秀	兰摧毓秀	外功攻击降低8000点，内功攻击降低9600点	1
5075	1	401	1	1	1	(5075)(1)南诏皇宫_6号_康雪烛_兰摧浪蕊	兰摧浪蕊	每秒消耗2%内力最大值	1
5076	0	390	1	1	1	(5076)(0)南诏皇宫_6号_康雪烛_兰摧·狂骨	兰摧·狂骨	陈和尚的招式会附带“兰摧玉折”效果	1
5077	0	404	1	1	1	(5077)(0)南诏皇宫_6号_康雪烛_钟林·狂骨	钟林·狂骨	陈和尚的招式附带“钟林毓秀”的效果	1
5078	0	400	1	1	1	(5078)(0)南诏皇宫_6号_康雪烛_浮花·狂骨	浮花·狂骨	陈和尚的招式附带“浮花浪蕊”效果	1
5079	0	330	1	1	1	(5079)(0)南诏皇宫_6号_弓箭手_致死散射	致死散射	每层每秒受到<BUFF atCallPoisonDamage>点毒性内功伤害，移动速度降低20%，受到的疗伤成效降低20%	1
5081	0	3396	1	1	1	(5081)(0)南诏皇宫_6号_李倓_魁龙气	魁龙气	每秒损失10%内力最大值，定身	1
5083	0	3397	1	1	1	(5083)(0)南诏皇宫_6号_李倓_魁龙气_NPC	魁龙气	每层使李倓的内、外功攻击力提高50%	1
5086	0	339	1	1	1	(5086)(0)南诏皇宫_6号_李倓_镜中胧月_BOSS眩晕	月影	眩晕	1
5087	0	3419	1	1	1	(5087)(0)南诏皇宫_6号_李倓_镜中胧月_无敌	胧相	无法被攻击	1
5088	1	560	1	1	1	(5088)(1)杀手欠钱_新	有债必偿	杀人偿命，欠债还钱。\n你被捕快抓捕入狱时欠下捕快勤务费用，所欠部分将陆续从你的获利当中扣除，直到还清所有欠债	1
5089	0	22	1	1	1	(5089)(0)南诏皇宫_6号_李倓_冰魄	冰魄	无法移动	1
5090	0	3429	1	1	1	(5090)(0)南诏皇宫_6号_李倓_冰魄寒龙	冰魄寒龙	冰魄寒气	1
5091	0	3428	1	1	1	(5091)(0)南诏皇宫_6号_李倓_金龙煞气	金龙煞气	每层使外功攻击力提高10%	1
5093	0	345	1	1	1	(5093)(0)南诏皇宫_小怪_金刚缚	金刚缚	定身	1
5095	0	14	1	1	1	(5095)(0)南诏皇宫_小怪_颤心针	颤心针	每2秒受到<BUFF atCallPoisonDamage>点毒性内功伤害，并漫无目的的行走	1
5096	1	341	1	1	1	(5096)(1)南诏皇宫_6号_弓箭手_致死散射	致死散射	被瞄准	1
5096	2	341	1	1	1	(5096)(2)南诏皇宫_6号_弓箭手_致死散射	精确射杀	被瞄准	1
5107	0	3430	1	1	1	(5107)(0)南诏皇宫_小怪_穿孔箭	穿孔箭	无法施展内功招式	1
5108	0	3431	1	1	1	(5108)(0)南诏皇宫_小怪_裂甲弹	裂甲弹	无法施展外功招式	1
5109	1	345	1	1	1	(5109)(1)一线天_虎盾死士_盾击沉默	晋默	无法施展伤害招式	1
5110	1	342	1	1	1	(5110)(1)一线天_虎盾死士_盾击沉默	缄默	无法施展任何招式	1
5111	1	2022	1	1	1	(5111)(1)一线天_苏清_无懈可击反伤	还治彼身	每层反弹受到的伤害10%,每秒回复<BUFF atLifeReplenishExt>点血量	1
5111	2	2022	1	1	1	(5111)(2)一线天_苏清_无懈可击反伤	还治彼身	每层反弹受到的伤害10%	1
5112	1	3452	1	1	1	(5112)(1)一线天_苏清_盾舞破防	卸甲	外功防御力降低10%	1
5112	2	3452	1	1	1	(5112)(2)一线天_苏清_盾舞破防	卸甲	外功防御力降低10%	1
5113	1	2028	1	1	1	(5113)(1)一线天_苏清_士气大振	士气大振	每层增加10%伤害，并使受到的伤害降低10%	1
5113	2	2028	1	1	1	(5113)(2)一线天_苏清_士气大振	士气大振	每层增加10%伤害	1
5116	1	2028	1	1	1	(5116)(1)一线天_宁毅_燃情buff	燃情	所有伤害输出增加20%，受到的所有伤害降低20%	1
5117	0	326	1	1	1	(5117)(0)一线天_列缺_星陨buff	星陨	吸收<BUFF atGlobalTherapyAbsorb>点治疗效果,每秒对目标造成外功伤害	1
5118	1	19	1	1	1	(5118)(1)一线天_列缺_怒焰	怒焰	愤怒的火焰在心中燃起,所有伤害增强30%	1
5118	2	19	1	1	1	(5118)(2)一线天_列缺_怒焰	怒焰	愤怒的火焰在心中燃起,所有伤害增强20%	1
5124	1	360	1	1	1	(5124)(1)2013春节活动_剑心的祝福	剑心的祝福	气血上限提高2000点，全属性提高30点	1
5125	1	2027	1	1	1	(5125)(1)一心天_列缺_列风残减速	风疾	移动速度降低20%,每秒造成一次外功伤害	1
5125	2	2027	1	1	1	(5125)(2)一心天_列缺_列风残减速	风疾	移动速度降低20%,每秒造成一次外功伤害	1
5126	1	20	1	1	1	(5126)(1)一线天_霹雳_星灭dot	闪破	每秒造成一次外功伤害	1
5126	2	20	1	1	1	(5126)(2)一线天_霹雳_星灭dot	闪破	每秒造成一次外功伤害	1
5127	1	15	1	1	1	(5127)(1)一线天_三号被击	反击力	受到攻击则会增加自身攻击力	1
5128	1	2026	1	1	1	(5128)(1)一线天_三号_激怒	激怒	每层增加伤害5%	1
5129	1	2020	1	1	1	(5129)(1)一线天_霹雳_滞步	滞步	对处于移动状态的玩家造成伤害	1
5130	1	332	1	1	1	(5130)(1)一线天_霹雳_移影落	移影落	将BOSS受到伤害的20%转移至目标玩家	1
5132	1	345	1	1	1	(5132)(1)一线天_风怒_减速	风迟	移动速度降低10%	1
5132	2	345	1	1	1	(5132)(2)一线天_风怒_减速	风迟	移动速度降低10%	1
5133	1	332	1	1	1	(5133)(1)一线天_沙堆_减速	沙陷	移动速度降低5%,命中降低10%	1
5134	1	0	1	1	1	(5134)(1)2013春节活动_白发buff	Buff=1，Debuff=2，Dot=3，Hot=4	BuffType取值	1
5135	1	3949	1	1	1	(5135)(1)气纯特殊武器_群体蛋壳	白鹤腾空	吸收800点伤害	1
5135	2	3949	1	1	1	(5135)(2)气纯特殊武器_群体蛋壳	白鹤腾空	吸收伤害	1
5137	1	3887	1	1	1	(5137)(1)明教特殊武器_技能事件监控	双绞龙卷	施展3次攻击后，自己定身4秒	1
5138	1	3887	1	1	1	(5138)(1)明教特殊武器_计数用	双绞龙卷	叠加到3层时定身4秒	1
5139	1	3887	1	1	1	(5139)(1)明教特殊武器_定身	双绞龙卷	定身4秒	1
5140	1	2877	1	1	1	(5140)(1)剑纯特殊武器_破甲	画影残月	外功防御值降低50点	1
5141	1	2877	1	1	1	(5141)(1)剑纯特殊武器_debuff计数	残月剑痕	叠加到10层时会对自己造成持续伤害	1
5142	1	2877	1	0	1	(5142)(1)剑纯特殊武器_DOT	残月剑痕	每秒受到300点外功伤害	1
5143	1	3949	1	1	0	(5143)(1)气纯特殊武器_回复气血值	白鹤腾空	回复8000点气血值	1
5144	0	3424	1	1	1	(5144)(0)南诏皇宫_6号_李倓_龙铁牢锁_减伤	龙铁	受到的伤害降低50%	1
5145	1	3949	1	1	1	(5145)(1)气纯特殊武器_减防御	白鹤腾空	内功防御值降低30点	1
5148	0	328	1	1	1	(5148)(0)南诏皇宫_6号_李倓_镜中胧月_影子	影子	李倓之影	1
5149	0	3448	1	1	1	(5149)(0)南诏皇宫_6号_李倓_龙铁甲	龙铁甲	每层使受到的伤害降低25%	1
5150	0	345	1	1	1	(5150)(0)南诏皇宫_6号_李倓_冰魄寒气	冰魄寒气	眩晕，受到的伤害提高50%	1
5151	0	3447	1	1	1	(5151)(0)南诏皇宫_6号_李倓_金龙护体	金龙护体	无法被攻击	1
5152	0	3413	1	1	1	(5152)(0)南诏皇宫_小怪_荒木	荒木	锁足	1
5154	0	252	1	1	1	(5154)(0)南诏皇宫_小怪_百毒化清丹	百毒化清丹	抵御一次“血刀飞墨”	1
5155	0	2874	1	1	1	(5155)(0)南诏皇宫_小怪_青越剑水	青越剑水	抵御一次“胧月剑气”	1
5156	0	2472	1	1	1	(5156)(0)南诏皇宫_小怪_金色剑灰	金色剑灰	抵御一次“金龙横空”	1
5157	0	338	1	1	1	(5157)(0)南诏皇宫_小怪_绞喉	绞喉	无法施展内功招式与轻功	1
5161	0	3409	1	1	1	(5161)(0)南诏皇宫特殊武器_血魂	血魂	每层每3秒受到<BUFF atCallLunarDamage>点阴性内功伤害	1
5162	0	3440	1	1	1	(5162)(0)南诏皇宫特殊武器_噬心	噬心	每层使移动速度降低10%	1
5163	0	4221	1	1	1	(5163)(0)南诏皇宫特殊武器_诛心	诛心	眩晕	1
5164	0	3425	1	1	1	(5164)(0)南诏皇宫特殊武器_寒骨	寒骨	每层使移动速度降低10%，10层转化为“深结”	1
5165	0	3419	1	1	1	(5165)(0)南诏皇宫特殊武器_深结	深结	定身	1
5168	1	19	1	1	1	(5168)(1)一线天_虎盾死士_战毅	战毅	每层增加外功伤害10%.	1
5169	1	326	1	1	1	(5169)(1)一线天_虎盾死士_治疗吸收盾	炎魔	吸收<BUFF atGlobalTherapyAbsorb>点治疗效果	1
5169	2	326	1	1	1	(5169)(2)一线天_虎盾死士_治疗吸收盾	炎魔	吸收<BUFF atGlobalTherapyAbsorb>点治疗效果	1
5171	1	2020	1	1	1	(5171)(1)一线天_苏清_破天重击定身buff	恫吓	定身	1
5172	1	0	0	0	0	(5172)(1)一线天_苏清_破天重击冲锋维持buff	Buff=1，Debuff=2，Dot=3，Hot=4	BuffType取值	1
5173	0	0	1	1	0	(5173)(0)一线天_苏清_破天重击计数buff	Buff=1，Debuff=2，Dot=3，Hot=4	BuffType取值	1
5174	1	18	1	1	1	(5174)(1)一线天_苏清_破天重击溢伤buff	流血	每秒造成外功伤害	1
5174	2	18	1	1	1	(5174)(2)一线天_苏清_破天重击溢伤buff	流血	每秒造成少量外功伤害	1
5175	1	2028	1	1	1	(5175)(1)一线天_武器_自爆buff	暴燃	每层提高15%外功伤害	1
5175	2	2028	1	1	1	(5175)(2)一线天_武器_自爆buff	暴燃	每层提高5%外功伤害	1
5177	1	2022	0	1	1	(5177)(1)充值活动_踢蛇_眩晕	眩晕	被转的晕乎乎的	1
5181	1	348	0	0	1	(5181)(1)粮食负重	负重	身上背着重物	1
5182	1	3448	1	1	1	(5182)(1)一线天_MT虎盾死士_溢伤伤害buff	虚弱	受到所有伤害增加200%	1
5183	1	2292	1	1	1	(5183)(1)剑心的年夜祝福	剑心的年夜祝福	酒逢知己千杯少，剑心千里送祝福	1
5185	1	3409	0	0	1	(5185)(1)提水桶	提水	提着水桶可以灭掉火	1
5186	1	3887	1	0	1	(5186)(1)明教特殊武器_减速	双绞龙卷	移动速度降低50%	1
5193	1	12494	1	0	1	(5193)(1)天策特殊武器_上马标识用	奔虹赤	策马驰骋	1
5195	0	3409	1	1	1	(5195)(0)南诏皇宫_6号_李倓_虚弱	虚弱	受到的伤害提高150%	1
5196	0	391	1	1	1	(5196)(0)南诏皇宫_6号_康雪烛_钟林浪蕊	钟林浪蕊	施展招式有30%几率使自身受到15000点混元伤害	1
5197	0	2133	0	0	1	(5197)(0)通用_禁止复活	濒死窒息	重伤后将无法被治愈	1
5199	0	325	1	1	1	(5199)(0)南诏皇宫_6号_莫雨_正面格挡盾	雪魔	由于内功特殊，无法受到任何治疗与气劲	1
5202	1	981	0	0	1	(5202)(1)垂钓	饵食	带着饵食才能钓到海月水蜇	1
5208	0	0	1	1	0	(5208)(0)剑纯特殊武器_伤害延迟1	画影残月	BuffType取值	1
5208	1	0	1	1	0	(5208)(1)剑纯特殊武器_伤害延迟1	画影残月	BuffType取值	1
5209	1	0	1	1	0	(5209)(1)剑纯特殊武器_伤害延迟2	画影残月	BuffType取值	1
5210	1	3452	1	1	1	(5210)(1)一线天_普通虎盾死士_盾击减防	裂甲	外功防御降低5%	1
5212	1	2028	1	1	1	(5212)(1)江湖悬赏DeBuff	怨念	因被江湖决斗而重伤，怨气缠身，所有基础属性降低5%。可在姬别情处购买【顺气丸】，以消除此效果	1
5212	2	2028	1	1	1	(5212)(2)江湖悬赏DeBuff	怨念	因被江湖决斗而重伤，怨气缠身，所有基础属性降低10%。可在姬别情处购买【顺气丸】，以消除此效果	1
5212	3	2028	1	1	1	(5212)(3)江湖悬赏DeBuff	怨念	因被江湖决斗而重伤，怨气缠身，所有基础属性降低20%。可在姬别情处购买【顺气丸】，以消除此效果	1
5212	4	2028	1	1	1	(5212)(4)江湖悬赏DeBuff	怨念	因被江湖决斗而重伤，怨气缠身，所有基础属性降低20%。可在姬别情处购买【顺气丸】，以消除此效果	1
5212	5	2028	1	1	1	(5212)(5)江湖悬赏DeBuff	怨念	因被江湖决斗而重伤，怨气缠身，所有基础属性降低30%。可在姬别情处购买【顺气丸】，以消除此效果	1
5212	6	2028	1	1	1	(5212)(6)江湖悬赏DeBuff	怨念	因被江湖决斗而重伤，怨气缠身，所有基础属性降低30%。可在姬别情处购买【顺气丸】，以消除此效果	1
5218	1	2037	0	0	1	(5218)(1)营救伤兵	负重	背负着唐军士兵	1
5219	1	2028	0	0	1	(5219)(1)振奋	振奋	这个士兵斗志高昂	1
5220	1	340	0	0	1	(5220)(1)沉睡	沉睡	刚刚服用过安乐散	1
5223	1	1260	1	1	1	(5223)(1)押送镖银	押送镖银	本日已经领取镖银	1
