SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	RecipeTagMask	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	UseEarlyWarningScript	TargetFollowTypeRequest	IgnoreSilence	LongRange	AOE	AbradeEquipRate	UseSkillCoefficient	RangePutOpti	IgnoreSelectCheck	BelongDynamicGroupID	PlatformType	SkillCoefficient	DotCoefficient	SurplusCoefficient	NeedCheckSkillSlot
移动端_风华	100511	测试技能	直接伤害技能	1	None	Normal	1	100509	4	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	0		0	
移动端_两生_被击闪避	100512	测试技能	直接伤害技能	1	None	Normal	1	100085	4	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\移动端_云裳心经_子技能\移动端_两生_被击闪避.lua		Neutral	0	0	0	3489595390	3758030846	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0				Any					1				2	192			
移动端_傲血_破坚阵秘籍2_5秒击倒	100515	测试技能		1	Physics	Stun	1	100384	1	TargetSingle	2	0	Invalid	0	1	100406	0	0	0	0	0	0	1	0	0	0	0	1	0	16384	0	0	1	0	1	0	0	0	NotHoldHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	None	0	AniAndSfx	天策\移动端_傲血战意_秘籍\移动端_傲血_破坚阵秘籍2_5秒击倒.lua		Harmful	0	0	0	2214875134	2621341694	100033				0	0	0	0	0	0		NotInSprint	Any				0	63	63	63		1	0				Any					1				2	224			
移动端_春辞	100516	测试技能	直接伤害技能	1	None	Normal	1	100509	4	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	七秀\移动端_云裳心经_奇穴\移动端_春辞.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	0		0	
移动端_春辞_被控判定	100517	测试技能	直接伤害技能	1	LunarMagic	Normal	1	100085	4	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	1	0	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\移动端_云裳心经_子技能\移动端_春辞_被控判定.lua		Beneficial	0	0	0	2281734110	2281734110	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				2	192			
移动端_乞巧	100518	测试技能	直接伤害技能	1	None	Normal	1	100509	4	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	七秀\移动端_云裳心经_奇穴\移动端_乞巧.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	0		0	
移动端_乞巧_增加疗伤	100519	测试技能	直接伤害技能	1	None	Normal	1	100085	4	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	移动端_七秀/子技能/移动端_乞巧_增加疗伤.lua		Neutral	0	0	0	3489595390	3758030846	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0				Any					1				2	192			
移动端_傲血战意_奇穴	100521	测试技能	直接伤害技能	1	Physics	Normal	1	0	1	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	160			
移动端_傲血战意_奇穴1_1_啸如虎	100522	测试技能	直接伤害技能	1	None	Normal	1	100521	1	CasterSingle	0	0	Invalid	0	1	100406	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	天策\移动端_傲血战意_奇穴\移动端_傲血战意_奇穴1_1_啸如虎.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_傲血战意_奇穴1_2	100523	测试技能	直接伤害技能	1	None	Normal	1	100521	1	CasterSingle	0	0	Invalid	0	1	100406	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_傲血战意_奇穴2_1	100524	测试技能	直接伤害技能	1	None	Normal	1	100521	1	CasterSingle	0	0	Invalid	0	1	100406	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	天策\移动端_傲血战意_奇穴\移动端_傲血战意_奇穴2_1.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_傲血战意_奇穴2_2	100525	测试技能	直接伤害技能	1	None	Normal	1	100521	1	CasterSingle	0	0	Invalid	0	1	100406	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	天策\移动端_傲血战意_奇穴\移动端_傲血战意_奇穴2_2.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_傲血战意_奇穴3_1	100526	测试技能	直接伤害技能	1	None	Normal	1	100521	1	CasterSingle	0	0	Invalid	0	1	100406	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	天策\移动端_傲血战意_奇穴\移动端_傲血战意_奇穴3_1.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_傲血战意_奇穴3_2	100527	测试技能	直接伤害技能	1	None	Normal	1	100521	1	CasterSingle	0	0	Invalid	0	1	100406	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	天策\移动端_傲血战意_奇穴\移动端_傲血战意_奇穴3_2.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_冥泽	100532	测试技能	直接伤害技能	1	None	Normal	1	100509	4	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	Any	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	七秀\移动端_云裳心经_奇穴\移动端_冥泽.lua		Neutral	0	0	0	4294967294	4294967294	0		0	1	0	0	0	0	0	0		Any	Any				0	63		63			1				Any	1				0				2	0		0	
移动端_妍姿	100533	测试技能	直接伤害技能	1	None	Normal	1	100509	4	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	七秀\移动端_云裳心经_奇穴\移动端_妍姿.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1				2	0		0	
移动端_碎冰	100534	测试技能	直接伤害技能	1	None	Normal	1	100509	4	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	七秀\镇派\急速丰年.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_苍梧	100535	测试技能	直接伤害技能	1	None	Normal	1	100509	4	CasterSingle	0	0	Invalid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	七秀\镇派\急速丰年.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_苍梧_疗伤加成	100537	测试技能	直接伤害技能	1	None	Normal	1	100085	4	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	移动端_七秀/子技能/移动端_乞巧_增加疗伤.lua		Neutral	0	0	0	3489595390	3758030846	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63			0				Any					1				2	192			
移动端_春泥护花_被击后驱散	100552	测试技能	直接伤害技能	1	None	Normal	1	100457	2	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	万花\移动端_花间游_子技能\移动端_春泥护花_被击后驱散.lua		Neutral	0	0	0	3426680830	3426680830					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1				2	192			
移动端_通用_自动剑舞	100553	测试技能	直接伤害技能	7	None	Normal	1	100085	4	CasterSingle	0	0	Invalid	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	七秀\名动四方_开启自动剑舞.lua		Beneficial	0	0	0	2352906238	2621341694					0	0	0	0	0	0		NotInSprint	Any				0	63	63	63			0				Any					1				2	192			
移动端_紫霞功_奇穴	100555	测试技能	直接伤害技能	1	Physics	Normal	1	0	3	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_紫霞功_奇穴1_1	100556	测试技能	直接伤害技能	1	None	Normal	1	100555	3	CasterSingle	0	0	Invalid	0	3	100389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	纯阳\移动端_紫霞功_奇穴\移动端_紫霞功_奇穴1_1.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					0				2				
移动端_紫霞功_奇穴1_2	100557	测试技能	直接伤害技能	1	None	Normal	1	100555	3	CasterSingle	0	0	Invalid	0	3	100389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	纯阳\移动端_紫霞功_奇穴\移动端_紫霞功_奇穴1_2.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_紫霞功_奇穴2_1	100558	测试技能	直接伤害技能	1	None	Normal	1	100555	3	CasterSingle	0	0	Invalid	0	3	100389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_紫霞功_奇穴2_2	100559	测试技能	直接伤害技能	1	None	Normal	1	100555	3	CasterSingle	0	0	Invalid	0	3	100389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_紫霞功_奇穴3_1	100560	测试技能	直接伤害技能	1	None	Normal	1	100555	3	CasterSingle	0	0	Invalid	0	3	100389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_紫霞功_奇穴3_2	100561	测试技能	直接伤害技能	1	None	Normal	1	100555	3	CasterSingle	0	0	Invalid	0	3	100389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_紫霞功_奇穴4_1	100562	测试技能	直接伤害技能	1	None	Normal	1	100555	3	CasterSingle	0	0	Invalid	0	3	100389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_紫霞功_奇穴4_2	100563	测试技能	直接伤害技能	1	None	Normal	1	100555	3	CasterSingle	0	0	Invalid	0	3	100389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_玳弦急曲_实际伤害	100564	测试技能	直接伤害技能	28	LunarMagic	Damage	1	100394	4	Column	5	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	81	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	七秀\移动端_冰心诀_子技能\移动端_玳弦急曲_实际伤害.lua		Harmful	0	0	0	2214609150	2684256254		1	0	1	0	0	0	0	0	0	132606	NotInSprint	Any		0		0	63		63		1	0				Any			1		1				2	208		664	
移动端_清全技能CD	100565	测试技能	直接伤害技能	1	Physics	Normal	1	100002	30	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	移动端-通用\通用\移动端_清全技能CD.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_任驰骋_下马	100566	测试技能	直接伤害技能	28	Physics	Normal	1	100026	1	CasterSingle	2	0	Invalid	0	1	100406	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	Horse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	None	1	AniAndSfx	天策\移动端_傲血战意_技能\移动端_任驰骋_下马.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	2214609150	0	0	0	0	0		NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	1			Any	0		0		1		0		2	160			
移动端_月出东山	100567	测试技能	直接伤害技能	1	LunarMagic	Damage	1	100393	4	CasterSingle	5	0	Invalid	0	4	100410	0	0	0	1	1	0	0	1	1	0	1	0	32769	524288	0	1	1	0	1	0	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	七秀\移动端_冰心诀_技能\移动端_月出东山.lua		Neutral	0	0	0	16526	16526		64	0	1	0	0	0	0	0	0		NotInSprint	Any				0	20	20	63		1	0				Any		1		1024	0				2				1
移动端_铁牢律_奇穴	100568	测试技能	直接伤害技能	1	Physics	Normal	1	0	1	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	160			
移动端_铁牢律_奇穴1_1_啸如虎	100569	测试技能	直接伤害技能	1	None	Normal	1	100568	1	CasterSingle	0	0	Invalid	0	1	100407	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHoldHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	None	天策\移动端_铁牢律_奇穴\移动端_铁牢律_奇穴1_1_啸如虎.lua		Neutral	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				2	192			
移动端_铁牢律_奇穴1_2	100570	测试技能	直接伤害技能	1	Physics	Normal	1	100568	1	TargetSingle	0	0	Invalid	0	1	100407	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	160			
移动端_铁牢律_奇穴2_1	100571	测试技能	直接伤害技能	1	Physics	Normal	1	100568	1	TargetSingle	0	0	Invalid	0	1	100407	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	160			
移动端_铁牢律_奇穴2_2	100572	测试技能	直接伤害技能	1	Physics	Normal	1	100568	1	TargetSingle	0	0	Invalid	0	1	100407	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	天策\移动端_铁牢律_奇穴\移动端_铁牢律_奇穴2_2.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	160			
移动端_铁牢律_奇穴3_1	100573	测试技能	直接伤害技能	1	Physics	Normal	1	100568	1	TargetSingle	0	0	Invalid	0	1	100407	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	160			
移动端_铁牢律_奇穴3_2	100574	测试技能	直接伤害技能	1	Physics	Normal	1	100568	1	TargetSingle	0	0	Invalid	0	1	100407	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0				1		0		2	160			
移动端_离经易道_子技能	100575	测试技能	直接伤害技能	1	Physics	Normal	1	0	2	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_离经易道_奇穴	100576	测试技能	直接伤害技能	1	Physics	Normal	1	0	2	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_离经易道_奇穴1_1	100577	测试技能	直接伤害技能	1	Physics	Normal	1	100576	2	TargetSingle	0	0	Invalid	0	2	100411	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	万花\移动端_离经易道_奇穴\移动端_离经易道_奇穴1_1.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_离经易道_奇穴1_2	100578	测试技能	直接伤害技能	1	Physics	Normal	1	100576	2	TargetSingle	0	0	Invalid	0	2	100411	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_离经易道_奇穴2_1	100579	测试技能	直接伤害技能	1	Physics	Normal	1	100576	2	TargetSingle	0	0	Invalid	0	2	100411	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	万花\移动端_离经易道_奇穴\移动端_离经易道_奇穴2_1.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_离经易道_奇穴2_2	100580	测试技能	直接伤害技能	1	Physics	Normal	1	100576	2	TargetSingle	0	0	Invalid	0	2	100411	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_离经易道_奇穴3_1	100581	测试技能	直接伤害技能	1	Physics	Normal	1	100576	2	TargetSingle	0	0	Invalid	0	2	100411	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	万花\移动端_离经易道_奇穴\移动端_离经易道_奇穴3_1.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
移动端_离经易道_奇穴3_2	100582	测试技能	直接伤害技能	1	Physics	Normal	1	100576	2	TargetSingle	0	0	Invalid	0	2	100411	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	0	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	132606	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0		2	160			
