SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	Remark	Name	Desc	ShortDesc	SpecialDesc	KungfuDesc	HelpDesc	IsShowInNewSkill	CanDrag	SkillRelyOnShow	SkillRelyOnNotShow	IsShowNotLearn	IsHotkeyExitWhenForget	Buff	Debuff	BlackList	SimpleDesc	AutoSelectTarget	Decoration	nInterruptIcon
407	0	655	0	0	0	0	0	1	(407) 天策_子技能_破风_破甲	破风	化身为虎，10分钟内使自身外功攻击提高10点，同时令穿云具备致伤效果，最多叠3层，3层致伤后会获得额外的重伤效果。\n致伤：使目标受到的伤害提高1%，重伤：使目标受到的伤害提高5%。					1										1		
408	0	13	1	1	0	0	0	1	(408) 天策_技能事件_徐如林	徐如林	测试技能					1										0		
409	0	13	1	1	0	0	0	99	(409) 天策_子技能_断魂刺_子弹	断魂刺	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1						0		
410	1	13	1	1	0	0	0	1	(410) 天策_技能事件_掠如火	掠如火	测试技能					1										0		
411	0	654	1	1	0	0	0	3	(411) 天策-掠如火	掠如火	施展后使自身威胁值提高75%，团队成员获得无威胁气劲，持续15秒。<TALENT 2627 1 调息时间降低5秒，施展后使团队成员获得无威胁气劲，持续3秒><TALENT 2627 2 调息时间降低10秒，施展后使团队成员获得无威胁气劲，持续6秒><TALENT 2627 3 调息时间降低15秒，施展后使团队成员获得无威胁气劲，持续9秒>	<BUFF 199 0 desc>。	将有五危，必死可杀，侵掠如火。		辅助技，需要在短时间内造成大量威胁时使用效果最佳。	1	1			1	1					0		
412	0	656	1	1	0	0	0	1	(412) 天策-疾如风	疾如风	解除所有控制效果，自身免疫控制(击退和被拉除外)，持续3秒。<TALENT 22727 1 调息时间降低5秒，可额外透支使用一次><TALENT 5671 1 效果期间施展外功伤害招式，对前方180度扇形区域内的5个目标造成外功伤害><TALENT 5672 1 小队成员的外功会心几率提高10%，持续5秒><TALENT 5670 1 不受控制招式影响的效果提高到6秒，并立刻获得5点“战意”><TALENT 14805 1 调息时间降低7秒，施展后10秒内自身受到技能伤害被会心几率降低20%><TALENT 18238 1 施展“疾如风”后自身威胁值提高75%，团队成员获得无威胁气劲，持续8秒>	<BUFF 2761 5 desc>。	攻其所不守，其疾如风。		辅助技，解除自身控且短时间免疫控制效果。	1	1			1					辅助技，解除自身控且短时间免疫控制效果。	0		
413	0	652	1	1	0	0	0	4	(413) 天策-守如山	守如山	使自身<BUFF 367 1 desc>，持续<BUFF 367 1 time>。<TALENT 14804 1 自身气血值每降低10%，施展“守如山”效果持续时间增加1秒><TALENT 14802 1 受到伤害导致自身气血值低于35%，立刻重置“守如山”调息时间，该效果最多每90秒触发一次><TALENT 5694 1 调息时间降低60秒，减伤效果变为50%，马上施展则额外增加5秒持续时间><TALENT 6518 1 立刻强制周围8尺内的5个敌人攻击自身，每3秒再次强制攻击自身><TALENT 5664 1 施展后恢复自身最大气血值10%的气血值>		善守者，敌不知其所攻，不动如山。		防御技，可减免受到的大部分伤害效果。	0	1			1					防御技，减少自身受到的伤害。	0		
414	1	13	1	1	0	0	0	1	(414) 天策_技能事件_铁牢律_坚韧	坚韧	测试技能					1										0		
415	0	637	1	1	0	0	0	5	(415) 天策-龙牙	龙牙	消耗3点战意，对目标造成100%的武器伤害外加<SUB 18773 0>点外功伤害。<TALENT 15001 1 施展距离提高4尺，命中有自身“流血”效果的目标额外造成25%伤害><TALENT 5666 1 每点“战意”增加5%伤害><TALENT 6517 1 施展后有30%几率不消耗战意效果><TALENT 5658 1 命中目标后，对目标周围6尺的5个目标造成外功伤害><TALENT 5660 1 会心几率提高10%，会心效果提高10%><TALENT 5652 1 命中后刷新目标身上的“破风”效果><TALENT 2610 2 伤害提高4%><TALENT 6512 1 施展后有35%几率刷新“龙吟”的调息时间><TALENT 5688 1 使目标造成的伤害降低10%，持续6秒><TALENT 6869 1 反击效果期间每次使用“龙牙”都使目标外功防御降低10%，最多叠加3层，持续20秒><TALENT 6511 1 牧云效果期间施展“龙牙”都使牧云叠加一层，最多触发3次><TALENT 24899 1 “纵轻骑”期间额外附带一次100%的武器伤害效果><TALENT 25354 1 施展“龙牙”，使得自身“破招”提高10%，此效果持续15秒，最多叠加5层><TALENT 5659 1 施展“龙吟”后，使下一个“龙牙”伤害提高20%>	外加外功伤害：提高到<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)。	龙牙出时天下红。		攻击技，能对目标造成极大的伤害。	1	1			1					攻击技，消耗战意对目标造成大量伤害。	1		
416	1	13	1	1	0	0	0	1	(416) 天策_子技能_守如山_傲血战意	守如山	测试技能					1										0		
417	1	13	1	1	0	0	0	1	(417) 天策_技能事件_守如山_反击	守如山	测试技能					1										0		
418	0	638	1	1	0	0	0	2	(418) 天策-突	突	使目标其眩晕，持续1秒，快速冲向目标，并使自身不受控制招式影响(击退和被拉除外)，持续3秒，对目标造成<SUB 431 0>外功伤害，并将其击倒1秒，每超过目标8尺将其命中，则击倒时间延长1秒。<TALENT 18228 1 自身将获得“徐如林”效果，使自身外功伤害招式命中敌人后，有50%的几率使自身气血与内力在1秒后恢复5%，持续5秒><TALENT 5674 1 施展后将使自身<BUFF 745 2 desc>，持续<BUFF 745 2 time>><TALENT 5675 1 施展后将使自身受到的伤害降低30%，持续8秒><TALENT 5700 1 命中后强迫周围6尺范围的5个敌对目标攻击自身><TALENT 6514 1 变为2层充能，充能时间为20秒，命中目标时获得1点“战意”><TALENT 6511 1 调息时间增加25秒，施展后自身获得“牧云”效果><TALENT 24901 1 施展“疾”使得自身接下来一个“突”施展距离提高7尺，附带眩晕时间增加1秒，与目标距离每增加8尺，突的免控时间增加1秒>	外功伤害：提高到<SUB 431 0>。	枪如奔雷，势如闪电。		控制技，能使你迅速接近远距离外的敌人并将其击倒。	1	1			1					控制技，冲向目标并击倒目标。	1		
419	1	13	1	1	0	0	0	1	(419) 天策_子技能_守如山_铁牢律	守如山	测试技能					1										0		
420	0	634	1	1	0	0	0	3	(420) 天策-乱(未启用)	乱	对目标造成150%的武器伤害外加<SUB 477 0>点外功伤害，如果自身气血值低于50%，则造成两倍伤害。	外加外功伤害：提高到<SUB 477 0>点。	乱雷轰鸣，势不可挡。			1										1		
421	0	13	1	1	0	0	0	1	(421) 大道无术_6点气	大道无术	凌太虚_6点气					1										0		
422	0	649	1	1	0	0	0	6	(422) 天策-啸如虎	啸如虎	自身气血值少于40%时方可施展，使自身<BUFF 203 0 desc>，持续10秒。<TALENT 14822 1 可在受控状态下施展，效果期间受到会心攻击恢复自身5%气血值，最多作用5次><TALENT 5697 1 期间被疗伤成效额外提高30%，持续期间每2秒进行一次“虎震”使周围6尺内5个目标眩晕1.5秒><TALENT 2625 1 调息时间降低5秒，“啸如虎”效果下被疗伤成效提高15%><TALENT 24902 1 施展“啸如虎”不再有气血值限制，期间自身受到伤害将会在“啸如虎”气劲结束之后使得自身获得可以化解等量伤害的吸收盾，最大为自身3倍的最大气血值，持续10秒>	<BUFF 203 0 desc>。	善战者胜可知，而不可为，军啸如虎。		生存技，在低气血状态下施展使自身在一定时间内不会重伤。	0	1			1	1				生存技，使自身一定时间内不会重伤。	0		
423	0	636	1	1	0	0	0	5	(423) 天策-灭	灭	对自身造成气血最大值3%的外功伤害，对目标造成100%的武器伤害外加<SUB 702 0>外功伤害。若自身气血低于50%，对自身造成的外功伤害降低50%，对目标造成的伤害提高50%。<TALENT 5666 1 每点“战意”增加5%伤害><TALENT 5682 1 不再对自身造成伤害，并回复自身15%气血值><TALENT 6524 1 对气血值低于40%的目标造成40%的额外伤害，施展灭6秒内获得一次额外的施展机会><TALENT 6530 1 施展距离提高到25尺，施展时解除自身锁足减速不利效果并冲向目标，命中后使目标眩晕2秒><TALENT 6781 1 附带流血和破风效果，自身立刻获得3点战意，并进入“徐如林”状态，持续3秒><TALENT 2608 2 忽视目标50%外功防御等级，有100%的几率刷新“破风”效果，并对有“致残”效果的目标会心几率提高40%><TALENT 5693 1 命中30%血量以下的目标额外回复5%气血><TALENT 6869 1 成功招架6秒内使用“灭”可获得反击效果><TALENT 18232 1 自身气血每降低20%，“灭”伤害提高5%><TALENT 24896 1 “骑御”期间可以施展“灭”，自身额外消耗2%的气血值，并使得本次“骑御”状态自身造成的伤害提高12%>	对自身造成外功伤害：<SUB 717 0>，造成外加外功伤害提高：<SUB 702 0>。	人神共怒，天地同伤。		攻击技，能立即对目标造成极大的伤害，在自身气血值较低时使用效果最佳。	0	1			1					攻击技，对目标造成伤害。	1		
424	0	1480	1	1	0	0	0	6	(424) 天策-疾	疾	门派轻功，向前冲刺，并对处于冲刺路径上的最多5名敌人造成<SUB 432 0>外功伤害，并眩晕目标2秒。<TALENT 18557 1 “疾”可以在马上施展，马上施展会击倒冲刺路径上的5个目标2秒并造成外功伤害，施展“任驰骋”会重置“疾”的调息时间><TALENT 14826 1 每命中一个目标使自身获得2点战意><TALENT 5661 1 使冲刺路径上的目标眩晕2秒><TALENT 5685 1 命中目标降低自身“沧月”5秒调息时间><TALENT 24901 1 施展”疾“使得自身接下来一个“突”施展距离提高7尺，附带眩晕时间增加1秒，与目标距离每增加8尺，突的免控时间增加1秒>	外功伤害：提高到<SUB 432 0>。	避我者生，挡我者死。		控制技，能使你快速穿越多名敌人。	1	1			1					控制技，向前冲刺并眩晕路径上敌对目标。	0		
424	5	1480	1	1	0	0	0	6	(424) 天策-疾	疾	门派轻功，向前冲刺，并对处于冲刺路径上的最多5名敌人造成<SUB 432 0>外功伤害，并眩晕目标2秒。<TALENT 14826 1 每命中一个目标使自身获得2点战意><TALENT 5661 1 使冲刺路径上的目标眩晕2秒><TALENT 5685 1 命中目标降低自身“沧月”5秒调息时间><TALENT 24901 1 施展”疾“使得自身接下来一个“突”施展距离提高7尺，附带眩晕时间增加1秒，与目标距离每增加8尺，突的免控时间增加1秒><TALENT 18557 1 可以在马上施展，马上施展会击倒冲刺路径上的5个目标2秒并造成外功伤害，施展“任驰骋”会重置“疾”的调息时间>	外功伤害：提高到<SUB 432 0>，并附带眩晕2秒的效果。	避我者生，挡我者死。		控制技，能使你快速穿越多名敌人。	1	1			1					控制技，向前冲刺并眩晕路径上敌对目标。	0		
424	6	1480	1	1	0	0	0	6	(424) 天策-疾	疾	门派轻功，向前冲刺，并对处于冲刺路径上的最多5名敌人造成<SUB 432 0>外功伤害，并眩晕目标2秒。<TALENT 18557 1 调息时间降低5秒且可以在马上施展，马上施展会击倒冲刺路径上的5个目标2秒并造成外功伤害，施展“任驰骋”会重置“疾”的调息时间><TALENT 5685 1 命中目标降低自身“沧月”5秒调息时间，恢复自身5点战意><TALENT 24901 1 施展“疾”使得自身接下来一个“突”施展距离提高7尺，附带眩晕时间增加1秒，与目标距离每增加8尺，突的免控时间增加1秒>	外功伤害：提高到<SUB 432 0>。	避我者生，挡我者死。		控制技，能使你快速穿越多名敌人。	1	1			1					控制技，向前冲刺并眩晕路径上敌对目标。	0		
425	0	641	1	1	0	0	0	2	(425) 天策-御奔突	御奔突	立刻重置游龙骑法下其余技能调息时间，并使<BUFF 204 0 desc>，持续<BUFF 204 0 time>。骑马时方可施展此招式。<TALENT 5676 1 调息时间降低60秒>	<BUFF 204 0 desc>。	疏星开局势，似攻似守。		辅助技，提高自身的马上移动速度。	1	1			1						0		
426	0	644	1	1	0	0	0	3	(426) 天策-破坚阵	破坚阵	骑马时方可施展，消耗3点战意击倒目标，持续5秒。<TALENT 14823 1 可冲刺至15尺内目标身边对其释放，并将目标周围6尺范围4个目标击倒><TALENT 23997 1 命中目标后，给目标添加“破军”标记，持续8秒，标记持续期间被自身外功招式命中都会触发一次“破军”效果，对目标造成<SUB 18207 0>外功伤害>		花月开局势，开局强攻，攻敌于措手不及。		控制技，对正在运功的目标使用效果最佳。	0	1			1					控制技，消耗战意击倒目标。	1		
427	0	643	1	1	0	0	0	4	(427) 天策-战八方	战八方	对自身周围6尺内最多5个目标均造成100%的武器伤害外加<SUB 14887 0>外功伤害。<TALENT 18231 1 命中被“沧月”击退的目标，使自身“纵轻骑”持续时间增加1秒><TALENT 5669 1 会心几率提高10%，会心效果提高10%，可以在马下施展><TALENT 14825 1 若只命中单一目标，伤害提高25%且自身获得1点战意><TALENT 14821 1 “流血”作用间隔缩短0.25秒，“战八方”调息时间增加6秒，命中目标附带“流血”“破风”效果><TALENT 5689 1 伤害提高25%，附带额外威胁值>	外加外功伤害：提高到<SUB 14887 0>。	溪月开局势，攻守兼备，进退自如。		攻击技，在与多名近战目标战斗时使用效果最佳。	1	1		5669;9437	1	1				攻击技，马上可施展，对自身周围多个敌对目标造成伤害。	0		
428	0	642	1	1	0	0	0	5	(428) 天策-断魂刺	断魂刺	策马猛冲目标，造成100%的武器伤害外加<SUB 409 0>外功伤害，将其击晕2秒并使自身获得3点战意。骑马时方可施展此招式。<TALENT 18230 1 命中目标后，使目标受到的治疗成效降低50%，持续10秒><TALENT 18228 1 自身将获得“徐如林”效果，使自身外功伤害招式命中敌人后，有50%的几率使自身气血与内力在1秒后恢复5%，持续5秒>	外加外功伤害：提高到<SUB 409 0>。	寒星开局势，蓄势待发，以求一击毙敌。		能使你迅速接近远距离外的目标，使其晕眩并获得战意。	0	1			1					控制技，冲向并眩晕目标，获得战意。	1		
429	0	13	1	1	0	0	0	1	(429) 天策_子技能_龙吟_铁牢律	龙吟	<SKILL PhysicsDamage>点					1										0		
430	0	13	0	0	0	0	0	1	(430) 天策_子技能_龙吟_傲血战意	龙吟	<SKILL PhysicsDamage>点					1										0		
431	0	13	0	1	0	0	0	1	(431) 天策_子技能_突_伤害	突	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1						0		
432	0	13	0	0	0	0	0	1	(432) 天策_子技能_疾_伤害眩晕	疾	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1						0		
433	1	640	1	1	0	0	0	1	(433) 天策-任驰骋	任驰骋	2层充能技能，使自身可在战斗中上马，重置自身“断魂刺”“破坚阵”“沧月”招式调息时间解除自身锁足效果，成功上马后获得5秒“纵轻骑”效果，不受下马效果影响、自身免疫控制(被拉除外)，并使自身外功基础攻击力提高15%，不消耗坐骑饱食度，持续15秒。<TALENT 18229 1 招式无需运功，且“纵轻骑”效果持续时间提高1秒><TALENT 2607 2 调息时间降低20秒，成功上马后5秒内不受任何招式控制，并且不会被击下马><TALENT 6515 1 下马后若“任驰骋”还在调息中，则立即降低15秒调息时间，该效果每1分钟触发1次><TALENT 5676 1 “任驰骋”上马后移动速度提高50%，“纵轻骑”效果持续过程中将不受任何位移招式影响><TALENT 14824 1 获得的外功基础攻击力效果提高至30%><TALENT 24899 1 “纵轻骑”期间自身加速值突破上限，提高50%><TALENT 28442 1 不再充能，“纵轻骑”效果持续时间增加8秒>		雨月开局势，近敌之边际，幻敌视线。		爆发技，增加自身在战斗中的灵活性。	0	1			1					爆发技，上马战斗获得免控效果，提升攻击力。	0		
434	0	1671	1	1	1	0	0	4	(434) 落星惊鸿阵3	三重巧熟	一重粗识：<SUB 106 1>\n二重略懂：<SUB 106 2>\n三重巧熟：<SUB 106 3>					1										0		
435	0	1817	1	1	0	0	0	10	(435) 闭阵	闭阵	解阵。					0	1			1						0		
436	1	1677	1	1	1	0	0	3	(436) 望月逍遥阵2	二重略懂	一重粗识：<SUB 349 1>\n二重略懂：<SUB 349 2>					1										0		
437	1	1678	1	1	1	0	0	4	(437) 望月逍遥阵3	三重巧熟	一重粗识：<SUB 349 1>\n二重略懂：<SUB 349 2>\n三重巧熟：<SUB 349 3>					1										0		
438	1	13	1	1	0	0	0	1	(438) 天策_子技能_穿云_重伤	穿云	测试技能					1										0		
439	1	1681	1	1	1	0	0	7	(439) 望月逍遥阵6	六重忘我	一重粗识：<SUB 349 1>\n二重略懂：<SUB 349 2>\n三重巧熟：<SUB 349 3>\n四重精妙：<SUB 349 4>\n五重游刃：<SUB 349 5>\n六重忘我：<SUB 349 6>					1										0		
440	1	13	1	1	0	0	0	1	(440) 天策_技能事件_铁牢律_还击	还击	测试技能					1										0		
441	0	655	1	1	0	0	0	7	(441) 天策-穿	穿	对目标及目标周围8尺内最多10个敌对目标造成<SUB 2297 4>外功伤害，使目标<BUFF 549 4 desc>，周围目标<BUFF 3463 4 desc>，持续<BUFF 549 4 time>。<TALENT 2618 1 附带少量威胁，伤害提高50%，有效范围增加50%，招式作用有效目标个数增加3个><TALENT 2618 2 附带大量威胁，伤害提高100%，有效范围增加100%，招式作用有效目标个数增加6个>	外功伤害：提高到<SKILL PhysicsDamage>点，<BUFF 549 0 desc>。	至刚至柔，穿云破空。		控制技，能使多名近战距离内的目标减速。	1	1			1	1					1		
442	0	1454	1	1	0	0	0	8	(442) 天策-御	御	6秒内完全抵御即将受到的下一次伤害，成功抵御伤害则使自身受到的伤害降低35%，持续6秒。“铁牢律”下额外抵御3次伤害。<TALENT 14799 1 成功抵挡一次伤害则会降低2秒“守如山”调息时间><TALENT 18487 1 可以在基础调息时间中施展，施展后0.5秒内成功抵御伤害则使自身下一次招式伤害提高30%><TALENT 14828 1 效果自然结束后每层剩余效果使自身回复6%气血最大值><TALENT 14827 1 每成功抵御一次伤害，调息时间降低2秒><TALENT 5663 1 被攻击失去“御”效果时，使自身受到的伤害降低25%，持续6秒><TALENT 6528 1 施展后每秒回复2%的气血和内力，持续5秒><TALENT 18239 1 可以在公共调息时间中施展，施展后恢复自身10%气血值并使自身基础气血值上限提高20%，持续10秒>	持续时间：提高到<BUFF 360 0 time>。	梨花散落，密不透风。		防御技，效果期间使自身抵御受到的全部伤害效果。	1	1			1					防御技，使自身抵御下一次伤害。	0		
443	1	13	1	1	0	0	0	1	(443) 天策_技能事件_御_驱散御	御	测试技能					1										0		
444	0	13	1	1	0	0	0	1	(444) 天策_子技能_撼如雷_傲血战意	撼如雷	测试技能					1										0		
445	1	13	1	1	0	0	0	1	(445) 天策_子技能_撼如雷_铁牢律	撼如雷	测试技能					1										0		
446	1	13	1	1	0	0	0	1	(446) 天策_子技能_啸如虎_傲血战意	啸如虎	测试技能					1										0		
447	0	13	1	1	0	0	0	1	(447) 天策_子技能_啸如虎_铁牢律	啸如虎	气血恢复<SKILL Therapy>点。					1										0		
448	1	13	1	1	0	0	0	1	(448) 天策_技能事件_龙吟_克敌	克敌	测试技能					1										0		
449	0	13	1	1	0	0	0	1	(449) 天策_子技能_定军_嘲讽	定军	测试技能					1										0		
450	0	13	1	1	0	0	0	1	(450) 天策_子技能_定军_定身	定军	测试技能					1										0		
451	0	13	1	1	0	0	0	1	(451) 大道无术_7点气	大道无术	凌太虚_7点气					1										0		
452	0	13	1	1	0	0	0	1	(452) 大道无术_8点气	大道无术	凌太虚_8点气					1										0		
453	0	13	1	1	0	0	0	1	(453) 大道无术_9点气	大道无术	凌太虚_9点气					1										0		
454	0	13	1	1	0	0	0	1	(454) 大道无术_10点气	大道无术	凌太虚_10点气					1										0		
455	0	13	1	1	0	0	0	1	(455) 化三清_气场效果_增益	化三清	化三清_气场效果_增益					1										0		
456	0	13	1	1	0	0	0	1	(456) 两仪交合_6点气	两仪化形	两仪交合_6点气					1										0		
457	0	13	1	1	0	0	0	1	(457) 两仪交合_7点气	两仪化形	两仪交合_7点气					1										0		
458	0	13	1	1	0	0	0	1	(458) 两仪交合_8点气	两仪化形	两仪交合_8点气					1										0		
459	0	13	1	1	0	0	0	1	(459) 两仪交合_9点气	两仪化形	两仪交合_9点气					1										0		
460	0	13	1	1	0	0	0	1	(460) 两仪交合_10点气	两仪化形	<SKILL NeutralDamage>点(+<SKILLEx {D0} {SkillNeutralAP}>)					1	1			1						0		
461	0	13	1	1	0	0	0	1	(461) 三才化生_6点气	五方行尽	三才化生_6点气					1										0		
462	0	13	1	1	0	0	0	1	(462) 三才化生_7点气	五方行尽	三才化生_7点气					1										0		
463	0	13	1	1	0	0	0	1	(463) 三才化生_8点气	五方行尽	三才化生_8点气					1										0		
464	0	13	1	1	0	0	0	1	(464) 三才化生_9点气	五方行尽	三才化生_9点气					1										0		
465	0	13	1	1	0	0	0	1	(465) 三才化生_10点气	五方行尽	<SKILL NeutralDamage>点(+<SKILLEx {D0} {SkillNeutralAP}>)					1	1			1						0		
466	0	13	1	1	0	0	0	1	(466) 八卦洞玄_1点气	八卦洞玄	<SKILL NeutralDamage>点(+<SKILLEx {D0} {SkillNeutralAP}>)					1	1			1						0		
467	0	13	1	1	0	0	0	1	(467) 八卦洞玄_2点气	八卦洞玄	八卦洞玄_2点气					1										0		
468	0	13	1	1	0	0	0	1	(468) 八卦洞玄_3点气	八卦洞玄	八卦洞玄_3点气					1										0		
469	0	13	1	1	0	0	0	1	(469) 八卦洞玄_4点气	八卦洞玄	八卦洞玄_4点气					1										0		
470	0	13	1	1	0	0	0	1	(470) 八卦洞玄_5点气	八卦洞玄	八卦洞玄_5点气					1										0		
471	0	13	1	1	0	0	0	1	(471) 八卦洞玄_6点气	八卦洞玄	八卦洞玄_6点气					1										0		
472	0	13	1	1	0	0	0	1	(472) 八卦洞玄_7点气	八卦洞玄	八卦洞玄_7点气					1										0		
473	0	13	1	1	0	0	0	1	(473) 八卦洞玄_8点气	八卦洞玄	八卦洞玄_8点气					1										0		
474	0	13	1	1	0	0	0	1	(474) 八卦洞玄_9点气	八卦洞玄	八卦洞玄_9点气					1										0		
475	0	13	1	1	0	0	0	1	(475) 八卦洞玄_10点气	八卦洞玄	<SKILL NeutralDamage>点(+<SKILLEx {D0} {SkillNeutralAP}>)					1	1			1						0		
476	0	13	0	0	0	0	0	1	(476) 天策_子技能_乱_低生命值	乱	乱					1										0		
477	0	13	0	0	0	0	0	1	(477) 天策_子技能_乱_高生命值	乱	<SKILL PhysicsDamage>					1										0		
478	0	13	1	1	0	0	0	1	(478) 天策_技能事件_破坚阵_击晕	破坚阵	测试技能					1										0		
479	0	1455	1	1	0	0	0	1	(479) 天策-裂苍穹	裂苍穹	对目标造成<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，并将其击退10尺。骑马时方可施展此招式。	外功伤害：提高到<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)。	松月开局势，重重紧逼，逼敌不得不退。		攻击技，对正在攻击你的近战敌人使用，让你可以拉开距离。	1	1			1						1		
480	0	1458	1	1	0	0	0	6	(480) 天策-沧月	沧月	击倒当前目标，持续1秒，并击退其周围6尺内最多5个其他的敌对目标，造成<SUB 21251 0>外功伤害并使对其造成大量威胁。对高于地面8尺目标附带击落效果，成功击倒当前目标后，使自身获得1点战意。<TALENT 14826 1 击退作用目标最高数量提高至7个，每成功击退1个目标，降低自身2秒“守如山”调息时间><TALENT 18233 1 若在马上释放则每0.5秒造成一次击退效果，持续3秒><TALENT 5668 1 造成大量范围伤害，不再击退目标><TALENT 5667 1 成功击倒目标，附带致残效果><TALENT 5692 1 强制周围6尺内的最多5个敌对目标攻击自身><TALENT 5691 1 对当前目标造成大量威胁值><TALENT 18231 1 击退距离提高，每击退1个目标，增加0.5秒“纵轻骑”效果时间，降低0.5秒“沧月”调息时间><TALENT 5696 1 消耗自身战意，每消耗一点战意降低自身“疾”2秒调息时间><TALENT 24899 1 “纵轻骑”期间额外附带一次100%的武器伤害效果>	外功伤害：提高到<SUB 21251 0>。	沧风逐月龙出海。		控制技，能击退目标避免目标近距离攻击自身。	1	1			1	1				控制技，击倒当前目标，击退范围目标。	1		
481	0	13	1	1	0	0	0	1	(481) 天策_子技能_沧月_群体击退	沧月	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1						0		
482	0	1481	1	1	0	0	0	1	(482) 天策-崩	崩	对运功状态的目标造成<SUB 483 0>外功伤害，并使其晕眩且加速率降低30%，持续5秒。	额外外功伤害：提高到<SUB 483 0>。	惊瀑落雨，地裂山崩。		限制技，打断目标的吟唱状态。	1	1			1	1				限制技，打断目标运功。	1		
483	0	13	1	1	0	0	0	1	(483) 天策_技能事件_崩_成功打断效果	崩	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)					1	1			1						0		
485	1	627	0	0	0	0	0	3	(485) 放气回气	紫霞	每点根骨额外增加2点混元内功攻击，0.06点混元内功会心等级和0.06点混元内功会心伤害等级。					1										0		
486	0	13	1	1	0	0	0	1	(486) 普渡四方增加仇恨	测试技能	测试技能					1										0		
487	1	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高11%\n内功防御等级提高2点\n化劲等级提高18点\n内力最大值提高322点\n混元内功攻击提高10点\n每秒恢复的气血提高2点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	2	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高12%\n内功防御等级提高4点\n化劲等级提高32点\n内力最大值提高1962点\n混元内功攻击提高17点\n每秒恢复的气血提高4点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	3	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高13%\n内功防御等级提高7点\n化劲等级提高51点\n内力最大值提高2926点\n混元内功攻击提高27点\n每秒恢复的气血提高7点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	4	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高14%\n内功防御等级提高9点\n化劲等级提高69点\n内力最大值提高3891点\n混元内功攻击提高39点\n每秒恢复的气血提高9点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	5	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高15%\n内功防御等级提高12点\n化劲等级提高87点\n内力最大值提高4855点\n混元内功攻击提高51点\n每秒恢复的气血提高12点\n每点元气额外提高1.95点内功攻击力，0.09点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	6	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高16%\n内功防御等级提高14点\n化劲等级提高106点\n内力最大值提高5820点\n混元内功攻击提高61点\n每秒恢复的气血提高14点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	7	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高17%\n内功防御等级提高17点\n化劲等级提高124点\n内力最大值提高6784点\n混元内功攻击提高73点\n每秒恢复的气血提高17点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	8	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高18%\n内功防御等级提高19点\n化劲等级提高143点\n内力最大值提高13270点\n混元内功攻击提高86点\n每秒恢复的气血提高19点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	9	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高19%\n内功防御等级提高22点\n化劲等级提高161点\n内力最大值提高22656点\n混元内功攻击提高96点\n每秒恢复的气血提高22点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
487	10	328	1	1	0	0	0	1	(487) 基本属性	鸣凤	基础气血提高20%\n内功防御等级提高48点\n化劲等级提高356点\n内力最大值提高30748点\n混元内功攻击提高312点\n每秒恢复的气血提高49点\n每点元气额外提高1.95点内功攻击力，0.19点混元内功破防值\n每点体质额外增加1.5点内力最大值\n					1	1			1						0		
