ID	Name	UiID	ForceMask	2_1	2_2	2_3	2_4	3_1	3_2	3_3	3_4	4_1	4_2	4_3	4_4	5_1	5_2	5_3	5_4	6_1	6_2	6_3	6_4	7_1	7_2	7_3	7_4	8_1	8_2	8_3	8_4	9_1	9_2	9_3	9_4	10_1	10_2	10_3	10_4	11_1	11_2	11_3	11_4	12_1	12_2	12_3	12_4	13_1	13_2	13_3	13_4	14_1	14_2	14_3	14_4	15_1	15_2	15_3	15_4	16_1	16_2	16_3	16_4	17_1	17_2	17_3	17_4	18_1	18_2	18_3	18_4	19_1	19_2	19_3	19_4	20_1	20_2	20_3	20_4	21_1	21_2	21_3	21_4	22_1	22_2	22_3	22_4	23_1	23_2	23_3	23_4	24_1	24_2	24_3	24_4
373	南风赫炎·铜勒	69172	0	26476								26315								26266				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
374	南风赫炎·戎袭	69173	0	26476								26315								26266				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
375	S1.5_浩气盟_tmw	69174	0	26476								26337								26338				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
376	S1.5_浩气盟_tmn	69175	0	26476								26337								26338				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
377	S1.5_恶人谷_tmw	69176	0	26476								26337								26338				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
378	S1.5_恶人谷_tmn	69177	0	26476								26337								26338				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
379	霸蜀·曼变	69178	0	26327																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
380	镇蜀·浮灭	69179	0	26327																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
381	曼变	69180	0	26310																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
382	浮灭	69181	0	26310																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
383	T1_tmw	69182	0	26270				26305				26472				26249				26474				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
384	T1_tmn	69183	0	26270				26305				26473				26413				26475	29497			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
385	T1.5_tmw	69184	0	26385																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
386	T1.5_tmn	69185	0	26385																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
387	T1.5_SPtmw	69186	0	26257				26472																0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
388	T1.5_SPtmn	69187	0	26257				26473																0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
389	T0_tmw	69188	0	26298								26472								26385				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
390	T0_tmn	69189	0	26298								26473								26385				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
391	S0.5_tmw	69190	0	26476								26352								26317				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
392	S0.5_tmn	69191	0	26476								26352								26317				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
393	S0.5_tmwe	69192	0	26476								26352								26317				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
394	S0.5_tmne	69193	0	26476								26352								26317				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
395	百战·七宝明熙	69199	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
396	百战·探海屠龙	69202	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
397	百战·大漠飞沙	69196	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
398	百战·寄身翰墨	69197	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
399	百战·幽情暗寄	69207	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
400	百战·秋涧剑影	69200	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
401	百战·香龙血木	69203	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
402	百战·灵台方寸	69201	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
403	百战·斜月三星	69204	0	26469																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
404	百战·泽玉含姿	69208	0	26470																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
405	百战·雪胎梅骨	69206	0	26470																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
406	百战·灭罪真言	69205	0	26471																				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
407	逐鹿天下·夺魄	69209	0	26476								26323								26283				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
408	逐鹿天下·追魂	69221	0	26476								26323								26283				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
409	逐鹿天下·元龙	69220	0	26407								26323								26283																																																																											
410	逐鹿天下·清狂	69212	0	26407								26323								26283																																																																											
411	逐鹿天下·盘炽	69210	0	26405								26323								26283																																																																											
412	逐鹿天下·开乾	69211	0	26403								26323								26283																																																																											
413	逐鹿天下·掩坤	69219	0	26408								26323								26283																																																																											
414	逐鹿天下·鸿懿	69213	0	26406								26323								26283																																																																											
415	逐鹿天下·怅翠	69214	0	26404								26323								26283																																																																											
416	逐鹿天下·鸾俦	69215	0	35516								26323								26283																																																																											
417	逐鹿天下·孤城	69216	0	26402								26323								26283																																																																											
418	逐鹿天下·玄蛇	69217	0	26439								26323								26283																																																																											
419	逐鹿天下·青鸟	69218	0	26439								26323								26283																																																																											
420	剑试天下·断龙	69227	0	26333								26284								26476																																																																											
421	剑试天下·刺蛟	69225	0	26333								26284								26476																																																																											
422	剑试天下·黜浮	69222	0	26333								26284								26407																																																																											
423	剑试天下·崇雅	69234	0	26333								26284								26407																																																																											
424	剑试天下·魂山	69223	0	26333								26284								26405																																																																											
425	剑试天下·紫极	69224	0	26333								26284								26403																																																																											
426	剑试天下·鸿蒙	69228	0	26333								26284								26408																																																																											
427	剑试天下·秦威	69226	0	26333								26284								26406																																																																											
428	剑试天下·骊歌	69233	0	26333								26284								26404																																																																											
429	剑试天下·白芷	69231	0	26333								26284								35516																																																																											
430	剑试天下·风来	69229	0	26333								26284								26402																																																																											
431	剑试天下·封龙	69230	0	26333								26284								26439																																																																											
432	剑试天下·神舞	69232	0	26333								26284								26439																																																																											
433	灵虚御厨·刀功	5259	0	26374																				0				0				0				0				0				0				0																																															
434	灵虚御厨·火候	5260	0	26374																				0				0				0				0				0				0				0																																															
435	至尊御厨·刀功	5261	0	26374																				0				0				0				0				0				0				0																																															
436	御赐御厨·刀功	5262	0	26374																				0				0				0				0				0				0				0																																															
437	御赐御厨·生煎	5263	0	26374																				0				0				0				0				0				0				0																																															
438	翡翠御厨·火候	5264	0	26374																				0				0				0				0				0				0				0																																															
439	翡翠御厨·水煮	5265	0	26374																				0				0				0				0				0				0				0																																															
440	霓裳御厨·火候	5266	0	26374																				0				0				0				0				0				0				0																																															
441	霓裳御厨·水煮	5267	0	26374																				0				0				0				0				0				0				0																																															
442	瑶星御厨·火候	5268	0	26374																				0				0				0				0				0				0				0																																															
443	瑶星御厨·水煮	5269	0	26374																				0				0				0				0				0				0				0																																															
444	菩提御厨·火候	5270	0	26374																				0				0				0				0				0				0				0																																															
445	菩提御厨·清蒸	5283	0	26374																				0				0				0				0				0				0				0																																															
446	蜀月御厨·刀功	5284	0	26374																				0				0				0				0				0				0				0																																															
447	蜀月御厨·火候	5285	0	26374																				0				0				0				0				0				0				0																																															
448	飞羽	5287	0	26373																				0				0				0				0				0				0				0																																															
449	百变	5289	0	26373																				0				0				0				0				0				0				0																																															
450	飞羽	5288	0	26374																				0				0				0				0				0				0				0																																															
451	百变	5290	0	26374																				0				0				0				0				0				0				0																																															
452	五毒套装1	69831	0	26274								26248								26452				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
453	藏剑套装1	69832	0	26274								26361								26252				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
454	唐门外套装1	69834	0	26274								26361								26252				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
455	唐门内套装1	69835	0	26274								26473								26452				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
456	烛天·神渊斗龙	5321	0	26459	29725							26391								26289	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
457	烛天·抚宁天地	5322	0	26456	30049							26359								26287	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
458	烛天·威鸿八极	5323	0	26455								26360								26289	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
459	烛天·流英浮萍	5324	0	26457								26358								26332	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
460	烛天·瑶碧辉天	5325	0	26463								26461								26375	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
461	烛天·罗波那	5326	0	26462								26451								26478	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
462	烛天·哈奴曼	5327	0	26458	17100							26357								26477	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
463	烛天·荒帝御世	5328	0	26462								26363								26479	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
464	烛天·蛮皇行殇	5329	0	26454								26361								26289	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
465	烛天·焚形监世	5330	0	26453	23655							26362								26287	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
466	烛天·照彼玄夜	5343	0	26464								26461								26375	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
467	烛天·紫炎蝮灵	5344	0	26460	30200							26415								26417	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
468	烛天·相思犀角	5345	0	26465								26461								26375	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
469	烛天·星火荧煌	5346	0	26474								26472								26289	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
470	烛天·霜月辉耀	5347	0	26475	29497							26473								26417	0			0	0			0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0				0			
471	碧落青冥·慕商	5352	0	26402								26311								26334																																																																											
472	碧落青冥·委羽	5353	0	26408								26311								26334																																																																											
473	碧落青冥·华晨	5354	0	26403								26311								26334																																																																											
474	碧落青冥·薛莹	5393	0	26404								26311								26334																																																																											
475	碧落青冥·琼琳	5394	0	35516								26311								26334																																																																											
476	碧落青冥·佛显	5395	0	26405								26311								26334																																																																											
477	碧落青冥·戍角	5396	0	26406								26311								26334																																																																											
478	碧落青冥·王衍	5397	0	26407								26311								26334																																																																											
479	碧落青冥·悯世	5398	0	26407								26311								26334																																																																											
480	碧落青冥·瑜凌	5399	0	26439								26311								26334																																																																											
481	碧落青冥·瑞霭	5400	0	26439								26311								26334																																																																											
482	碧落青冥·逝澜	5401	0	26476								26311								26334																																																																											
483	碧落青冥·淳苏	5402	0	26476								26311								26334																																																																											
484	苍天鹤血·黄虬	5403	0	26402								26311								26334																																																																											
485	苍天鹤血·法游	5404	0	26408								26311								26334																																																																											
486	苍天鹤血·灵尊	5405	0	26403								26311								26334																																																																											
487	苍天鹤血·荃蕙	5406	0	26404								26311								26334																																																																											
488	苍天鹤血·定姜	5407	0	35516								26311								26334																																																																											
489	苍天鹤血·怖军	5408	0	26405								26311								26334																																																																											
490	苍天鹤血·蛮袭	5409	0	26406								26311								26334																																																																											
491	苍天鹤血·阎宪	5410	0	26407								26311								26334																																																																											
492	苍天鹤血·孟度	5411	0	26407								26311								26334																																																																											
493	苍天鹤血·噬影	5412	0	26439								26311								26334																																																																											
494	苍天鹤血·洪祀	5413	0	26439								26311								26334																																																																											
495	苍天鹤血·萧森	5414	0	26476								26311								26334																																																																											
496	苍天鹤血·苍奇	5415	0	26476								26311								26334																																																																											
497	千缘·汉影千年	5433	0	26483																																																																																											
498	千缘·澹台灭逻	5434	0	26480																																																																																											
499	千缘·济众匡时	5435	0	26482																																																																																											
500	千缘·熙载嘉誉	5436	0	26481																																																																																											
501	千缘·冰泉轻泻	5437	0	26482																																																																																											
502	千缘·歌断梨云	5438	0	26481																																																																																											
503	千缘·乾陀象牙	5439	0	26483																																																																																											
504	千缘·禅灯雪月	5440	0	26481																																																																																											
505	千缘·赤符呈祥	5441	0	26481																																																																																											
506	千缘·雷电冥晦	5442	0	26480																																																																																											
507	千缘·密山玉荣	5443	0	26480																																																																																											
508	千缘·幽都黑水	5444	0	26481																																																																																											
509	千缘·和山瑶碧	5445	0	26482																																																																																											
510	千缘·化钧高妙	5446	0	26481																																																																																											
511	千缘·狙候终厄	5447	0	26480																																																																																											
512	逐日	5542	0	26488																																																																																											
513	伴月	5543	0	26488																																																																																											
514	霸蜀·尊者	5544	0	26489																																																																																											
515	镇蜀·圣徒	5545	0	26489																																																																																											
516	剑茗·星烬	5546	0	26486				26305				26364				26240				26496																																																																											
517	剑茗·腾升	5547	0	26486				26305				26492				26490				26498																																																																											
518	雁虞·法旨	5548	0	26298								26384								26485																																																																											
519	雁虞·永晋	5549	0	26298								26493								26385																																																																											
520	三宿·净心	5550	0	26384																																																																																											
521	三宿·泰黎	5551	0	26385																																																																																											
522	荻魂·圣痕	5552	0	26241				26496																																																																																							
523	荻魂·灵动	5553	0	26487				26494																																																																																							
524	戒火	5554	0	26274								26491								26251																																																																											
525	无量	5597	0	26274								26495								26251																																																																											
526	蜀风·烈噬	5598	0	26346								26492								26498																																																																											
527	蜀风·缚邪	5599	0	26446								26462								26496																																																																											
528	蚩灵·熔狱	5600	0	26353								26492								26498																																																																											
529	蚩灵·日暮	5601	0	26447								26466								26497																																																																											
530	南皇·荣光	5602	0	26351								26492								26498																																																																											
531	南皇·暗焰	5603	0	26448								26467								26497																																																																											
532	浩气正宗·烨殆	5604	0	26499								26352								26317																																																																											
533	桀骜千夜·赤苏	5605	0	26499								26352								26317																																																																											
534	铁血丹心·烈燧	5606	0	26499								26337								26338																																																																											
535	瀚海雄风·夺炎	5607	0	26499								26337								26338																																																																											
536	壮志凌云·南瞻	5608	0	26499								26315								26266				0																																																																							
537	南风赫炎·长邪	5609	0	26499								26315								26266				0																																																																							
538	战无不胜·魂鉴	5610	0	26499								26323								26283																																																																											
539	攻无不克·凌苍	5611	0	26499								26323								26283																																																																											
540	剑试天下·封心	5612	0	26333								26284								26499																																																																											
541	百战·凝夜	5613	0	26469																																																																																											
542	百战·默殇	5614	0	26471																																																																																											
543	逐鹿天下·斗兽	5615	0	26404								26323								26283																																																																											
544	日晖	5616	0	26373																																																																																											
545	月影	5617	0	26373																																																																																											
546	日晖	5618	0	26374																																																																																											
547	月影	5619	0	26374																																																																																											
548	烛天·燎野	5620	0	26498								26492								26500																																																																											
549	烛天·渊火	5645	0	26497								26467								26478																																																																											
550	碧落青冥·拨云	5646	0	26499								26311								26334																																																																											
551	苍天鹤血·羽涅	5647	0	26499								26311								26334																																																																											
552	千缘·悟明	5648	0	26481																																																																																											
553	千缘·门徒	5649	0	26483																																																																																											
554	破军·泰麒	5650	0	26462								26363								26501																																																																											
555	破军·皓戈	5651	0	26505								26454								26422																																																																											
556	破军·傅野	5652	0	26464								26461								26418																																																																											
557	破军·曲嘉	5653	0	26506								26453	23655							26343																																																																											
558	破军·谧语	5654	0	26463								26461								26418																																																																											
559	破军·姬璇	5655	0	26507								26457								26434																																																																											
560	破军·灵阳	5656	0	26462								26451								26502																																																																											
561	破军·梵尊	5657	0	26508								26458	17100							26503																																																																											
562	破军·极元	5658	0	26509								26456	30049							26343																																																																											
563	破军·沧海	5659	0	26510								26455								26422																																																																											
564	破军·萧风	5660	0	26511								26459	29725							26422																																																																											
565	破军·血师	5661	0	26512								26460	30200							26468																																																																											
566	破军·海若	5662	0	26465								26461								26418																																																																											
567	破军·瀚狼	5663	0	26513								26475	29497							26468																																																																											
568	破军·岚鹰	5664	0	26514								26474								26422																																																																											
569	破军·荧世	5665	0	26462								26497								26350																																																																											
570	破军·辉煌	5666	0	26515								26498								26504																																																																											
571	独步天下·妙略	5667	0	26349								26326								26476																																																																											
572	独步天下·化钧	5668	0	26349								26326								26476																																																																											
573	独步天下·弈业	5671	0	26349								26326								26407																																																																											
574	独步天下·尚贤	5672	0	26349								26326								26407																																																																											
575	独步天下·摩忏	5678	0	26349								26326								26405																																																																											
576	独步天下·森罗	5679	0	26349								26326								26403																																																																											
577	独步天下·玄象	5680	0	26349								26326								26408																																																																											
578	独步天下·骁烈	5683	0	26349								26326								26406																																																																											
579	独步天下·睿玉	5685	0	26349								26326								26404																																																																											
580	独步天下·馥瑶	5686	0	26349								26326								35516																																																																											
581	独步天下·殷锋	5687	0	26349								26326								26402																																																																											
582	独步天下·烈慑	5690	0	26349								26326								26439																																																																											
583	独步天下·济楚	5691	0	26349								26326								26439																																																																											
584	独步天下·斩风	5692	0	26349								26326								26499																																																																											
585	清风明月·萧然	71356	0	26499	0				0			26424	0				0			26336	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0		
586	魂殇逆风·爱祸	71357	0	26499	0				0			26424	0				0			26336	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0			0	0		
587	灵虚御厨·刀功	5722	0	26374																																																																																											
588	灵虚御厨·火候	5723	0	26374																																																																																											
589	至尊御厨·刀功	5724	0	26374																																																																																											
590	御赐御厨·刀功	5725	0	26374																																																																																											
591	御赐御厨·生煎	5726	0	26374																																																																																											
592	翡翠御厨·火候	5727	0	26374																																																																																											
593	翡翠御厨·水煮	5728	0	26374																																																																																											
594	霓裳御厨·火候	5729	0	26374																																																																																											
595	霓裳御厨·水煮	5730	0	26374																																																																																											
596	瑶星御厨·火候	5731	0	26374																																																																																											
597	瑶星御厨·水煮	5732	0	26374																																																																																											
598	菩提御厨·火候	5734	0	26374																																																																																											
599	菩提御厨·清蒸	5735	0	26374																																																																																											
600	蜀月御厨·刀功	5736	0	26374																																																																																											
601	蜀月御厨·火候	5737	0	26374																																																																																											
602	妙火御厨·火候	5738	0	26374																																																																																											
603	妙火御厨·清蒸	5739	0	26374																																																																																											
604	师徒内功饰品套	19351	0	26246				26420				26392												0				0				0				0				0				0				0																																															
605	师徒内功饰品套	19351	0	26246				26420				26392												0				0				0				0				0				0				0																																															
606	师徒内功饰品套	19351	0	26246				26420				26392												0				0				0				0				0				0				0																																															
607	师徒内功饰品套	19351	0	26246				26420				26392												0				0				0				0				0				0				0																																															
608	师徒内功饰品套	19351	0	26246				26420				26392												0				0				0				0				0				0				0																																															
609	师徒内功饰品套	19351	0	26246				26420				26392																																																																																			
610	师徒内功饰品套	19351	0	26246				26420				26392																																																																																			
611	师徒外功饰品套	19365	0	26237				26419				26388																																																																																			
612	师徒外功饰品套	19365	0	26237				26419				26388																																																																																			
613	师徒外功饰品套	19365	0	26237				26419				26388																																																																																			
614	师徒外功饰品套	19365	0	26237				26419				26388																																																																																			
615	闪鸿	59433	0	26310																																																																																											
616	镇蜀·幻叶	59434	0	26327																																																																																											
617	剑茗·闲云	59435	0	26270				26305				26360				26249				26520																																																																											
618	雁虞·自在	59436	0	26298								26360								26385																																																																											
619	三宿·蔚鹤	59437	0	26385																																																																																											
620	荻魂·琉语	59438	0	26257								26360																																																																																			
621	千觞	59439	0	26274								26248								26247																																																																											
622	蜀风·潜龙	59440	0	26346								26360								26520																																																																											
623	蚩灵·亢龙	59441	0	26353								26360								26520																																																																											
624	南皇·翔龙	59442	0	26351								26360								26520																																																																											
625	浩气正宗·舟茗	59443	0	26521								26352								26317																																																																											
626	桀骜千夜·沉毅	59444	0	26521								26352								26317																																																																											
627	铁血丹心·离歆	59445	0	26521								26337								26338																																																																											
628	瀚海雄风·彰焰	59446	0	26521								26337								26338																																																																											
629	壮志凌云·无咎	59447	0	26521								26315								26266																																																																											
630	南风赫炎·跃渊	59448	0	26521								26315								26266																																																																											
631	战无不胜·履霜	59449	0	26521								26323								26283																																																																											
632	攻无不克·星野	59450	0	26521								26323								26283																																																																											
633	剑试天下·九霄	59451	0	26333								26284								26521																																																																											
634	百战·幽林	59452	0	26469																																																																																											
635	逐鹿天下·倒海	59453	0	26521								26323								26283																																																																											
636	月影	59454	0	26373																																																																																											
637	月影	59455	0	26374																																																																																											
638	烛天·玄黄	59456	0	26520								26360								26289																																																																											
639	碧落青冥·暗雷	59457	0	26521								26311								26334																																																																											
640	苍天鹤血·寒情	59458	0	26521								26311								26334																																																																											
641	千缘·冥风	59459	0	26480																																																																																											
642	破军·龙战	59460	0	26534								26520								26422																																																																											
643	独步天下·楚狂	59461	0	26349								26326								26521																																																																											
644	清风明月·迟日	59462	0	26521								26424								26336																																																																											
645	魂殇逆风·天簌	59463	0	26521								26424								26336																																																																											
646	挑酒烧火	59464	0	26374																																																																																											
647	师徒外功饰品套	19365	0	26237				26419				26235																																																																																			
648	狼烟·传摩	59466	2	26458	17100							26357																																																																																			
649	狼烟·时轮	59467	2	26451								26577	29840																																																																																		
650	狼烟·绍闻	59468	4	26453	23655							26362																																																																																			
651	狼烟·素契	59469	4	26461								26572																																																																																			
652	狼烟·赤忠	59470	8	26454								26361																																																																																			
653	狼烟·虎嵘	59471	8	26363								26575																																																																																			
654	狼烟·归朴	59472	16	26456	30049							26359																																																																																			
655	狼烟·云间	59473	16	26455								26360																																																																																			
656	狼烟·秀瑞	59474	32	26457								26358																																																																																			
657	狼烟·雪霁	59475	32	26461								26573																																																																																			
658	狼烟·腾乘	59476	64	26460	30200							26415																																																																																			
659	狼烟·泽风	59477	64	26461								26574																																																																																			
660	狼烟·天涛	59478	128	26475	29497							26473																																																																																			
661	狼烟·青羽	59479	128	26474	25387							26472																																																																																			
662	狼烟·孤峰	59480	256	26459	29725							26391																																																																																			
663	狼烟·原涉	59481	512	26520								26360																																																																																			
664	狼烟·凝炎	59482	1024	26498								26492																																																																																			
665	狼烟·诃禁	59483	1024	26497								26576																																																																																			
666	靖世·北项	59484	2	26357								26458	17100																																																																																		
667	靖世·陆正	59485	2	26577	29840							26451																																																																																			
668	靖世·水嘉	59486	4	26362								26453	23655																																																																																		
669	靖世·平黄	59487	4	26572								26461																																																																																			
670	靖世·远略	59488	8	26361								26454																																																																																			
671	靖世·平漠	59489	8	26575								26363																																																																																			
672	靖世·云宁	59490	16	26359								26456	30049																																																																																		
673	靖世·辉林	59491	16	26360								26455																																																																																			
674	靖世·高介	59492	32	26358								26457																																																																																			
675	靖世·山伊	59493	32	26573								26461																																																																																			
676	靖世·容灵	59494	64	26415								26460	30200																																																																																		
677	靖世·弥安	59495	64	26574								26461																																																																																			
678	靖世·鹰城	59496	128	26473								26475	29497																																																																																		
679	靖世·奎明	59497	128	26472								26474	25387																																																																																		
680	靖世·慕霜	59498	256	26391								26459	29725																																																																																		
681	靖世·清吴	59499	512	26360								26520																																																																																			
682	靖世·诸定	59500	1024	26492								26498																																																																																			
683	靖世·源化	59501	1024	26576								26497																																																																																			
684	定国·寒饶	59502	2	26458	17100							26357																																																																																			
685	定国·延义	59503	2	26451								26577	29840																																																																																		
686	定国·梨山	59504	4	26453	23655							26362																																																																																			
687	定国·庐献	59505	4	26461								26572																																																																																			
688	定国·玉狮	59506	8	26454								26361																																																																																			
689	定国·应塞	59507	8	26363								26575																																																																																			
690	定国·景宣	59508	16	26456	30049							26359																																																																																			
691	定国·凌泰	59509	16	26455								26360																																																																																			
692	定国·绛襄	59510	32	26457								26358																																																																																			
693	定国·云应	59511	32	26461								26573																																																																																			
694	定国·化倚	59512	64	26460	30200							26415																																																																																			
695	定国·濮石	59513	64	26461								26574																																																																																			
696	定国·沧呈	59514	128	26475	29497							26473																																																																																			
697	定国·许兴	59515	128	26474	25387							26472																																																																																			
698	定国·剑野	59516	256	26459	29725							26391																																																																																			
699	定国·邢赤	59517	512	26520								26360																																																																																			
700	定国·舒罗	59518	1024	26498								26492																																																																																			
